iter	RMSE
315	13.68636515
316	13.68046284
317	13.67827268
318	13.67508691
319	13.66874561
320	13.66180275
321	13.65628396
322	13.65120459
323	13.6426811
324	13.6360923
325	13.63234416
326	13.63020639
327	13.62342873
328	13.61779064
329	13.61131463
330	13.60702462
331	13.60144938
332	13.59692516
333	13.59150554
334	13.58693243
335	13.58300583
336	13.57955449
337	13.576321
338	13.57051619
339	13.56712457
340	13.56232563
341	13.55932121
342	13.55217295
343	13.5436462
344	13.5361786
345	13.5299064
346	13.52205618
347	13.51933793
348	13.51337899
349	13.50852154
350	13.50197116
351	13.49352515
352	13.48896106
353	13.48497919
354	13.47948269
355	13.47260589
356	13.47110888
357	13.46681023
358	13.45982357
359	13.45493809
360	13.45354246
361	13.44832897
362	13.44552056
363	13.44162791
364	13.43920189
365	13.43476132
366	13.42987147
367	13.42458638
368	13.42198545
369	13.42042827
370	13.41763171
371	13.41552068
372	13.41373256
373	13.40911569
374	13.40574469
375	13.40208479
376	13.39400666
377	13.3919131
378	13.38940759
379	13.38503658
380	13.38239137
381	13.3805592
382	13.37755962
383	13.37405019
384	13.37035637
385	13.36799934
386	13.36293194
387	13.35690875
388	13.35013899
389	13.34305233
390	13.33602128
391	13.33169319
392	13.32747216
393	13.32370836
394	13.31918105
395	13.31105975
396	13.30924842
397	13.30567402
398	13.29981767
399	13.29778526
400	13.29253533
401	13.28896317
402	13.28593889
403	13.27997964
404	13.27365284
405	13.26554992
406	13.26190578
407	13.25699461
408	13.25260832
409	13.24812918
410	13.24376763
411	13.24072851
412	13.23870617
413	13.23605084
414	13.23033811
415	13.22341254
416	13.22079336
417	13.21671258
418	13.21121673
419	13.20697452
420	13.20280435
421	13.1970268
422	13.19469336
423	13.19146464
424	13.18445996
425	13.17864779
426	13.1724747
427	13.16898028
428	13.16598652
429	13.16220289
430	13.15904785
431	13.15300077
432	13.14707411
433	13.14391801
434	13.14022177
435	13.13629979
436	13.13436979
437	13.12921882
438	13.12791536
439	13.12300649
440	13.12025721
441	13.11559392
442	13.11031709
443	13.10818519
444	13.10397936
445	13.09879832
446	13.09505544
447	13.08830422
448	13.08625357
449	13.08199556
450	13.07595256
451	13.07251151
452	13.0681527
453	13.06576809
454	13.06072083
455	13.05749974
456	13.05089905
457	13.04759375
458	13.04319799
459	13.0412691
460	13.03568813
461	13.02948392
462	13.02763169
463	13.02582726
464	13.02429416
465	13.02100585
466	13.01785564
467	13.01479784
468	13.0112298
469	13.00753252
470	13.00152867
471	12.99874302
472	12.99661665
473	12.99280917
474	12.98998112
475	12.98711115
476	12.98473146
477	12.97972277
478	12.97543892
479	12.97271775
480	12.96620486
481	12.96349011
482	12.96015296
483	12.95357849
484	12.94924136
485	12.94459639
486	12.94325607
487	12.93977141
488	12.93403175
489	12.9294492
490	12.92732897
491	12.92342026
492	12.91733438
493	12.91356521
494	12.90886354
495	12.90519861
496	12.90153345
497	12.90000855
498	12.89770029
499	12.89511727
500	12.89243242
501	12.88767218
502	12.88629207
503	12.88467622
504	12.88196812
505	12.87488013
506	12.87123538
507	12.86688725
508	12.86472126
509	12.86304403
510	12.85748327
511	12.85538009
512	12.84818385
513	12.84583599
514	12.84178635
515	12.83941353
516	12.83437431
517	12.8319678
518	12.82855217
519	12.82550197
520	12.82396187
521	12.82110868
522	12.81460051
523	12.8116029
524	12.80794014
525	12.80391497
526	12.80254895
527	12.80062132
528	12.79802278
529	12.7960952
530	12.79173884
531	12.78921067
532	12.78726513
533	12.7858409
534	12.78426034
535	12.78214003
536	12.78030731
537	12.7758606
538	12.77370124
539	12.76810376
540	12.76473145
541	12.76093153
542	12.75883421
543	12.75727948
544	12.756154
545	12.75095665
546	12.74941964
547	12.74765343
548	12.74580416
549	12.7435134
550	12.74048371
551	12.73898523
552	12.73600248
553	12.73175561
554	12.73061295
555	12.72470622
556	12.72048574
557	12.71692021
558	12.7121752
559	12.70683227
560	12.70469634
561	12.70303397
562	12.69768949
563	12.69584316
564	12.69263629
565	12.68844817
566	12.6866642
567	12.68207903
568	12.67879762
569	12.67357957
570	12.66659132
571	12.66295123
572	12.65873762
573	12.65666185
574	12.65401829
575	12.65070862
576	12.64617156
577	12.64195005
578	12.6395679
579	12.63796209
580	12.63460276
581	12.63283034
582	12.62868124
583	12.62597079
584	12.62130033
585	12.61856869
586	12.61702948
587	12.61335955
588	12.60952566
589	12.60850479
590	12.60360145
591	12.60073713
592	12.59936206
593	12.5972433
594	12.59193985
595	12.58861645
596	12.58675262
597	12.58500115
598	12.58161765
599	12.58003183
600	12.57658223
601	12.57285399
602	12.57001543
603	12.56656757
604	12.56337756
605	12.55857048
606	12.55736517
607	12.55287744
608	12.5508933
609	12.54921001
610	12.54853029
611	12.54555935
612	12.54264665
613	12.53843275
614	12.53481297
615	12.53107756
616	12.52751006
617	12.52410659
618	12.5225603
619	12.51857547
620	12.51493311
621	12.51112176
622	12.50646204
623	12.5046896
624	12.50089255
625	12.49789132
626	12.49491308
627	12.4922143
628	12.48695308
629	12.4847573
630	12.48262578
631	12.47741812
632	12.47527452
633	12.47046446
634	12.46468334
635	12.4637705
636	12.46074155
637	12.45663663
638	12.45538937
639	12.45475903
640	12.45273166
641	12.45059507
642	12.44896183
643	12.44452832
644	12.4415248
645	12.43754418
646	12.43270355
647	12.43123064
648	12.43044068
649	12.42678786
650	12.42388104
651	12.42276677
652	12.41934417
653	12.41750722
654	12.41426235
655	12.41004661
656	12.40846637
657	12.40476108
658	12.40193613
659	12.40017091
660	12.39647166
661	12.3905887
662	12.38955697
663	12.38724908
664	12.382958
665	12.38022284
666	12.37758304
667	12.37634071
668	12.37300453
669	12.36931422
670	12.36493238
671	12.36292804
672	12.36002876
673	12.35689966
674	12.35448351
675	12.35106869
676	12.34834954
677	12.34492954
678	12.34103408
679	12.33847259
680	12.33632617
681	12.33338579
682	12.33078296
683	12.32624896
684	12.3249601
685	12.31942994
686	12.31499973
687	12.31205356
688	12.30951984
689	12.30701312
690	12.30618834
691	12.30366308
692	12.30087195
693	12.29932495
694	12.29532965
695	12.29254491
696	12.29152642
697	12.28855913
698	12.28450303
699	12.28118585
700	12.27996253
701	12.2756951
702	12.2726328
703	12.26874441
704	12.26533282
705	12.26232542
706	12.25629961
707	12.25327163
708	12.24809204
709	12.2441223
710	12.23847925
711	12.23247714
712	12.22941832
713	12.22831368
714	12.2242357
715	12.22208636
716	12.21843756
717	12.21468471
718	12.2095157
719	12.20636917
720	12.20550833
721	12.20134344
722	12.20001872
723	12.1987474
724	12.19559633
725	12.19302643
726	12.1913118
727	12.18764058
728	12.18614611
729	12.18303792
730	12.17797478
731	12.17529413
732	12.17160268
733	12.16787477
734	12.16540858
735	12.1634483
736	12.16032631
737	12.15753959
738	12.15647575
739	12.1541268
740	12.15123947
741	12.14944144
742	12.14670132
743	12.14474233
744	12.14116684
745	12.13842994
746	12.13527456
747	12.13078597
748	12.127863
749	12.12667351
750	12.12478166
751	12.12343574
752	12.12095206
753	12.11867423
754	12.11545553
755	12.11217544
756	12.11012169
757	12.10802594
758	12.10500574
759	12.10414655
760	12.10196642
761	12.10006489
762	12.0976475
763	12.09490302
764	12.09011327
765	12.0864735
766	12.08440465
767	12.07933603
768	12.07768339
769	12.07006852
770	12.06498378
771	12.06079668
772	12.05875731
773	12.05472606
774	12.05172118
775	12.04766937
776	12.04492507
777	12.04359437
778	12.0408322
779	12.03894418
780	12.03718086
781	12.03441989
782	12.0312828
783	12.03034596
784	12.02868527
785	12.02542315
786	12.02253884
787	12.02059066
788	12.0185279
789	12.01784026
790	12.01378612
791	12.01222703
792	12.00921892
793	12.00722554
794	12.0043782
795	12.00245351
796	12.00000497
797	11.99578609
798	11.99318524
799	11.99048076
800	11.98840455
801	11.98571376
802	11.98303698
803	11.97927227
804	11.97611188
805	11.97171985
806	11.97059263
807	11.96976855
808	11.96555757
809	11.96367623
810	11.95989541
811	11.95792962
812	11.95672083
813	11.95249641
814	11.94932137
815	11.94820154
816	11.94365342
817	11.94020349
818	11.93580219
819	11.93147334
820	11.92981938
821	11.92703966
822	11.92652148
823	11.92350714
824	11.92081347
825	11.91879013
826	11.91807667
827	11.91489009
828	11.9120298
829	11.90963273
830	11.90656089
831	11.90478987
832	11.90221903
833	11.90052392
834	11.89706408
835	11.89538903
836	11.89274193
837	11.88910762
838	11.88688004
839	11.8818014
840	11.87898137
841	11.87552494
842	11.87363096
843	11.86991466
844	11.86840552
845	11.86489219
846	11.86247116
847	11.85817656
848	11.85679447
849	11.85263851
850	11.85138208
851	11.84948306
852	11.84757786
853	11.8430497
854	11.84226882
855	11.83994698
856	11.83909599
857	11.83634683
858	11.83452155
859	11.83082271
860	11.82855144
861	11.82527909
862	11.82215036
863	11.82040719
864	11.81891621
