DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DEVI,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PEF,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1297.244,5073.1167,5071907.0,nan,9.6238,9.6238,0.8266,1.2109,136.6444,0.0,nan,59.3986,0.9107,0.9185,1297.244,0.5614,5.3546,nan,nan,0.0266,0.0266,16640.1133,2.2743,0.8967,0.8967,0.8041,-197.9641,1.0,1.0,1.0,-1209.874,79.643,0.0266,nan
1297.268,5069.7456,5069746.0,nan,9.6327,9.6327,0.8317,1.2003,136.6891,0.0,nan,59.6717,0.9077,0.9159,1297.2679,0.5635,5.3429,nan,nan,0.0262,0.0262,16633.0234,2.2736,0.8939,0.8939,0.799,-197.9648,1.0,1.0,1.0,-1209.8979,79.8802,0.0262,nan
1297.3964,5021.75,5021886.0,nan,9.6799,9.6799,0.6991,1.1438,137.7465,0.0,nan,61.1324,0.8915,0.9018,1297.3964,0.5748,5.2781,nan,nan,0.0246,0.0246,16476.0059,2.2694,0.8787,0.8787,0.7721,-197.9677,1.0,1.0,1.0,-1210.0264,81.149,0.0246,nan
1297.4204,5012.9404,5012940.5,nan,9.6704,9.6704,0.6743,1.1353,137.9441,0.0,nan,61.3407,0.8889,0.8992,1297.4204,0.5758,5.266,nan,nan,0.0244,0.0244,16446.6562,2.2687,0.8756,0.8756,0.7666,-197.9682,1.0,1.0,1.0,-1210.0504,81.3005,0.0244,nan
1297.5488,4947.3867,4946860.0,nan,9.6197,9.6197,0.5983,1.0898,139.5311,0.0,nan,62.4548,0.875,0.8855,1297.5488,0.581,5.2178,nan,nan,0.0233,0.0233,16229.8564,2.2648,0.8589,0.8589,0.7377,-197.9722,1.0,1.0,1.0,-1210.1788,82.111,0.0233,nan
1297.5728,4934.5088,4934508.5,nan,9.5916,9.5916,0.5841,1.085,139.8277,0.0,nan,62.4539,0.8715,0.8827,1297.5728,0.5823,5.2088,nan,nan,0.0233,0.0233,16189.333,2.2637,0.8559,0.8559,0.7326,-197.973,1.0,1.0,1.0,-1210.2028,82.1819,0.0233,nan
1297.7012,4865.064,4865610.0,nan,9.4412,9.4412,0.491,1.0594,141.4573,0.0,nan,62.4494,0.8525,0.8676,1297.7012,0.5893,5.175,nan,nan,0.0228,0.0228,15963.2871,2.2579,0.8399,0.8399,0.7054,-197.9717,1.0,1.0,1.0,-1210.3312,82.561,0.0228,nan
1297.7252,4852.7314,4852731.5,nan,9.4298,9.4298,0.4736,1.0504,141.7619,0.0,nan,62.2307,0.8498,0.8648,1297.7252,0.5894,5.1687,nan,nan,0.0231,0.0231,15921.0352,2.257,0.8385,0.8385,0.7031,-197.9715,1.0,1.0,1.0,-1210.3552,82.5278,0.0231,nan
1297.8536,4800.8403,4802212.0,nan,9.3684,9.3684,0.4496,1.0024,142.9973,0.0,nan,61.0611,0.8353,0.85,1297.8536,0.5902,5.1612,nan,nan,0.0242,0.0242,15755.2871,2.2523,0.8311,0.8311,0.6907,-197.9632,1.0,1.0,1.0,-1210.4836,82.35,0.0242,nan
1297.8776,4792.769,4792769.0,nan,9.3536,9.3536,0.4451,0.9945,143.2282,0.0,nan,60.746,0.8343,0.8491,1297.8776,0.5902,5.1598,nan,nan,0.0243,0.0243,15724.3066,2.2522,0.8323,0.8323,0.6928,-197.9616,1.0,1.0,1.0,-1210.5076,82.4113,0.0243,nan
1298.006,4775.4932,4776910.5,nan,9.2746,9.2746,0.7359,0.9517,143.6931,0.0,nan,59.0605,0.8289,0.8446,1298.006,0.5901,5.166,nan,nan,0.0248,0.0248,15672.2773,2.2513,0.839,0.839,0.7039,-197.9585,1.0,1.0,1.0,-1210.636,82.739,0.0248,nan
1298.03,4773.9458,4773946.0,nan,9.2702,9.2702,0.7903,0.9509,143.78,0.0,nan,58.7334,0.8309,0.8472,1298.03,0.5917,5.1671,nan,nan,0.0251,0.0251,15662.5518,2.252,0.844,0.844,0.7125,-197.9579,1.0,1.0,1.0,-1210.66,82.4121,0.0251,nan
1298.1584,4808.3423,4812015.5,nan,9.2469,9.2469,0.8579,0.9462,142.9656,0.0,nan,56.983,0.8417,0.8615,1298.1584,0.6001,5.1872,nan,nan,0.0265,0.0265,15787.4512,2.2553,0.8711,0.8711,0.7587,-197.9496,1.0,1.0,1.0,-1210.7885,80.663,0.0265,nan
1298.1824,4819.1309,4819131.0,nan,9.2443,9.2443,0.8705,0.9501,142.8134,0.0,nan,56.7602,0.8479,0.8683,1298.1824,0.5956,5.191,nan,nan,0.0273,0.0273,15810.7969,2.258,0.8798,0.8798,0.7744,-197.9481,1.0,1.0,1.0,-1210.8124,79.9076,0.0273,nan
1298.3108,4931.9829,4933698.5,nan,9.2304,9.2304,0.8467,0.971,140.4229,0.0,nan,55.5684,0.8811,0.9048,1298.3108,0.5715,5.2439,nan,nan,0.0315,0.0315,16186.6748,2.2722,0.9263,0.9263,0.8581,-197.9451,1.0,1.0,1.0,-1210.9408,75.866,0.0315,nan
1298.3348,4955.1128,4955113.0,nan,9.2414,9.2414,0.8422,0.9878,139.9761,0.0,nan,55.5495,0.891,0.9149,1298.3348,0.5665,5.2538,nan,nan,0.0322,0.0322,16256.9326,2.2756,0.9352,0.9352,0.8751,-197.9445,1.0,1.0,1.0,-1210.9648,75.3435,0.0322,nan
1298.4632,5102.0552,5102434.5,nan,9.3001,9.3001,0.8378,1.078,137.0289,0.0,nan,55.4479,0.9438,0.9687,1298.4631,0.5399,5.3185,nan,nan,0.0358,0.0358,16740.2715,2.2937,0.983,0.983,0.9663,-197.9619,1.0,1.0,1.0,-1211.0931,72.548,0.0358,nan
1298.4872,5129.9717,5129971.5,nan,9.3071,9.3071,0.837,1.1077,136.478,0.0,nan,55.5503,0.9525,0.977,1298.4872,0.5361,5.3306,nan,nan,0.0357,0.0357,16830.6152,2.297,0.9864,0.9864,0.9731,-197.9652,1.0,1.0,1.0,-1211.1172,72.6597,0.0357,nan
1298.6156,5232.6221,5230792.5,nan,9.3448,9.3448,0.8718,1.2668,134.8224,0.0,nan,56.098,0.9994,1.0215,1298.6156,0.5158,5.3789,nan,nan,0.0349,0.0349,17161.3906,2.3146,1.0046,1.0046,1.0093,-197.9777,1.0,1.0,1.0,-1211.2456,73.257,0.0349,nan
1298.6396,5249.6372,5249637.5,nan,9.3496,9.3496,0.8783,1.2878,134.513,0.0,nan,56.1775,1.0004,1.0227,1298.6395,0.5182,5.3879,nan,nan,0.0341,0.0341,17223.2188,2.3167,1.0007,1.0007,1.0014,-197.98,1.0,1.0,1.0,-1211.2695,73.8496,0.0341,nan
1298.768,5265.103,5260325.5,nan,9.3753,9.3753,0.8989,1.4,134.7983,0.0,nan,56.6027,1.0063,1.029,1298.7679,0.531,5.3975,nan,nan,0.03,0.03,17258.2852,2.3285,0.9794,0.9794,0.9592,-197.9746,1.0,1.0,1.0,-1211.3979,77.02,0.03,nan
1298.792,5262.3232,5262323.5,nan,9.3845,9.3845,0.9028,1.3898,134.8516,0.0,nan,56.6814,1.0003,1.0223,1298.792,0.5348,5.3993,nan,nan,0.0295,0.0295,17264.8398,2.3282,0.9723,0.9723,0.9456,-197.9736,1.0,1.0,1.0,-1211.422,77.4057,0.0295,nan
1298.9204,5182.4683,5180659.0,nan,9.434,9.434,0.8455,1.3353,136.8324,0.0,nan,57.1023,0.968,0.9865,1298.9204,0.5552,5.347,nan,nan,0.0268,0.0268,16996.9121,2.3265,0.9341,0.9341,0.8725,-197.9731,1.0,1.0,1.0,-1211.5504,79.469,0.0268,nan
1298.9444,5165.3945,5165394.5,nan,9.4395,9.4395,0.8348,1.3089,137.2026,0.0,nan,57.2188,0.9607,0.9782,1298.9443,0.5571,5.3372,nan,nan,0.0267,0.0267,16946.832,2.3251,0.9282,0.9282,0.8618,-197.973,1.0,1.0,1.0,-1211.5743,79.5438,0.0267,nan
1299.0728,5066.8198,5065187.5,nan,9.4689,9.4689,0.7178,1.1678,139.4243,0.0,nan,57.8419,0.9213,0.9334,1299.0728,0.5672,5.2554,nan,nan,0.0262,0.0262,16618.0684,2.3177,0.8969,0.8969,0.8045,-197.973,1.0,1.0,1.0,-1211.7028,79.944,0.0262,nan
1299.0968,5046.457,5046457.0,nan,9.4765,9.4765,0.6959,1.1503,139.8396,0.0,nan,57.9183,0.9162,0.9281,1299.0968,0.5672,5.2401,nan,nan,0.026,0.026,16556.6172,2.3153,0.8933,0.8933,0.798,-197.973,1.0,1.0,1.0,-1211.7268,80.0947,0.026,nan
1299.2252,4977.1123,4976874.0,nan,9.5173,9.5173,0.7087,1.0567,140.9887,0.0,nan,58.3269,0.8888,0.8994,1299.2252,0.5672,5.159,nan,nan,0.0249,0.0249,16328.3271,2.3022,0.8736,0.8736,0.7632,-197.9566,1.0,1.0,1.0,-1211.8552,80.901,0.0249,nan
1299.2492,4963.8682,4963868.0,nan,9.5144,9.5144,0.7111,1.0498,141.2035,0.0,nan,58.3255,0.8856,0.8968,1299.2491,0.5697,5.1439,nan,nan,0.0247,0.0247,16285.6562,2.2996,0.8712,0.8712,0.759,-197.9536,1.0,1.0,1.0,-1211.8791,81.0516,0.0247,nan
1299.3776,4919.3291,4920794.0,nan,9.499,9.499,0.7292,1.0131,141.6107,0.0,nan,58.3183,0.8687,0.8831,1299.3776,0.583,5.0821,nan,nan,0.0237,0.0237,16144.3379,2.2855,0.8582,0.8582,0.7365,-197.9311,1.0,1.0,1.0,-1212.0076,81.857,0.0237,nan
1299.4016,4912.7427,4912743.0,nan,9.502,9.502,0.7326,1.0119,141.6868,0.0,nan,58.3205,0.8665,0.8817,1299.4016,0.5834,5.0705,nan,nan,0.0238,0.0238,16117.9229,2.2837,0.8564,0.8564,0.7334,-197.9269,1.0,1.0,1.0,-1212.0316,81.7562,0.0238,nan
1299.53,4882.332,4882656.0,nan,9.5183,9.5183,0.8484,1.0052,141.9571,0.0,nan,58.3327,0.8548,0.8745,1299.53,0.5855,5.036,nan,nan,0.0245,0.0245,16019.2129,2.2739,0.8465,0.8465,0.7165,-197.9243,1.0,1.0,1.0,-1212.16,81.217,0.0245,nan
1299.554,4877.0327,4877032.5,nan,9.52,9.52,0.8701,1.0047,142.0076,0.0,nan,58.3123,0.853,0.8732,1299.554,0.5847,5.0296,nan,nan,0.0246,0.0246,16000.7627,2.2722,0.8452,0.8452,0.7144,-197.9238,1.0,1.0,1.0,-1212.184,81.2548,0.0246,nan
1299.6824,4849.7324,4850709.5,nan,9.5292,9.5292,0.9535,1.002,142.2489,0.0,nan,58.2028,0.8434,0.8661,1299.6824,0.5802,5.0101,nan,nan,0.0248,0.0248,15914.4023,2.2634,0.8385,0.8385,0.7031,-197.9323,1.0,1.0,1.0,-1212.3124,81.457,0.0248,nan
1299.7064,4845.7896,4845789.5,nan,9.5214,9.5214,0.9691,0.9999,142.294,0.0,nan,58.0939,0.8424,0.8651,1299.7064,0.5812,5.0065,nan,nan,0.025,0.025,15898.2598,2.2622,0.8381,0.8381,0.7024,-197.9339,1.0,1.0,1.0,-1212.3364,81.6524,0.025,nan
1299.8348,4827.9736,4828826.0,nan,9.4799,9.4799,1.0226,0.9887,142.4398,0.0,nan,57.5112,0.8367,0.8601,1299.8348,0.5869,4.9981,nan,nan,0.026,0.026,15842.6045,2.2562,0.8358,0.8358,0.6986,-197.9415,1.0,1.0,1.0,-1212.4648,82.698,0.026,nan
1299.8588,4825.6553,4825655.5,nan,9.4759,9.4759,1.0326,0.9883,142.4671,0.0,nan,57.4282,0.8365,0.8597,1299.8588,0.589,4.9965,nan,nan,0.0265,0.0265,15832.2021,2.2556,0.8363,0.8363,0.6994,-197.9429,1.0,1.0,1.0,-1212.4888,82.6457,0.0265,nan
1299.9872,4808.8994,4808483.5,nan,9.4543,9.4543,1.0054,0.9863,142.7424,0.0,nan,56.9838,0.8354,0.8574,1299.9872,0.6007,4.9884,nan,nan,0.0293,0.0293,15775.8623,2.2521,0.839,0.839,0.7039,-197.9346,1.0,1.0,1.0,-1212.6172,82.366,0.0293,nan
1300.0112,4805.2734,4805273.5,nan,9.453,9.453,1.0003,0.9869,142.7939,0.0,nan,56.9972,0.8362,0.8578,1300.0112,0.5997,4.9869,nan,nan,0.0299,0.0299,15765.332,2.2512,0.8402,0.8402,0.706,-197.933,1.0,1.0,1.0,-1212.6412,82.0244,0.0299,nan
1300.1396,4779.5786,4779179.5,nan,9.4457,9.4457,0.8848,0.9899,143.2591,0.0,nan,57.0688,0.8403,0.86,1300.1396,0.5947,4.9877,nan,nan,0.033,0.033,15679.7217,2.2464,0.8471,0.8471,0.7175,-197.933,1.0,1.0,1.0,-1212.7697,80.197,0.033,nan
1300.1636,4774.3018,4774302.0,nan,9.4467,9.4467,0.8632,0.9921,143.346,0.0,nan,57.062,0.8417,0.8613,1300.1636,0.5919,4.9879,nan,nan,0.0329,0.0329,15663.7197,2.2453,0.8487,0.8487,0.7203,-197.933,1.0,1.0,1.0,-1212.7936,80.2452,0.0329,nan
1300.292,4747.2134,4746770.5,nan,9.4522,9.4522,0.8544,1.0039,143.7799,0.0,nan,57.0253,0.8495,0.8686,1300.292,0.5768,4.993,nan,nan,0.0325,0.0325,15573.3945,2.2394,0.8573,0.8573,0.735,-197.9407,1.0,1.0,1.0,-1212.922,80.503,0.0325,nan
1300.316,4741.6245,4741624.5,nan,9.447,9.447,0.8528,1.0073,143.861,0.0,nan,56.9891,0.8512,0.8703,1300.316,0.5792,4.994,nan,nan,0.0321,0.0321,15556.5107,2.238,0.8589,0.8589,0.7377,-197.9421,1.0,1.0,1.0,-1212.946,80.768,0.0321,nan
1300.4444,4714.7812,4713842.5,nan,9.4195,9.4195,0.7317,1.0253,144.2046,0.0,nan,56.7959,0.8601,0.8797,1300.4443,0.5917,4.9946,nan,nan,0.0297,0.0297,15465.3623,2.2306,0.8671,0.8671,0.7519,-197.9513,1.0,1.0,1.0,-1213.0743,82.186,0.0297,nan
1300.4684,4708.6494,4708649.5,nan,9.392,9.392,0.7091,1.0294,144.2688,0.0,nan,56.8966,0.8616,0.8816,1300.4684,0.5923,4.9947,nan,nan,0.0298,0.0298,15448.3252,2.2287,0.8683,0.8683,0.7539,-197.953,1.0,1.0,1.0,-1213.0984,82.1284,0.0298,nan
1300.5968,4671.2612,4671430.0,nan,9.2447,9.2447,0.7318,1.0517,144.7572,0.0,nan,57.4353,0.8696,0.8916,1300.5968,0.595,4.9931,nan,nan,0.0303,0.0303,15326.2139,2.2185,0.8744,0.8744,0.7646,-197.9589,1.0,1.0,1.0,-1213.2268,81.82,0.0303,nan
1300.6208,4664.4731,4664473.0,nan,9.2454,9.2454,0.7361,1.0538,144.8485,0.0,nan,57.6232,0.8707,0.893,1300.6207,0.5944,4.9928,nan,nan,0.0305,0.0305,15303.3896,2.2167,0.8748,0.8748,0.7653,-197.96,1.0,1.0,1.0,-1213.2507,81.7131,0.0305,nan
1300.7492,4611.1167,4611707.5,nan,9.2494,9.2494,0.7474,1.0653,145.8786,0.0,nan,58.6286,0.8762,0.9006,1300.7491,0.591,4.9795,nan,nan,0.0314,0.0314,15130.2744,2.2069,0.8771,0.8771,0.7693,-197.96,1.0,1.0,1.0,-1213.3791,81.141,0.0314,nan
1300.7732,4601.8447,4601844.5,nan,9.2616,9.2616,0.7495,1.0672,146.0711,0.0,nan,58.7065,0.8764,0.9008,1300.7732,0.59,4.977,nan,nan,0.0311,0.0311,15097.916,2.2054,0.8766,0.8766,0.7685,-197.96,1.0,1.0,1.0,-1213.4032,81.3382,0.0311,nan
1300.9016,4537.9023,4538897.0,nan,9.327,9.327,0.661,1.0775,147.5793,0.0,nan,59.1235,0.8774,0.9017,1300.9016,0.5847,4.9451,nan,nan,0.0293,0.0293,14891.3945,2.1972,0.8742,0.8742,0.7643,-197.9752,1.0,1.0,1.0,-1213.5316,82.393,0.0293,nan
1300.9256,4527.1309,4527131.0,nan,9.3045,9.3045,0.6444,1.0745,147.8612,0.0,nan,59.0303,0.8767,0.9005,1300.9255,0.5873,4.9391,nan,nan,0.0288,0.0288,14852.792,2.1962,0.8732,0.8732,0.7625,-197.9781,1.0,1.0,1.0,-1213.5555,82.7295,0.0288,nan
1301.054,4469.8052,4472059.5,nan,9.1842,9.1842,0.4493,1.0585,149.3824,0.0,nan,58.5314,0.873,0.8939,1301.054,0.6009,4.9064,nan,nan,0.0258,0.0258,14672.1113,2.1906,0.8677,0.8677,0.7529,-197.9906,1.0,1.0,1.0,-1213.684,84.53,0.0258,nan
1301.078,4461.7656,4461766.0,nan,9.1548,9.1548,0.4128,1.0495,149.6667,0.0,nan,58.3084,0.8718,0.8923,1301.078,0.6022,4.9003,nan,nan,0.0255,0.0255,14638.3389,2.1909,0.8667,0.8667,0.7512,-197.993,1.0,1.0,1.0,-1213.708,84.7095,0.0255,nan
1301.2064,4429.792,4432061.0,nan,8.9976,8.9976,0.3025,1.0012,150.8287,0.0,nan,57.1153,0.8657,0.8835,1301.2064,0.609,4.8845,nan,nan,0.0239,0.0239,14540.8818,2.1921,0.8613,0.8613,0.7418,-197.9915,1.0,1.0,1.0,-1213.8364,85.67,0.0239,nan
1301.2304,4426.5083,4426508.5,nan,9.0027,9.0027,0.2819,0.991,151.0459,0.0,nan,56.9205,0.8647,0.8829,1301.2303,0.6107,4.8815,nan,nan,0.0242,0.0242,14522.665,2.1936,0.8609,0.8609,0.7411,-197.9912,1.0,1.0,1.0,-1213.8604,85.4739,0.0242,nan
1301.3588,4429.8862,4432587.5,nan,9.0296,9.0296,0.1601,0.9367,151.4936,0.0,nan,55.8786,0.8594,0.8794,1301.3588,0.6196,4.9096,nan,nan,0.026,0.026,14542.6094,2.2018,0.8589,0.8589,0.7377,-197.9779,1.0,1.0,1.0,-1213.9888,84.425,0.026,nan
1301.3828,4433.7236,4433723.5,nan,9.0524,9.0524,0.1373,0.9353,151.5773,0.0,nan,55.749,0.8593,0.8804,1301.3828,0.6168,4.9148,nan,nan,0.0267,0.0267,14546.3369,2.2049,0.8594,0.8594,0.7386,-197.9754,1.0,1.0,1.0,-1214.0128,83.9477,0.0267,nan
1301.5112,4492.1631,4493666.0,nan,9.1741,9.1741,0.217,0.9277,150.7396,0.0,nan,55.0558,0.8587,0.8856,1301.5112,0.6019,5.0116,nan,nan,0.0307,0.0307,14742.999,2.2216,0.8621,0.8621,0.7433,-197.9772,1.0,1.0,1.0,-1214.1412,81.394,0.0307,nan
1301.5352,4504.8701,4504870.5,nan,9.182,9.182,0.2319,0.9353,150.583,0.0,nan,54.9277,0.8594,0.8877,1301.5352,0.5996,5.0297,nan,nan,0.0305,0.0305,14779.7578,2.2256,0.8632,0.8632,0.7451,-197.9775,1.0,1.0,1.0,-1214.1652,81.1757,0.0305,nan
1301.6636,4609.5508,4610142.0,nan,9.2239,9.2239,0.3816,0.976,148.5678,0.0,nan,54.2423,0.8635,0.8993,1301.6636,0.5873,5.1733,nan,nan,0.0294,0.0294,15125.1377,2.2468,0.8688,0.8688,0.7548,-197.9692,1.0,1.0,1.0,-1214.2936,80.008,0.0294,nan
1301.6876,4629.8188,4629819.0,nan,9.1911,9.1911,0.4096,0.9855,148.1911,0.0,nan,54.243,0.8646,0.9016,1301.6876,0.5857,5.2002,nan,nan,0.0291,0.0291,15189.6943,2.251,0.8698,0.8698,0.7565,-197.9677,1.0,1.0,1.0,-1214.3176,79.8379,0.0291,nan
1301.816,4732.4512,4730708.5,nan,9.016,9.016,0.5032,1.0362,146.4099,0.0,nan,54.2467,0.8708,0.9136,1301.816,0.5771,5.3551,nan,nan,0.0275,0.0275,15520.6973,2.2732,0.8752,0.8752,0.766,-197.9509,1.0,1.0,1.0,-1214.446,78.928,0.0275,nan
1301.84,4749.5664,4749566.5,nan,9.0153,9.0153,0.5207,1.04,146.0769,0.0,nan,54.3667,0.8718,0.915,1301.84,0.5749,5.3841,nan,nan,0.0276,0.0276,15582.5674,2.2763,0.8757,0.8757,0.7669,-197.9478,1.0,1.0,1.0,-1214.47,78.8748,0.0276,nan
1301.9684,4790.0806,4785837.0,nan,9.0116,9.0116,0.6301,1.0602,145.8739,0.0,nan,55.0088,0.8769,0.9225,1301.9684,0.5629,5.4839,nan,nan,0.0279,0.0279,15701.5654,2.2925,0.8784,0.8784,0.7716,-197.9412,1.0,1.0,1.0,-1214.5984,78.59,0.0279,nan
1301.9924,4792.6167,4792616.5,nan,9.0119,9.0119,0.6506,1.0573,145.836,0.0,nan,55.1094,0.8773,0.9222,1301.9924,0.5633,5.5025,nan,nan,0.0278,0.0278,15723.8086,2.2931,0.878,0.878,0.7708,-197.94,1.0,1.0,1.0,-1214.6224,78.7201,0.0278,nan
1302.1208,4763.627,4762274.0,nan,9.0137,9.0137,0.6487,1.0418,146.9348,0.0,nan,55.6479,0.8792,0.9208,1302.1208,0.5655,5.5037,nan,nan,0.0268,0.0268,15624.2588,2.2964,0.8756,0.8756,0.7667,-197.9459,1.0,1.0,1.0,-1214.7507,79.416,0.0268,nan
1302.1448,4756.6025,4756602.5,nan,9.0167,9.0167,0.6484,1.0394,147.1402,0.0,nan,55.7126,0.8784,0.9186,1302.1448,0.5659,5.5039,nan,nan,0.0265,0.0265,15605.6514,2.2962,0.8745,0.8745,0.7647,-197.947,1.0,1.0,1.0,-1214.7748,79.6804,0.0265,nan
1302.2732,4714.4653,4715350.5,nan,9.0323,9.0323,0.694,1.0262,148.3927,0.0,nan,56.0586,0.8742,0.9068,1302.2732,0.5685,5.4586,nan,nan,0.0247,0.0247,15470.3105,2.2952,0.8683,0.8683,0.754,-197.9577,1.0,1.0,1.0,-1214.9032,81.095,0.0247,nan
1302.2972,4707.6401,4707640.0,nan,9.0154,9.0154,0.7025,1.0218,148.6268,0.0,nan,55.9978,0.8727,0.9035,1302.2972,0.5712,5.4501,nan,nan,0.0245,0.0245,15445.0137,2.2955,0.8687,0.8687,0.7547,-197.9597,1.0,1.0,1.0,-1214.9271,81.2262,0.0245,nan
1302.4256,4723.6128,4726162.5,nan,8.9253,8.9253,0.7472,0.9984,148.2253,0.0,nan,55.6722,0.865,0.8859,1302.4255,0.5854,5.4373,nan,nan,0.0236,0.0236,15505.7832,2.2971,0.871,0.871,0.7587,-197.9739,1.0,1.0,1.0,-1215.0555,81.928,0.0236,nan
1302.4496,4729.6245,4729624.5,nan,8.9191,8.9191,0.7555,0.9864,148.1503,0.0,nan,55.4215,0.8658,0.8858,1302.4496,0.5854,5.4349,nan,nan,0.0243,0.0243,15517.1416,2.2989,0.8782,0.8782,0.7715,-197.9765,1.0,1.0,1.0,-1215.0796,81.3474,0.0243,nan
1302.578,4852.9043,4855614.5,nan,8.8859,8.8859,0.7455,0.9224,144.9779,0.0,nan,54.0799,0.8697,0.8853,1302.578,0.585,5.4912,nan,nan,0.0284,0.0284,15930.4941,2.3083,0.9165,0.9165,0.84,-197.9903,1.0,1.0,1.0,-1215.208,78.241,0.0284,nan
1302.602,4879.1641,4879164.0,nan,8.9089,8.9089,0.7436,0.9206,144.3849,0.0,nan,53.7364,0.8796,0.8954,1302.6019,0.5792,5.5017,nan,nan,0.0293,0.0293,16007.7559,2.3113,0.9315,0.9315,0.869,-197.9929,1.0,1.0,1.0,-1215.2319,77.5741,0.0293,nan
1302.7304,5094.0571,5092363.0,nan,9.0319,9.0319,0.7803,0.9109,139.2539,0.0,nan,51.8986,0.933,0.9498,1302.7303,0.5476,5.6083,nan,nan,0.0339,0.0339,16707.2266,2.3273,1.012,1.012,1.0241,-197.9907,1.0,1.0,1.0,-1215.3604,74.006,0.0339,nan
1302.7544,5132.2129,5132213.0,nan,9.0467,9.0467,0.7872,0.9469,138.2948,0.0,nan,51.663,0.9509,0.9689,1302.7544,0.5442,5.6282,nan,nan,0.0336,0.0336,16837.9688,2.3286,1.0234,1.0234,1.0481,-197.9903,1.0,1.0,1.0,-1215.3844,74.2499,0.0336,nan
1302.8828,5266.7783,5259929.5,nan,9.1257,9.1257,0.7956,1.1398,135.1588,0.0,nan,50.4028,1.0469,1.0707,1302.8828,0.5264,5.6945,nan,nan,0.0319,0.0319,17256.9863,2.3355,1.0847,1.0847,1.1766,-197.9918,1.0,1.0,1.0,-1215.5128,75.555,0.0319,nan
1302.9068,5283.8018,5283801.5,nan,9.1539,9.1539,0.7972,1.2095,134.5726,0.0,nan,50.3586,1.0551,1.0793,1302.9067,0.531,5.7069,nan,nan,0.031,0.031,17335.3066,2.3329,1.0829,1.0829,1.1727,-197.9921,1.0,1.0,1.0,-1215.5367,76.2889,0.031,nan
1303.0352,5221.7393,5218613.0,nan,9.3047,9.3047,0.7465,1.5827,135.3562,0.0,nan,50.1219,1.0992,1.1249,1303.0352,0.556,5.6386,nan,nan,0.0262,0.0262,17121.4336,2.3189,1.0733,1.0733,1.1519,-197.9719,1.0,1.0,1.0,-1215.6652,80.215,0.0262,nan
1303.0592,5206.4282,5206428.5,nan,9.3197,9.3197,0.737,1.5905,135.5026,0.0,nan,50.2044,1.0933,1.1181,1303.0592,0.5609,5.6258,nan,nan,0.0259,0.0259,17081.457,2.3146,1.0628,1.0628,1.13,-197.9681,1.0,1.0,1.0,-1215.6892,80.4358,0.0259,nan
1303.1876,5035.0039,5041555.5,nan,9.3996,9.3996,0.7177,1.6322,138.7242,0.0,nan,50.6453,1.0618,1.0816,1303.1876,0.587,5.5234,nan,nan,0.0244,0.0244,16540.5371,2.2916,1.0066,1.0066,1.0133,-197.9438,1.0,1.0,1.0,-1215.8176,81.617,0.0244,nan
1303.2116,5010.7383,5010738.0,nan,9.3908,9.3908,0.7141,1.5658,139.3263,0.0,nan,50.7283,1.0489,1.0683,1303.2115,0.587,5.5043,nan,nan,0.025,0.025,16439.4297,2.2904,1.0015,1.0015,1.0032,-197.9392,1.0,1.0,1.0,-1215.8416,81.1165,0.025,nan
1303.34,4889.7559,4898585.0,nan,9.3437,9.3437,0.6691,1.2111,142.3917,0.0,nan,51.1721,0.9798,0.9973,1303.34,0.5867,5.488,nan,nan,0.0281,0.0281,16071.4736,2.2843,0.9743,0.9743,0.9493,-197.9378,1.0,1.0,1.0,-1215.97,78.439,0.0281,nan
1303.364,4877.6221,4877622.0,nan,9.3504,9.3504,0.6607,1.1573,142.9647,0.0,nan,51.0906,0.9783,0.9972,1303.364,0.5819,5.485,nan,nan,0.0289,0.0289,16002.6963,2.2878,0.985,0.985,0.9708,-197.9375,1.0,1.0,1.0,-1215.994,77.8031,0.0289,nan
1303.4924,4931.7998,4937631.0,nan,9.3863,9.3863,0.6413,0.8698,142.5517,0.0,nan,50.6544,0.97,0.9963,1303.4924,0.5561,5.6022,nan,nan,0.0334,0.0334,16199.5762,2.3066,1.0422,1.0422,1.0862,-197.9525,1.0,1.0,1.0,-1216.1224,74.401,0.0334,nan
1303.5164,4948.8477,4948847.5,nan,9.3858,9.3858,0.6377,0.8855,142.4745,0.0,nan,50.4645,0.9857,1.0148,1303.5164,0.5518,5.6241,nan,nan,0.0337,0.0337,16236.376,2.3133,1.0644,1.0644,1.1357,-197.9553,1.0,1.0,1.0,-1216.1464,74.1564,0.0337,nan
1303.6448,5180.2852,5179209.5,nan,9.3829,9.3829,0.615,0.9695,138.2245,0.0,nan,49.4483,1.0698,1.1137,1303.6448,0.5288,5.8704,nan,nan,0.0354,0.0354,16992.1582,2.3492,1.1832,1.1832,1.4,-197.9727,1.0,1.0,1.0,-1216.2748,72.848,0.0354,nan
