DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DEVI,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PEF,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1550.3804,2418.5125,2418303.5,nan,8.7283,8.7283,0.8995,140.2637,151.2826,3.0,nan,17.0536,101.2181,106.6443,1550.3804,0.7944,0.2986,nan,0.0601,0.0001,0.01,7934.0664,1.2004,106.0334,106.0334,11243.0898,-197.9256,1.0,1.0,1.0,-1463.0104,0.001,0.0001,19.0
1550.4044,2418.0278,2418028.0,nan,8.7279,8.7279,0.899,140.1008,151.2363,3.0,nan,16.973,102.2637,106.5061,1550.4044,0.8034,0.298,nan,0.0599,0.0001,0.01,7933.1626,1.1998,106.2867,106.2867,11297.208,-197.9273,1.0,1.0,1.0,-1463.0344,0.001,0.0001,19.0
1550.5328,2412.1604,2412325.75,nan,8.7257,8.7257,0.8874,139.2293,151.1932,3.0,nan,16.5418,107.8576,105.7672,1550.5328,0.8515,0.2967,nan,0.0592,0.0001,0.01,7914.4546,1.1965,107.6417,107.6417,11586.7373,-197.9355,1.0,1.0,1.0,-1463.1628,0.001,0.0001,19.0
1550.5568,2411.26,2411260.0,nan,8.7257,8.7257,0.8852,138.5459,151.1852,3.0,nan,16.4525,107.779,105.9919,1550.5568,0.8622,0.2964,nan,0.059,0.0001,0.01,7910.958,1.196,107.1408,107.1408,11480.5039,-197.937,1.0,1.0,1.0,-1463.1868,0.001,0.0001,19.0
1550.6852,2404.0898,2404419.5,nan,8.7255,8.7255,0.8479,134.8894,151.29,3.0,nan,15.9747,107.359,107.1937,1550.6852,0.9197,0.2959,nan,0.0582,0.0001,0.01,7888.5161,1.1933,104.4613,104.4613,10912.1523,-197.9401,1.0,1.0,1.0,-1463.3152,0.001,0.0001,19.0
1550.7092,2403.1411,2403141.0,nan,8.7263,8.7263,0.8409,134.6664,151.3096,3.0,nan,15.8198,106.711,107.0244,1550.7092,0.9223,0.2958,nan,0.0581,0.0001,0.01,7884.3213,1.193,103.8188,103.8188,10780.5566,-197.9407,1.0,1.0,1.0,-1463.3392,0.001,0.0001,19.0
1550.8376,2400.302,2401058.25,nan,8.7302,8.7302,0.8361,133.4736,151.2735,3.0,nan,14.9909,103.2442,106.1183,1550.8376,0.9365,0.3116,nan,0.0573,0.0001,0.01,7877.4883,1.1913,100.3819,100.3819,10076.5176,-197.946,1.0,1.0,1.0,-1463.4677,0.001,0.0001,19.0
1550.8616,2400.6692,2400669.0,nan,8.7304,8.7304,0.8352,133.2512,151.2668,3.0,nan,14.7675,102.6706,105.6145,1550.8616,0.9258,0.3145,nan,0.0572,0.0001,0.01,7876.2109,1.1914,99.6313,99.6313,9929.4111,-197.947,1.0,1.0,1.0,-1463.4916,0.001,0.0001,19.0
1550.99,2405.1245,2405795.0,nan,8.7317,8.7317,0.8436,132.0614,151.0741,3.0,nan,13.5721,99.6019,102.9191,1550.99,0.8689,0.3518,nan,0.0564,0.0001,0.01,7893.0283,1.1921,95.6159,95.6159,9142.3926,-197.947,1.0,1.0,1.0,-1463.62,0.001,0.0001,19.0
1551.014,2406.7532,2406753.25,nan,8.7326,8.7326,0.8452,130.8522,151.0381,3.0,nan,13.4016,98.7768,102.0697,1551.014,0.8605,0.3588,nan,0.0563,0.0001,0.01,7896.1719,1.1926,94.475,94.475,8932.4844,-197.947,1.0,1.0,1.0,-1463.644,0.001,0.0001,19.0
1551.1424,2416.7593,2417157.0,nan,8.7379,8.7379,0.8383,124.383,150.7655,3.0,nan,12.4893,94.363,97.5254,1551.1423,0.8156,0.4227,nan,0.0555,0.0001,0.01,7930.3057,1.1954,88.3712,88.3712,7809.4731,-197.947,1.0,1.0,1.0,-1463.7723,0.001,0.0001,19.0
1551.1664,2419.1018,2419101.75,nan,8.7383,8.7383,0.837,122.5241,150.7146,3.0,nan,12.433,93.0386,96.2447,1551.1664,0.8117,0.4346,nan,0.0554,0.0001,0.01,7936.6855,1.1962,87.2705,87.2705,7622.6152,-197.947,1.0,1.0,1.0,-1463.7964,0.001,0.0001,19.0
1551.2948,2431.04,2431847.5,nan,8.7405,8.7405,0.845,112.5791,150.4805,3.0,nan,12.1323,85.9532,89.3935,1551.2948,0.7911,0.5365,nan,0.0546,0.0001,0.01,7978.502,1.2002,81.3814,81.3814,6622.9263,-197.947,1.0,1.0,1.0,-1463.9248,0.001,0.0001,19.0
1551.3188,2434.2297,2434229.75,nan,8.741,8.741,0.8465,110.511,150.4367,3.0,nan,12.1656,84.9359,88.3574,1551.3187,0.7932,0.5555,nan,0.0545,0.0001,0.01,7986.3179,1.2014,81.086,81.086,6575.4043,-197.947,1.0,1.0,1.0,-1463.9487,0.001,0.0001,19.0
1551.4472,2448.6509,2448657.75,nan,8.7437,8.7437,0.8539,99.4464,150.3666,3.0,nan,12.344,79.4937,82.8144,1551.4471,0.8048,0.6735,nan,0.0537,0.0001,0.01,8033.6538,1.208,79.5057,79.5057,6321.1621,-197.947,1.0,1.0,1.0,-1464.0771,0.001,0.0001,19.0
1551.4712,2451.3545,2451354.5,nan,8.7443,8.7443,0.8553,98.0175,150.3535,3.0,nan,12.4637,79.537,83.2053,1551.4712,0.8025,0.6956,nan,0.0536,0.0001,0.01,8042.5015,1.2092,79.8396,79.8396,6374.9629,-197.947,1.0,1.0,1.0,-1464.1012,0.001,0.0001,19.0
1551.5996,2464.4507,2463535.5,nan,8.7472,8.7472,0.8598,90.373,150.3673,3.0,nan,13.1043,79.7691,85.2968,1551.5996,0.7899,0.772,nan,0.0528,0.0001,0.01,8082.4648,1.2158,81.626,81.626,6662.7964,-197.9521,1.0,1.0,1.0,-1464.2296,0.001,0.0001,19.0
1551.6237,2465.8215,2465821.75,nan,8.7472,8.7472,0.8606,90.117,150.3699,3.0,nan,13.3082,80.2857,86.7187,1551.6237,0.7938,0.7863,nan,0.0526,0.0001,0.01,8089.9658,1.2165,81.2002,81.2002,6594.4336,-197.953,1.0,1.0,1.0,-1464.2537,0.001,0.0001,19.0
1551.752,2473.5146,2472310.0,nan,8.7471,8.7471,0.8889,88.7541,150.3597,3.0,nan,14.3938,83.0356,94.2889,1551.752,0.8148,0.8043,nan,0.0519,0.0001,0.01,8111.2534,1.2202,78.9335,78.9335,6230.4932,-197.9575,1.0,1.0,1.0,-1464.382,0.001,0.0001,19.0
1551.776,2473.5237,2473523.75,nan,8.747,8.747,0.8942,88.5918,150.3578,3.0,nan,14.6393,82.2629,93.3671,1551.776,0.821,0.8077,nan,0.0517,0.0001,0.01,8115.2354,1.2202,76.43,76.43,5875.0698,-197.9583,1.0,1.0,1.0,-1464.406,0.001,0.0001,19.0
1551.9044,2474.833,2476659.0,nan,8.7462,8.7462,0.9016,87.7235,150.271,3.0,nan,15.9531,78.129,88.4354,1551.9044,0.8538,0.7424,nan,0.051,0.0001,0.01,8125.522,1.2201,63.0362,63.0362,3973.5564,-197.9524,1.0,1.0,1.0,-1464.5344,0.001,0.0001,19.0
1551.9285,2477.2476,2477247.5,nan,8.7461,8.7461,0.903,87.4836,150.2547,3.0,nan,16.315,74.7792,84.3052,1551.9285,0.8506,0.7302,nan,0.0508,0.0001,0.01,8127.4526,1.2212,59.3797,59.3797,3597.1216,-197.9513,1.0,1.0,1.0,-1464.5585,0.001,0.0001,19.0
1552.0568,2491.6018,2502452.25,nan,8.746,8.746,0.9223,86.2063,150.078,3.0,nan,18.2419,56.9458,62.3176,1552.0568,0.8337,0.6622,nan,0.0501,0.0001,0.01,8210.1445,1.2268,39.9138,39.9138,1593.1138,-197.9477,1.0,1.0,1.0,-1464.6868,0.001,0.0001,19.0
1552.0808,2507.167,2507167.0,nan,8.7464,8.7464,0.9259,86.224,150.045,3.0,nan,18.9838,53.1843,58.071,1552.0808,0.8328,0.6495,nan,0.0499,0.0001,0.01,8225.6133,1.2342,37.523,37.523,1438.5543,-197.947,1.0,1.0,1.0,-1464.7108,0.0016,0.0001,19.0
1552.2092,2592.9661,2607484.75,nan,8.7488,8.7488,0.9422,86.3184,149.7289,3.0,nan,22.9534,33.0598,35.3512,1552.2092,0.8281,0.7492,nan,0.0491,0.0001,0.01,8554.7402,1.2738,24.7318,24.7318,611.6614,-197.9487,1.0,1.0,1.0,-1464.8392,0.005,0.0001,19.0
1552.2333,2626.3142,2626314.0,nan,8.7524,8.7524,0.9453,86.1579,149.6696,3.0,nan,24.1599,31.4162,33.5542,1552.2333,0.8283,0.7679,nan,0.049,0.0001,0.01,8616.5156,1.2896,23.5983,23.5983,563.7209,-197.949,1.0,1.0,1.0,-1464.8633,0.1024,0.0001,19.0
1552.3616,2813.5833,2827646.75,nan,8.7715,8.7715,0.9474,85.3034,148.8606,3.0,nan,30.5829,22.6664,23.9874,1552.3616,0.8292,1.0534,nan,0.0482,0.0001,0.01,9277.0566,1.3741,17.5642,17.5642,308.5022,-197.9574,1.0,1.0,1.0,-1464.9916,0.621,0.0001,19.0
1552.3856,2865.3083,2865308.25,nan,8.7713,8.7713,0.9478,80.6269,148.7093,3.0,nan,32.0675,21.5985,22.8497,1552.3856,0.817,1.1068,nan,0.0481,0.0001,0.01,9400.6182,1.398,16.5686,16.5686,279.8225,-197.959,1.0,1.0,1.0,-1465.0156,1.6339,0.0001,19.0
1552.514,3168.4478,3174349.75,nan,8.77,8.77,0.9446,55.6077,146.7509,3.0,nan,40.0102,15.885,16.763,1552.514,0.7521,1.5897,nan,0.0473,0.0001,0.01,10414.5332,1.5255,11.2422,11.2422,126.3866,-197.9576,1.0,1.0,1.0,-1465.144,7.053,0.0001,19.0
1552.538,3232.1145,3232114.5,nan,8.7669,8.7669,0.944,50.4592,146.3848,3.0,nan,41.5383,14.8652,15.6882,1552.538,0.7436,1.68,nan,0.0472,0.0001,0.01,10604.0498,1.5523,10.572,10.572,114.1697,-197.9573,1.0,1.0,1.0,-1465.168,8.971,0.0001,19.0
1552.6664,3596.5364,3583772.5,nan,8.7506,8.7506,0.9589,22.9147,143.6906,3.0,nan,49.7136,9.4091,9.9382,1552.6664,0.6981,2.2325,nan,0.0464,0.0001,0.01,11757.7842,1.6955,6.9864,6.9864,48.8094,-197.9491,1.0,1.0,1.0,-1465.2964,19.232,0.0001,19.0
1552.6904,3649.5032,3649503.0,nan,8.7487,8.7487,0.9617,21.0294,143.187,3.0,nan,50.9623,8.9111,9.41,1552.6904,0.6954,2.3358,nan,0.0463,0.0001,0.01,11973.4355,1.7144,6.7531,6.7531,45.8951,-197.9476,1.0,1.0,1.0,-1465.3204,20.6104,0.0001,19.0
1552.8188,3934.4714,3915507.75,nan,8.7383,8.7383,0.9657,10.9431,140.6661,3.0,nan,57.643,6.2468,6.5843,1552.8188,0.6809,2.7205,nan,0.0455,0.0001,0.01,12846.1533,1.8158,5.5049,5.5049,30.3038,-197.9493,1.0,1.0,1.0,-1465.4489,27.985,0.0001,19.0
1552.8428,3965.2283,3965228.25,nan,8.7368,8.7368,0.9664,10.3803,140.1949,3.0,nan,58.4576,6.0961,6.4161,1552.8428,0.6789,2.7924,nan,0.0454,0.0001,0.01,13009.2783,1.8238,5.4864,5.4864,30.102,-197.9496,1.0,1.0,1.0,-1465.4728,28.1003,0.0001,19.0
1552.9712,4104.3047,4084210.75,nan,8.7287,8.7287,0.9704,7.3693,138.6485,3.0,nan,62.816,5.2899,5.5165,1552.9712,0.6681,2.9994,nan,0.0446,0.0001,0.01,13399.6416,1.867,5.3873,5.3873,29.0226,-197.9581,1.0,1.0,1.0,-1465.6012,28.717,0.0001,19.0
1552.9952,4106.4507,4106450.5,nan,8.729,8.729,0.9711,7.3143,138.3594,3.0,nan,63.1493,5.3145,5.5317,1552.9952,0.6713,3.0381,nan,0.0445,0.0001,0.01,13472.6064,1.8641,5.4711,5.4711,29.9707,-197.9597,1.0,1.0,1.0,-1465.6252,27.9257,0.0001,19.0
1553.1236,4060.8638,4050008.75,nan,8.7304,8.7304,0.978,7.0201,138.7408,3.0,nan,64.9327,5.446,5.6131,1553.1235,0.6885,3.0623,nan,0.0437,0.0001,0.01,13287.4307,1.8484,5.9197,5.9197,35.0432,-197.9516,1.0,1.0,1.0,-1465.7535,23.692,0.0001,19.0
1553.1476,4039.459,4039459.0,nan,8.7305,8.7305,0.9793,7.1667,138.8121,3.0,nan,64.8303,5.5485,5.712,1553.1476,0.6899,3.0668,nan,0.0435,0.0001,0.01,13252.8184,1.8397,6.0383,6.0383,36.5357,-197.9501,1.0,1.0,1.0,-1465.7776,22.7511,0.0001,19.0
1553.276,3886.2922,3890051.5,nan,8.731,8.731,0.9913,7.9509,140.5912,3.0,nan,64.2825,6.0971,6.241,1553.276,0.6973,2.9996,nan,0.0428,0.0001,0.01,12762.6367,1.7926,6.6724,6.6724,44.5208,-197.9416,1.0,1.0,1.0,-1465.906,17.717,0.0001,19.0
1553.3,3862.125,3862125.0,nan,8.731,8.731,0.9936,8.277,140.9237,3.0,nan,63.7867,6.2222,6.3716,1553.2999,0.7062,2.987,nan,0.0426,0.0001,0.01,12671.0137,1.7856,6.7741,6.7741,45.9433,-197.94,1.0,1.0,1.0,-1465.9299,17.2392,0.0001,19.0
1553.4284,3724.8506,3735591.75,nan,8.731,8.731,0.9903,10.0214,143.0817,3.0,nan,61.1339,6.8916,7.0703,1553.4283,0.754,2.9822,nan,0.0419,0.0001,0.01,12255.8789,1.7486,7.318,7.318,53.5536,-197.9459,1.0,1.0,1.0,-1466.0584,14.683,0.0001,19.0
1553.4524,3711.9407,3711940.75,nan,8.731,8.731,0.9897,10.3068,143.4851,3.0,nan,60.5153,6.9828,7.1739,1553.4524,0.7535,2.9813,nan,0.0417,0.0001,0.01,12178.2832,1.7474,7.3738,7.3738,54.3901,-197.947,1.0,1.0,1.0,-1466.0824,14.8724,0.0001,19.0
1553.5808,3659.1978,3670797.25,nan,8.731,8.731,0.995,11.8339,145.0416,3.0,nan,57.2057,7.4709,7.728,1553.5808,0.7504,3.0838,nan,0.041,0.0001,0.01,12043.2979,1.7413,7.6724,7.6724,58.8654,-197.9516,1.0,1.0,1.0,-1466.2108,15.886,0.0001,19.0
1553.6049,3663.075,3663074.75,nan,8.731,8.731,0.996,11.9713,145.3338,3.0,nan,56.6637,7.5108,7.7788,1553.6049,0.7481,3.103,nan,0.0408,0.0001,0.01,12017.9619,1.7466,7.7047,7.7047,59.3673,-197.9524,1.0,1.0,1.0,-1466.2349,16.5301,0.0001,19.0
1553.7332,3709.5762,3716255.25,nan,8.731,8.731,0.9986,12.7027,145.8548,3.0,nan,53.7785,7.723,8.0489,1553.7332,0.736,3.3335,nan,0.04,0.0001,0.01,12192.4385,1.7751,7.8765,7.8765,62.0391,-197.942,1.0,1.0,1.0,-1466.3632,19.959,0.0001,19.0
1553.7572,3726.2034,3726203.25,nan,8.7304,8.7304,0.9991,12.7664,145.9523,3.0,nan,53.3382,7.7543,8.0868,1553.7572,0.7325,3.3766,nan,0.0399,0.0001,0.01,12225.0762,1.7843,7.9169,7.9169,62.6859,-197.94,1.0,1.0,1.0,-1466.3872,20.6566,0.0001,19.0
1553.8856,3839.4927,3838176.0,nan,8.7274,8.7274,1.0058,13.1075,145.5311,3.0,nan,50.9826,7.9215,8.2898,1553.8856,0.7138,3.656,nan,0.0391,0.0001,0.01,12592.4414,1.8332,8.133,8.133,66.1465,-197.9406,1.0,1.0,1.0,-1466.5156,24.389,0.0001,19.0
1553.9097,3859.1929,3859192.75,nan,8.7269,8.7269,1.0071,13.2952,145.452,3.0,nan,50.5945,7.9678,8.3399,1553.9097,0.7135,3.7084,nan,0.039,0.0001,0.01,12661.3936,1.8416,8.1766,8.1766,66.8668,-197.9407,1.0,1.0,1.0,-1466.5397,24.6789,0.0001,19.0
1554.038,3986.4099,3976002.75,nan,8.7244,8.7244,1.0217,14.2941,144.2314,3.0,nan,48.5283,8.2146,8.6067,1554.038,0.7116,3.9105,nan,0.0382,0.0001,0.01,13044.6289,1.8864,8.4084,8.4084,70.7014,-197.9424,1.0,1.0,1.0,-1466.668,26.222,0.0001,19.0
1554.062,3997.8535,3997853.5,nan,8.7244,8.7244,1.0244,14.4009,144.0031,3.0,nan,48.2616,8.2568,8.6524,1554.062,0.7125,3.9483,nan,0.0381,0.0001,0.01,13116.3174,1.8888,8.4336,8.4336,71.1293,-197.9427,1.0,1.0,1.0,-1466.692,25.9045,0.0001,19.0
1554.1904,4055.7258,4042337.0,nan,8.724,8.724,1.0445,14.9726,142.9215,3.0,nan,46.8349,8.4828,8.8972,1554.1904,0.7174,3.9546,nan,0.0373,0.0001,0.01,13262.2607,1.9017,8.5685,8.5685,73.4187,-197.9404,1.0,1.0,1.0,-1466.8204,24.206,0.0001,19.0
1554.2144,4050.6516,4050651.75,nan,8.724,8.724,1.0482,14.9059,142.7193,3.0,nan,46.7741,8.5014,8.9187,1554.2144,0.7167,3.9558,nan,0.0372,0.0001,0.01,13289.54,1.8967,8.5639,8.5639,73.3406,-197.94,1.0,1.0,1.0,-1466.8444,23.4545,0.0001,19.0
1554.3428,3994.4812,3987394.75,nan,8.724,8.724,1.0743,14.5493,142.6581,3.0,nan,46.4489,8.6012,9.0341,1554.3428,0.7133,3.7092,nan,0.0364,0.0001,0.01,13082.0039,1.8696,8.5395,8.5395,72.9227,-197.9361,1.0,1.0,1.0,-1466.9728,19.434,0.0001,19.0
1554.3668,3975.571,3975571.0,nan,8.724,8.724,1.0792,14.4899,142.6466,3.0,nan,46.5943,8.5902,9.0261,1554.3668,0.7184,3.6631,nan,0.0363,0.0001,0.01,13043.2119,1.8606,8.4909,8.4909,72.1072,-197.9353,1.0,1.0,1.0,-1466.9968,18.6589,0.0001,19.0
1554.4952,3845.1951,3844786.0,nan,8.724,8.724,1.0906,14.1723,143.6665,3.0,nan,47.3719,8.5311,8.9833,1554.4952,0.7457,3.2839,nan,0.0355,0.0001,0.01,12614.1279,1.8124,8.2307,8.2307,67.7444,-197.9239,1.0,1.0,1.0,-1467.1252,14.512,0.0001,19.0
1554.5192,3820.3401,3820340.25,nan,8.724,8.724,1.0927,14.1752,143.8571,3.0,nan,47.7317,8.4685,8.9241,1554.5192,0.7479,3.213,nan,0.0354,0.0001,0.01,12533.9248,1.8031,8.1276,8.1276,66.1141,-197.9218,1.0,1.0,1.0,-1467.1492,13.9838,0.0001,19.0
1554.6476,3676.2119,3680199.75,nan,8.724,8.724,1.1143,14.191,145.3603,3.0,nan,49.6567,8.1334,8.6069,1554.6476,0.7601,2.8194,nan,0.0346,0.0001,0.01,12074.1465,1.7532,7.5758,7.5758,57.3921,-197.8956,1.0,1.0,1.0,-1467.2776,11.158,0.0001,19.0
1554.6716,3654.0051,3654005.25,nan,8.724,8.724,1.1183,14.0594,145.6413,3.0,nan,49.9211,8.0129,8.485,1554.6716,0.758,2.7458,nan,0.0344,0.0001,0.01,11988.2061,1.746,7.4504,7.4504,55.5929,-197.8907,1.0,1.0,1.0,-1467.3016,10.6906,0.0001,19.0
1554.8,3541.6106,3541405.25,nan,8.724,8.724,1.1149,13.3553,146.938,3.0,nan,51.3356,7.3679,7.8324,1554.8,0.7469,2.4103,nan,0.0337,0.0001,0.01,11618.7832,1.7073,6.7799,6.7799,45.9672,-197.8772,1.0,1.0,1.0,-1467.4301,8.19,0.0001,19.0
1554.824,3520.3584,3520358.5,nan,8.724,8.724,1.1143,12.9975,147.1804,3.0,nan,51.0066,7.2334,7.6847,1554.824,0.7483,2.3476,nan,0.0335,0.0001,0.01,11549.7324,1.6999,6.7408,6.7408,45.4465,-197.8747,1.0,1.0,1.0,-1467.454,7.5336,0.0001,19.0
1554.9524,3415.0508,3407660.0,nan,8.724,8.724,1.1388,11.083,148.1636,3.0,nan,49.2466,6.5135,6.894,1554.9524,0.7557,2.0594,nan,0.0328,0.0001,0.01,11179.9873,1.6601,6.5315,6.5315,42.6606,-197.8792,1.0,1.0,1.0,-1467.5824,4.022,0.0001,19.0
1554.9764,3386.595,3386595.0,nan,8.724,8.724,1.1434,10.7253,148.3474,3.0,nan,48.2145,6.5077,6.8689,1554.9764,0.7647,2.0055,nan,0.0326,0.0001,0.01,11110.876,1.6483,6.7256,6.7256,45.4345,-197.88,1.0,1.0,1.0,-1467.6064,3.5126,0.0001,19.0
1555.1048,3241.1479,3232999.75,nan,8.724,8.724,1.1424,8.8118,149.0725,3.0,nan,42.6929,6.477,6.7344,1555.1047,0.8127,1.6884,nan,0.0319,0.0001,0.01,10606.9541,1.5852,7.7637,7.7637,60.275,-197.8783,1.0,1.0,1.0,-1467.7347,0.787,0.0001,19.0
1555.1288,3204.2903,3204290.5,nan,8.724,8.724,1.1422,8.8155,149.208,3.0,nan,41.3168,6.7255,6.9584,1555.1288,0.8133,1.6291,nan,0.0317,0.0001,0.01,10512.7637,1.5686,8.3905,8.3905,72.5026,-197.878,1.0,1.0,1.0,-1467.7588,0.6645,0.0001,19.0
1555.2572,3013.5625,3011673.75,nan,8.724,8.724,1.1633,8.8351,149.668,3.0,nan,33.9543,8.0548,8.1564,1555.2572,0.8163,1.2661,nan,0.0309,0.0001,0.01,9880.8184,1.4798,11.7439,11.7439,137.9201,-197.8649,1.0,1.0,1.0,-1467.8872,0.009,0.0001,19.0
1555.2812,2975.6704,2975670.5,nan,8.724,8.724,1.1673,9.5091,149.754,3.0,nan,32.6709,8.836,8.9008,1555.2811,0.813,1.1983,nan,0.0308,0.0001,0.01,9762.6982,1.462,12.8331,12.8331,171.0354,-197.8624,1.0,1.0,1.0,-1467.9111,0.0077,0.0001,19.0
1555.4096,2774.4907,2780815.5,nan,8.724,8.724,1.1589,13.1148,150.1704,3.0,nan,25.805,13.0157,12.8835,1555.4095,0.7953,0.89,nan,0.03,0.0001,0.01,9123.4111,1.3669,18.6602,18.6602,348.2019,-197.8713,1.0,1.0,1.0,-1468.0396,0.001,0.0001,19.0
1555.4336,2744.394,2744394.0,nan,8.724,8.724,1.1573,15.8277,150.2482,3.0,nan,24.9273,14.2654,14.1377,1555.4336,0.7987,0.8324,nan,0.0299,0.0001,0.01,9003.918,1.3528,19.7604,19.7604,396.9486,-197.873,1.0,1.0,1.0,-1468.0636,0.001,0.0001,19.0
1555.562,2582.9226,2594384.5,nan,8.724,8.724,1.169,30.3414,150.7218,3.0,nan,20.2314,20.9512,20.8479,1555.562,0.8172,0.6683,nan,0.0291,0.0001,0.01,8511.7598,1.2772,25.6465,25.6465,657.7434,-197.873,1.0,1.0,1.0,-1468.192,0.001,0.0001,19.0
1555.5861,2566.2285,2566228.5,nan,8.7244,8.7244,1.1712,39.9837,150.8107,3.0,nan,19.8927,21.8437,21.8417,1555.5861,0.8167,0.6375,nan,0.029,0.0001,0.01,8419.3848,1.2697,27.2404,27.2404,755.5624,-197.873,1.0,1.0,1.0,-1468.2161,0.001,0.0001,19.0
1555.7144,2478.873,2488033.0,nan,8.7268,8.7268,1.1865,91.3159,151.2114,3.0,nan,18.0893,26.5951,27.1318,1555.7144,0.814,0.645,nan,0.0282,0.0001,0.01,8162.8384,1.2298,35.7256,35.7256,1276.3164,-197.8766,1.0,1.0,1.0,-1468.3444,0.001,0.0001,19.0
1555.7384,2473.4058,2473405.75,nan,8.7274,8.7274,1.1894,101.6091,151.2864,3.0,nan,18.0569,28.3754,29.1368,1555.7384,0.8065,0.6464,nan,0.0281,0.0001,0.01,8114.8486,1.2277,39.2046,39.2046,1601.7543,-197.8773,1.0,1.0,1.0,-1468.3684,0.001,0.0001,19.0
1555.8668,2443.9731,2448763.5,nan,8.7304,8.7304,1.2007,156.6774,151.7045,3.0,nan,17.8832,37.9001,39.8634,1555.8668,0.7667,0.7556,nan,0.0273,0.0001,0.01,8034.0015,1.2164,57.8174,57.8174,3342.8472,-197.8737,1.0,1.0,1.0,-1468.4968,0.001,0.0001,19.0
1555.8909,2444.1384,2444138.25,nan,8.7305,8.7305,1.2028,157.2987,151.783,3.0,nan,18.0283,42.5929,46.0601,1555.8909,0.7657,0.7761,nan,0.0272,0.0001,0.01,8018.8267,1.2171,60.41,60.41,3685.1494,-197.873,1.0,1.0,1.0,-1468.5209,0.001,0.0001,19.0
1556.0192,2444.1453,2445857.25,nan,8.731,8.731,1.2259,160.6061,152.255,3.0,nan,18.8005,67.5754,79.049,1556.0192,0.7603,0.8811,nan,0.0264,0.0001,0.01,8024.4663,1.2209,74.2122,74.2122,5507.4468,-197.8781,1.0,1.0,1.0,-1468.6492,0.001,0.0001,19.0
1556.0432,2446.179,2446178.75,nan,8.731,8.731,1.2302,157.5621,152.3433,3.0,nan,19.0666,68.9707,81.5652,1556.0432,0.7692,0.9007,nan,0.0263,0.0001,0.01,8025.521,1.2226,72.9646,72.9646,5332.1587,-197.8791,1.0,1.0,1.0,-1468.6732,0.001,0.0001,19.0
1556.1716,2461.8188,2462550.0,nan,8.731,8.731,1.2239,141.277,152.5177,3.0,nan,20.4901,76.4357,95.0266,1556.1716,0.8166,0.9384,nan,0.0255,0.0001,0.01,8079.2319,1.2319,66.29,66.29,4394.3682,-197.8801,1.0,1.0,1.0,-1468.8016,0.001,0.0001,19.0
1556.1956,2465.6099,2465610.0,nan,8.7317,8.7317,1.2227,137.3828,152.5503,3.0,nan,20.7682,74.0903,91.93,1556.1956,0.8143,0.9454,nan,0.0253,0.0001,0.01,8089.2715,1.234,63.515,63.515,4075.3511,-197.8803,1.0,1.0,1.0,-1468.8256,0.001,0.0001,19.0
1556.324,2491.6545,2492005.5,nan,8.7356,8.7356,1.2467,116.5491,152.3698,3.0,nan,22.2562,61.5424,75.3629,1556.324,0.8015,0.9062,nan,0.0246,0.0001,0.01,8175.8706,1.2456,48.6684,48.6684,2368.6094,-197.8884,1.0,1.0,1.0,-1468.954,0.001,0.0001,19.0
1556.348,2496.9392,2496939.25,nan,8.7295,8.7295,1.2512,111.8057,152.336,3.0,nan,22.5095,58.7452,71.4616,1556.348,0.7964,0.8989,nan,0.0244,0.0001,0.01,8192.0576,1.2479,46.6555,46.6555,2198.4133,-197.8899,1.0,1.0,1.0,-1468.978,0.001,0.0001,19.0
1556.4764,2525.0161,2524264.0,nan,8.6966,8.6966,1.2407,86.4283,152.1697,3.0,nan,23.8645,43.78,50.5896,1556.4764,0.7691,0.8356,nan,0.0237,0.0001,0.01,8281.7061,1.2606,35.8868,35.8868,1287.8645,-197.8926,1.0,1.0,1.0,-1469.1064,0.001,0.0001,19.0
1556.5004,2529.3716,2529371.5,nan,8.6988,8.6988,1.2387,81.6293,152.1386,3.0,nan,23.9299,42.1063,48.2607,1556.5004,0.7671,0.8238,nan,0.0235,0.0001,0.01,8298.4629,1.2625,35.1225,35.1225,1236.7148,-197.8931,1.0,1.0,1.0,-1469.1304,0.001,0.0001,19.0
1556.6288,2551.2871,2548291.5,nan,8.7108,8.7108,1.2519,55.9546,152.0567,3.0,nan,24.2796,33.152,35.8007,1556.6288,0.7567,0.7655,nan,0.0228,0.0001,0.01,8360.5371,1.2728,31.0333,31.0333,963.0645,-197.9099,1.0,1.0,1.0,-1469.2588,0.001,0.0001,19.0
1556.6528,2551.8281,2551828.0,nan,8.7119,8.7119,1.2544,53.4706,152.0414,3.0,nan,24.0529,32.6761,35.0156,1556.6528,0.7657,0.7546,nan,0.0226,0.0001,0.01,8372.1396,1.2729,31.562,31.562,997.6571,-197.913,1.0,1.0,1.0,-1469.2828,0.001,0.0001,19.0
