DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1397.6602,5155.1606,5155160.5,nan,11.9229,11.9229,129.92,0.0,nan,64.3689,1.2603,1.259,1.4645,1397.6602,0.5311,nan,0.0721,0.0368,0.0368,16913.2559,2.1974,1.2603,1.5887,21.6619,1.0,1.0,-1326.0702,62.7503,0.0368,2.0
1397.7696,5231.4058,5237240.0,nan,11.7034,11.7034,128.157,0.0,nan,64.5399,1.2936,1.2958,1.5088,1397.7695,0.5321,nan,0.1818,0.0549,0.0549,17182.5449,2.1996,1.2936,1.6733,21.2617,1.0,1.0,-1326.1796,49.628,0.0549,2.0
1397.8126,5269.502,5269501.5,nan,11.6188,11.6188,127.464,0.0,nan,64.6162,1.3102,1.3139,1.5292,1397.8125,0.5309,nan,0.2223,0.0578,0.0578,17288.3906,2.2036,1.3102,1.7173,21.0452,1.0,1.0,-1326.2225,47.7085,0.0578,2.0
1397.922,5398.8828,5404039.0,nan,11.4034,11.4034,124.9893,0.0,nan,64.8104,1.3525,1.3601,1.581,1397.922,0.5278,nan,0.3252,0.0654,0.0654,17729.7852,2.2139,1.3525,1.8292,20.4943,1.0,1.0,-1326.332,42.825,0.0654,2.0
1397.9651,5457.042,5457042.0,nan,11.3212,11.3212,124.0144,0.0,nan,65.1163,1.3709,1.3817,1.597,1397.9651,0.5227,nan,0.3504,0.0658,0.0658,17903.6797,2.2203,1.3709,1.8804,20.2256,1.0,1.0,-1326.3751,42.6383,0.0658,2.0
1398.0744,5601.5347,5602006.0,nan,11.1126,11.1126,121.6978,0.0,nan,65.892,1.4178,1.4366,1.6375,1398.0743,0.5098,nan,0.4143,0.0668,0.0668,18379.2852,2.2365,1.4178,2.0102,19.544,1.0,1.0,-1326.4844,42.165,0.0668,2.0
1398.1174,5659.0371,5659037.0,nan,11.0062,11.0062,120.7864,0.0,nan,66.2583,1.4358,1.4613,1.6895,1398.1173,0.5026,nan,0.4501,0.0672,0.0672,18566.3945,2.2426,1.4358,2.0624,19.2745,1.0,1.0,-1326.5273,41.691,0.0672,2.0
1398.2268,5805.8984,5797380.5,nan,10.7356,10.7356,118.5376,0.0,nan,67.1902,1.4817,1.5241,1.8219,1398.2268,0.4844,nan,0.5413,0.068,0.068,19020.2773,2.2579,1.4817,2.1953,18.5887,1.0,1.0,-1326.6368,40.485,0.068,2.0
1398.2699,5851.8828,5851883.0,nan,10.6537,10.6537,117.6516,0.0,nan,67.8152,1.4974,1.5482,1.8919,1398.2699,0.4792,nan,0.5613,0.068,0.068,19199.0918,2.2588,1.4974,2.243,18.3436,1.0,1.0,-1326.6799,39.8784,0.068,2.0
1398.3792,5893.0215,5874772.5,nan,10.4457,10.4457,116.9449,0.0,nan,69.4,1.5374,1.6093,2.0697,1398.3792,0.4661,nan,0.612,0.0679,0.0679,19274.1875,2.261,1.5374,2.3637,17.722,1.0,1.0,-1326.7892,38.34,0.0679,3.0
1398.4222,5883.7778,5883777.5,nan,10.408,10.408,116.6669,0.0,nan,70.1676,1.5506,1.6251,2.1058,1398.4221,0.4652,nan,0.5916,0.0672,0.0672,19303.7324,2.2521,1.5506,2.4048,17.5196,1.0,1.0,-1326.8322,37.5508,0.0672,3.0
1398.5316,5746.1899,5730660.0,nan,10.312,10.312,118.2575,0.0,nan,72.1203,1.5841,1.6654,2.1976,1398.5316,0.4629,nan,0.5396,0.0655,0.0655,18801.3789,2.2294,1.5841,2.5094,17.0048,1.0,1.0,-1326.9415,35.543,0.0655,3.0
1398.5747,5670.3364,5670336.5,nan,10.3097,10.3097,118.8842,0.0,nan,72.8705,1.5976,1.668,2.2034,1398.5747,0.4659,nan,0.4932,0.0643,0.0643,18603.4668,2.2117,1.5976,2.5528,16.8208,1.0,1.0,-1326.9846,34.5888,0.0643,3.0
1398.684,5423.4258,5422060.5,nan,10.3039,10.3039,121.7637,0.0,nan,74.7729,1.6318,1.6747,2.2181,1398.684,0.4734,nan,0.3754,0.0611,0.0611,17788.9121,2.1666,1.6318,2.6629,16.354,1.0,1.0,-1327.094,32.169,0.0611,3.0
1398.727,5324.3853,5324385.5,nan,10.32,10.32,122.8966,0.0,nan,75.1672,1.6491,1.6705,2.2102,1398.7269,0.4773,nan,0.3371,0.0598,0.0598,17468.457,2.1468,1.6491,2.7202,16.1765,1.0,1.0,-1327.137,31.1913,0.0598,3.0
1398.8364,5089.9473,5106437.0,nan,10.3611,10.3611,125.5442,0.0,nan,76.1705,1.6929,1.6598,2.1901,1398.8364,0.4872,nan,0.2394,0.0563,0.0563,16753.4043,2.0965,1.6929,2.866,15.7251,1.0,1.0,-1327.2463,28.704,0.0563,3.0
1398.8794,5020.772,5020772.0,nan,10.3704,10.3704,126.5848,0.0,nan,75.94,1.7146,1.6629,2.1561,1398.8794,0.4893,nan,0.2233,0.0556,0.0556,16472.3496,2.0851,1.7146,2.9409,15.5695,1.0,1.0,-1327.2893,28.1434,0.0556,3.0
1398.9888,4949.0713,4977840.0,nan,10.394,10.394,126.6402,0.0,nan,75.3537,1.7696,1.6707,2.0696,1398.9888,0.4946,nan,0.1823,0.0537,0.0537,16331.4961,2.0563,1.7696,3.1313,15.1738,1.0,1.0,-1327.3988,26.717,0.0537,3.0
1399.0318,4960.9658,4960965.5,nan,10.3827,10.3827,126.6619,0.0,nan,74.7792,1.7914,1.6921,2.0618,1399.0317,0.4942,nan,0.1886,0.0541,0.0541,16276.1338,2.0616,1.7914,3.2105,15.0609,1.0,1.0,-1327.4418,27.116,0.0541,3.0
1399.1412,5202.5757,5237770.0,nan,10.3538,10.3538,121.5691,0.0,nan,73.3176,1.8471,1.7466,2.0419,1399.1412,0.4933,nan,0.2046,0.0552,0.0552,17184.2852,2.075,1.8471,3.4117,14.7737,1.0,1.0,-1327.5511,28.131,0.0552,3.0
1399.1842,5346.5688,5346569.0,nan,10.3331,10.3331,119.5673,0.0,nan,72.9098,1.8617,1.786,2.1141,1399.1842,0.4918,nan,0.237,0.0568,0.0568,17541.2363,2.0974,1.8617,3.4664,14.7112,1.0,1.0,-1327.5941,29.6605,0.0568,3.0
1399.2936,5832.248,5855391.0,nan,10.2805,10.2805,112.5778,0.0,nan,71.8725,1.8988,1.8864,2.2978,1399.2936,0.488,nan,0.3197,0.0609,0.0609,19210.5996,2.1541,1.8988,3.6055,14.5521,1.0,1.0,-1327.7036,33.552,0.0609,3.0
1399.3366,6055.3853,6055385.0,nan,10.2309,10.2309,109.8306,0.0,nan,71.9407,1.9014,1.9283,2.4614,1399.3365,0.4858,nan,0.38,0.0629,0.0629,19866.748,2.182,1.9014,3.6154,14.5552,1.0,1.0,-1327.7466,35.3739,0.0629,3.0
1399.446,6584.3203,6578523.0,nan,10.1048,10.1048,104.2862,0.0,nan,72.1143,1.908,2.035,2.8778,1399.446,0.4802,nan,0.5335,0.068,0.068,21583.0801,2.2528,1.908,3.6406,14.5629,1.0,1.0,-1327.856,40.009,0.068,3.0
1399.489,6784.144,6784144.0,nan,10.0596,10.0596,102.1069,0.0,nan,72.0933,1.9028,2.055,2.9895,1399.489,0.4766,nan,0.6024,0.0693,0.0693,22257.6895,2.2727,1.9028,3.6207,14.6358,1.0,1.0,-1327.8989,40.9937,0.0693,3.0
1399.5984,7032.7832,7000820.0,nan,9.9445,9.9445,100.6872,0.0,nan,72.0399,1.8895,2.1057,3.2737,1399.5984,0.4674,nan,0.7776,0.0728,0.0728,22968.5684,2.3232,1.8895,3.5702,14.8212,1.0,1.0,-1328.0084,43.499,0.0728,3.0
1399.6414,7085.9849,7085985.0,nan,9.9368,9.9368,100.1292,0.0,nan,71.3568,1.8848,2.095,3.2953,1399.6414,0.4624,nan,0.8162,0.073,0.073,23247.9824,2.3278,1.8848,3.5525,14.9414,1.0,1.0,-1328.0514,43.1322,0.073,3.0
1399.7508,6866.5845,6845782.5,nan,9.9172,9.9172,103.8482,4.0,nan,69.6187,1.8728,2.0676,3.3502,1399.7507,0.4497,nan,0.9144,0.0735,0.0735,22459.918,2.3395,1.8728,3.5075,15.2473,1.0,1.0,-1328.1608,42.199,0.0735,4.0
1399.7938,6751.3706,6751370.5,nan,9.9309,9.9309,105.31,0.0,nan,68.1957,1.8738,2.0418,3.3002,1399.7937,0.446,nan,0.9062,0.0729,0.0729,22150.166,2.3326,1.8738,3.511,15.3913,1.0,1.0,-1328.2037,41.146,0.0729,4.0
1399.9032,6364.228,6370744.0,nan,9.9658,9.9658,110.8783,0.0,nan,64.5753,1.8761,1.976,3.173,1399.9032,0.4364,nan,0.8853,0.0713,0.0713,20901.3906,2.3151,1.8761,3.5198,15.7575,1.0,1.0,-1328.3132,38.467,0.0713,4.0
1399.9463,6220.7896,6220789.5,nan,9.9752,9.9752,113.072,0.0,nan,63.5792,1.8812,1.9545,3.0746,1399.9463,0.4367,nan,0.858,0.0708,0.0708,20409.4141,2.3077,1.8812,3.5391,15.9356,1.0,1.0,-1328.3563,37.9628,0.0708,4.0
1400.0556,6002.145,6020890.0,nan,9.9989,9.9989,116.2371,0.0,nan,61.0531,1.8943,1.9,2.8248,1400.0555,0.4375,nan,0.7889,0.0694,0.0694,19753.5762,2.2889,1.8943,3.5882,16.387,1.0,1.0,-1328.4656,36.684,0.0694,4.0
1400.0986,5942.2471,5942247.0,nan,9.9969,9.9969,117.4823,0.0,nan,61.036,1.8966,1.8906,2.6757,1400.0985,0.4416,nan,0.7763,0.0696,0.0696,19495.5605,2.2904,1.8966,3.5969,16.6028,1.0,1.0,-1328.5085,37.3733,0.0696,4.0
1400.208,5915.7114,5927982.5,nan,9.992,9.992,118.1972,0.0,nan,60.9925,1.9024,1.8669,2.2964,1400.208,0.4521,nan,0.7444,0.0701,0.0701,19448.7637,2.294,1.9024,3.619,17.1518,1.0,1.0,-1328.618,39.127,0.0701,4.0
1400.2511,5922.3633,5922363.0,nan,9.9698,9.9698,118.4788,0.0,nan,62.2719,1.895,1.8656,2.2276,1400.2511,0.4571,nan,0.749,0.0708,0.0708,19430.3262,2.3021,1.895,3.5912,17.3951,1.0,1.0,-1328.6611,40.4542,0.0708,4.0
1400.3604,6024.8013,6022504.0,nan,9.9136,9.9136,117.4973,0.0,nan,65.5163,1.8764,1.8626,2.0529,1400.3604,0.4698,nan,0.7605,0.0726,0.0726,19758.8711,2.3225,1.8764,3.5207,18.0121,1.0,1.0,-1328.7704,43.82,0.0726,4.0
1400.4034,6061.9004,6061900.5,nan,9.8885,9.8885,117.1112,0.0,nan,67.4438,1.8604,1.8608,2.068,1400.4033,0.4748,nan,0.7599,0.0732,0.0732,19888.125,2.3291,1.8604,3.4616,18.2416,1.0,1.0,-1328.8134,45.0366,0.0732,4.0
1400.5128,6033.6226,6020562.0,nan,9.8246,9.8246,118.5112,0.0,nan,72.3478,1.8197,1.8563,2.1063,1400.5128,0.4874,nan,0.7582,0.0747,0.0747,19752.5,2.346,1.8197,3.3111,18.8254,1.0,1.0,-1328.9227,48.132,0.0747,4.0
1400.5559,6004.2759,6004276.0,nan,9.811,9.811,119.0627,0.0,nan,73.8618,1.8022,1.8487,2.1453,1400.5559,0.4936,nan,0.7286,0.0748,0.0748,19699.0684,2.3454,1.8022,3.2488,18.9842,1.0,1.0,-1328.9658,48.9612,0.0748,4.0
1400.6652,5800.6377,5791913.0,nan,9.7767,9.7767,123.1698,0.0,nan,77.7012,1.7581,1.8296,2.2441,1400.6652,0.5095,nan,0.6535,0.075,0.075,19002.3398,2.344,1.7581,3.0908,19.387,1.0,1.0,-1329.0752,51.064,0.075,4.0
1400.7082,5708.3672,5708367.0,nan,9.7751,9.7751,124.7856,0.0,nan,78.4912,1.7474,1.8184,2.2955,1400.7081,0.5177,nan,0.6128,0.0751,0.0751,18728.2383,2.337,1.7474,3.0539,19.4359,1.0,1.0,-1329.1182,51.5928,0.0751,4.0
1400.8176,5473.5049,5474395.0,nan,9.7712,9.7712,129.1447,0.0,nan,80.5011,1.7204,1.79,2.4264,1400.8176,0.5385,nan,0.5093,0.0754,0.0754,17960.6133,2.3191,1.7204,2.9598,19.5606,1.0,1.0,-1329.2275,52.938,0.0754,4.0
1400.8606,5382.4316,5382431.5,nan,9.7728,9.7728,130.858,0.0,nan,80.4799,1.7209,1.7815,2.4655,1400.8606,0.5452,nan,0.6701,0.0839,0.0839,17658.8965,2.3108,1.7209,2.9616,19.4985,1.0,1.0,-1329.2705,52.7521,0.0839,4.0
1400.97,5224.5913,5234398.5,nan,9.7772,9.7772,133.5747,0.0,nan,80.4259,1.7223,1.7598,2.5652,1400.97,0.5624,nan,1.0792,0.1057,0.1057,17173.2227,2.2896,1.7223,2.9662,19.3406,1.0,1.0,-1329.38,52.279,0.1057,4.0
1401.013,5176.2134,5176213.5,nan,9.7754,9.7754,134.6425,0.0,nan,79.4909,1.734,1.7598,2.6046,1401.0129,0.563,nan,1.2214,0.1102,0.1102,16982.3281,2.2865,1.734,3.0069,19.1973,1.0,1.0,-1329.423,51.9633,0.1102,4.0
1401.1224,5126.8477,5140668.0,nan,9.7709,9.7709,135.4751,0.0,nan,77.1122,1.7637,1.7597,2.7049,1401.1224,0.5643,nan,1.5835,0.1216,0.1216,16865.709,2.2787,1.7637,3.1105,18.8328,1.0,1.0,-1329.5323,51.16,0.1216,4.0
1401.1654,5126.6968,5126697.0,nan,9.7682,9.7682,135.8023,0.0,nan,75.695,1.7829,1.7716,2.7523,1401.1654,0.5583,nan,1.6971,0.1216,0.1216,16819.8711,2.2842,1.7829,3.1795,18.6201,1.0,1.0,-1329.5753,50.8409,0.1216,4.0
1401.2748,5175.4961,5188279.5,nan,9.7612,9.7612,135.3365,0.0,nan,72.0892,1.8317,1.8017,2.8728,1401.2748,0.543,nan,1.9863,0.1216,0.1216,17021.9121,2.298,1.8317,3.3552,18.079,1.0,1.0,-1329.6848,50.029,0.1216,4.0
1401.3178,5212.4844,5212484.5,nan,9.7554,9.7554,135.1534,0.0,nan,70.9768,1.8533,1.827,2.929,1401.3177,0.5354,nan,1.9695,0.1182,0.1182,17101.3262,2.3113,1.8533,3.436,17.8208,1.0,1.0,-1329.7278,50.1294,0.1182,4.0
1401.4272,5327.6787,5333606.0,nan,9.7408,9.7408,134.1659,0.0,nan,68.1467,1.9082,1.8913,3.0718,1401.4272,0.5163,nan,1.9267,0.1096,0.1096,17498.709,2.3451,1.9082,3.6414,17.1637,1.0,1.0,-1329.8372,50.385,0.1096,4.0
1401.4702,5381.2139,5381213.5,nan,9.7309,9.7309,133.7777,0.0,nan,67.3113,1.9278,1.9289,3.1663,1401.4702,0.512,nan,1.7381,0.104,0.104,17654.9004,2.3618,1.9278,3.7173,16.898,1.0,1.0,-1329.8801,51.1256,0.104,4.0
1401.5796,5576.7983,5572007.5,nan,9.7057,9.7057,131.4098,0.0,nan,65.1856,1.9775,2.0245,3.4067,1401.5796,0.5009,nan,1.2582,0.0896,0.0896,18280.8633,2.4044,1.9775,3.9104,16.222,1.0,1.0,-1329.9896,53.01,0.0896,4.0
1401.6227,5647.1738,5647174.0,nan,9.6988,9.6988,130.4769,0.0,nan,64.5867,1.9931,2.0678,3.5694,1401.6227,0.4997,nan,1.0973,0.0844,0.0844,18527.4727,2.4174,1.9931,3.973,15.9639,1.0,1.0,-1330.0327,53.788,0.0844,4.0
1401.732,5903.3472,5888502.5,nan,9.6812,9.6812,126.5246,0.0,nan,63.0679,2.0327,2.1776,3.982,1401.7319,0.4965,nan,0.6894,0.0714,0.0714,19319.2344,2.4505,2.0327,4.1319,15.3094,1.0,1.0,-1330.142,55.761,0.0714,4.0
1401.775,5983.4448,5983444.5,nan,9.6855,9.6855,124.9697,0.0,nan,62.2612,2.0447,2.2138,4.129,1401.7749,0.4952,nan,0.6758,0.0707,0.0707,19630.7246,2.4532,2.0447,4.1813,15.0909,1.0,1.0,-1330.1849,55.7379,0.0707,4.0
1401.8844,6171.1919,6153259.0,nan,9.6964,9.6964,121.5102,0.0,nan,60.2088,2.0754,2.3059,4.503,1401.8844,0.4919,nan,0.6413,0.0688,0.0688,20187.8574,2.4602,2.0754,4.3072,14.535,1.0,1.0,-1330.2944,55.679,0.0688,4.0
1401.9275,6220.1606,6220160.5,nan,9.7052,9.7052,120.1473,0.0,nan,59.0962,2.0853,2.3231,4.5476,1401.9275,0.4894,nan,0.8287,0.0738,0.0738,20407.3496,2.4519,2.0853,4.3488,14.3747,0.9999,0.9999,-1330.3375,54.7457,0.0738,4.0
1402.0368,6186.459,6175478.0,nan,9.7277,9.7277,119.7658,0.0,nan,56.2746,2.1105,2.3669,4.6608,1402.0367,0.4831,nan,1.3041,0.0865,0.0865,20260.7539,2.4309,2.1105,4.4544,13.9679,0.9996,0.9996,-1330.4468,52.379,0.0864,4.0
1402.0798,6157.8994,6157899.0,nan,9.7422,9.7422,119.6157,0.0,nan,55.4615,2.1197,2.3622,4.6254,1402.0797,0.4812,nan,1.7968,0.0945,0.0945,20203.082,2.4166,2.1197,4.4935,13.894,0.9976,0.9976,-1330.4897,51.1104,0.0942,4.0
1402.1892,5909.8081,5914501.0,nan,9.7789,9.7789,122.7667,0.0,nan,53.3929,2.1431,2.35,4.5353,1402.1892,0.4764,nan,3.0501,0.1151,0.1151,19404.5312,2.3803,2.1431,4.5929,13.7061,0.9923,0.9923,-1330.5992,47.883,0.1142,4.0
1402.2323,5818.6099,5818610.0,nan,9.7988,9.7988,124.0081,0.0,nan,53.5017,2.1515,2.3317,4.4154,1402.2323,0.4772,nan,3.5066,0.1209,0.1209,19089.9277,2.3673,2.1515,4.6291,13.7044,0.9871,0.9871,-1330.6423,47.0295,0.1193,4.0
1402.3416,5591.6133,5604281.0,nan,9.8492,9.8492,127.2404,0.0,nan,53.7777,2.1727,2.2853,4.1115,1402.3416,0.4795,nan,4.6641,0.1357,0.1357,18386.748,2.3342,2.1727,4.7208,13.6999,0.9738,0.9738,-1330.7516,44.865,0.1322,4.0
1402.3846,5519.9614,5519961.5,nan,9.8726,9.8726,128.5121,0.0,nan,54.7842,2.1791,2.2666,3.9243,1402.3845,0.4841,nan,4.5829,0.1368,0.1368,18110.1094,2.3274,2.1791,4.7486,13.7286,0.9686,0.9686,-1330.7946,44.9429,0.1325,4.0
1402.494,5406.7432,5417940.0,nan,9.9322,9.9322,130.2162,0.0,nan,57.3447,2.1953,2.219,3.4482,1402.494,0.4957,nan,4.3765,0.1396,0.1396,17775.3945,2.3099,2.1953,4.8193,13.8016,0.9552,0.9552,-1330.9039,45.141,0.1334,4.0
1402.5371,5377.7471,5377747.0,nan,9.9512,9.9512,130.8875,0.0,nan,58.56,2.1986,2.2091,3.2703,1402.5371,0.502,nan,3.9976,0.1373,0.1373,17643.5273,2.3093,2.1986,4.8339,13.7928,0.9523,0.9523,-1330.947,45.9032,0.1308,4.0
1402.6464,5386.6997,5392578.0,nan,9.9994,9.9994,130.592,4.0,nan,61.642,2.207,2.1843,2.8192,1402.6464,0.518,nan,3.0368,0.1313,0.1313,17692.1855,2.3079,2.207,4.871,13.7705,0.9449,0.9449,-1331.0564,47.836,0.1241,4.0
1402.6894,5398.4131,5398413.0,nan,9.9968,9.9968,130.4758,4.0,nan,62.7207,2.2076,2.187,2.7517,1402.6893,0.5203,nan,2.79,0.128,0.128,17711.3281,2.3109,2.2076,4.8737,13.6942,0.9494,0.9494,-1331.0994,48.3137,0.1215,4.0
1402.7988,5535.4478,5537660.5,nan,9.9904,9.9904,127.6604,4.0,nan,65.4654,2.2092,2.1938,2.5799,1402.7988,0.5261,nan,2.162,0.1195,0.1195,18168.1758,2.3184,2.2092,4.8805,13.5003,0.961,0.961,-1331.2087,49.529,0.1148,4.0
1402.8418,5592.3921,5592392.0,nan,9.9684,9.9684,126.5538,4.0,nan,66.1646,2.2093,2.2085,2.6231,1402.8418,0.5212,nan,2.1559,0.1176,0.1176,18347.7422,2.322,2.2093,4.8808,13.3354,0.9695,0.9695,-1331.2517,49.0931,0.114,4.0
1402.9512,5791.0767,5790303.0,nan,9.9122,9.9122,122.6868,4.0,nan,67.9436,2.2095,2.2457,2.733,1402.9512,0.5084,nan,2.1402,0.1129,0.1129,18997.0566,2.331,2.2095,4.8817,12.9159,0.991,0.991,-1331.3612,47.984,0.1119,4.0
1402.9942,5868.0928,5868092.5,nan,9.8823,9.8823,121.1669,4.0,nan,68.4634,2.2128,2.2689,2.8247,1402.9941,0.4992,nan,2.3359,0.1133,0.1133,19252.2715,2.3327,2.2128,4.8964,12.6417,0.9935,0.9935,-1331.4042,46.8737,0.1126,4.0
1403.1036,6015.3809,6010941.5,nan,9.8063,9.8063,118.4241,4.0,nan,69.7859,2.2212,2.328,3.058,1403.1036,0.4757,nan,2.8339,0.1142,0.1142,19720.9355,2.3372,2.2212,4.9339,11.9441,1.0,1.0,-1331.5135,44.049,0.1142,4.0
1403.1466,6067.0889,6067089.0,nan,9.7727,9.7727,117.3461,4.0,nan,70.149,2.2315,2.3545,3.1469,1403.1466,0.4665,nan,3.2082,0.1162,0.1162,19905.1465,2.3358,2.2315,4.9798,11.572,1.0,1.0,-1331.5565,42.7305,0.1162,4.0
1403.256,6174.9614,6170491.0,nan,9.6873,9.6873,115.1243,4.0,nan,71.0727,2.2576,2.422,3.373,1403.256,0.4431,nan,4.1605,0.1212,0.1212,20244.3926,2.3323,2.2576,5.0967,10.6255,1.0,1.0,-1331.666,39.376,0.1212,4.0
1403.299,6211.1333,6211133.5,nan,9.6541,9.6541,114.251,4.0,nan,70.9514,2.2763,2.4475,3.4619,1403.299,0.4361,nan,4.7473,0.1244,0.1244,20377.7344,2.3282,2.2763,5.1826,10.2069,1.0,1.0,-1331.709,38.1416,0.1244,4.0
1403.4084,6248.9438,6247584.5,nan,9.5697,9.5697,113.0467,4.0,nan,70.6429,2.324,2.5124,3.6882,1403.4084,0.4182,nan,6.2402,0.1327,0.1327,20497.3242,2.3177,2.324,5.401,9.1419,1.0,1.0,-1331.8184,35.001,0.1327,4.0
1403.4514,6261.9116,6261911.5,nan,9.5568,9.5568,112.5734,4.0,nan,69.6341,2.3506,2.5358,3.7584,1403.4514,0.4141,nan,7.0408,0.1367,0.1367,20544.3281,2.3127,2.3506,5.5269,8.7223,1.0,1.0,-1331.8613,34.095,0.1367,4.0
1403.5608,6245.1704,6247959.0,nan,9.524,9.524,112.2649,4.0,nan,67.0675,2.4181,2.5952,3.9372,1403.5608,0.4036,nan,9.0775,0.1471,0.1471,20498.5527,2.3002,2.4181,5.8473,7.6549,1.0,1.0,-1331.9708,31.79,0.1471,4.0
1403.6039,6242.4619,6242462.0,nan,9.5266,9.5266,112.1433,4.0,nan,65.6791,2.4489,2.618,3.97,1403.6039,0.4026,nan,9.7418,0.1503,0.1503,20480.5176,2.2968,2.4489,5.9997,7.3002,0.9996,0.9996,-1332.0139,31.3997,0.1503,4.0
1403.7132,6239.5703,6244062.5,nan,9.5332,9.5332,111.7633,4.0,nan,62.1581,2.5271,2.6757,4.0534,1403.7131,0.4001,nan,11.4266,0.1586,0.1586,20485.7676,2.2879,2.5271,6.3863,6.4006,0.9987,0.9987,-1332.1232,30.41,0.1584,4.0
1403.7562,6244.6919,6244692.0,nan,9.5419,9.5419,111.6138,4.0,nan,60.8424,2.5576,2.6992,4.0691,1403.7561,0.4015,nan,11.4968,0.1595,0.1595,20487.834,2.2867,2.5576,6.5435,6.1403,0.9921,0.9921,-1332.1661,30.5277,0.1582,4.0
1403.8656,6274.5728,6275902.0,nan,9.5641,9.5641,110.9358,4.0,nan,57.4949,2.6351,2.7588,4.1091,1403.8656,0.4051,nan,11.6756,0.1618,0.1618,20590.2305,2.2837,2.6351,6.9435,5.4782,0.9753,0.9753,-1332.2756,30.827,0.1578,4.0
1403.9087,6288.1982,6288198.0,nan,9.5743,9.5743,110.6687,4.0,nan,56.7719,2.6625,2.7824,4.1305,1403.9087,0.4083,nan,8.9796,0.1429,0.1429,20630.5723,2.2832,2.6625,7.0907,5.3646,0.9796,0.9796,-1332.3187,31.3861,0.1398,4.0
1404.018,6249.7393,6245389.5,nan,9.6001,9.6001,111.2815,4.0,nan,54.9384,2.732,2.842,4.1849,1404.0179,0.4166,nan,2.1428,0.0949,0.0949,20490.123,2.2818,2.732,7.4638,5.0766,0.9904,0.9904,-1332.428,32.804,0.094,4.0
1404.061,6228.5483,6228548.0,nan,9.6094,9.6094,111.5226,4.0,nan,54.9892,2.7565,2.8639,4.2082,1404.0609,0.4205,nan,2.1051,0.0872,0.0872,20434.8691,2.2789,2.7565,7.5997,5.1408,0.9931,0.9931,-1332.4709,33.1589,0.0866,4.0
1404.1704,6114.9771,6107437.0,nan,9.6331,9.6331,113.2375,4.0,nan,55.1187,2.8188,2.9197,4.2676,1404.1704,0.4304,nan,2.0092,0.0678,0.0678,20037.5234,2.2718,2.8188,7.9456,5.3039,1.0,1.0,-1332.5804,34.062,0.0678,4.0
1404.2135,6059.7236,6059723.5,nan,9.6454,9.6454,113.9131,4.0,nan,55.5977,2.8429,2.9405,4.2875,1404.2135,0.4342,nan,1.9714,0.0673,0.0673,19880.9824,2.2647,2.8429,8.0838,5.5402,1.0,1.0,-1332.6235,34.0266,0.0673,4.0
1404.3228,5874.499,5869229.5,nan,9.6767,9.6767,116.5712,4.0,nan,56.8122,2.9042,2.9933,4.3381,1404.3228,0.4439,nan,1.8756,0.0661,0.0661,19256.002,2.2467,2.9042,8.4343,6.1392,1.0,1.0,-1332.7328,33.937,0.0661,4.0
1404.3658,5794.2866,5794286.5,nan,9.6908,9.6908,117.6169,4.0,nan,57.1343,2.9309,3.0152,4.3469,1404.3657,0.4481,nan,1.8379,0.0654,0.0654,19010.127,2.2359,2.9309,8.5922,6.506,1.0,1.0,-1332.7758,33.6814,0.0654,4.0
1404.4752,5553.7607,5554565.5,nan,9.7266,9.7266,121.203,4.0,nan,57.9536,2.999,3.0708,4.3694,1404.4752,0.4588,nan,1.742,0.0636,0.0636,18223.6406,2.2084,2.999,8.9941,7.4393,1.0,1.0,-1332.8851,33.031,0.0636,4.0
1404.5183,5460.1235,5460123.5,nan,9.7381,9.7381,122.6158,4.0,nan,58.1262,3.029,3.0968,4.3765,1404.5183,0.4652,nan,1.7043,0.0628,0.0628,17913.791,2.1965,3.029,9.1774,7.8968,1.0,1.0,-1332.9282,32.9818,0.0628,4.0
1404.6276,5240.2354,5245172.0,nan,9.767,9.767,126.0018,4.0,nan,58.564,3.1052,3.1628,4.3948,1404.6276,0.4813,nan,1.6085,0.0608,0.0608,17208.5703,2.1663,3.1052,9.6421,9.057,1.0,1.0,-1333.0376,32.857,0.0608,4.0
1404.6706,5160.6074,5160607.5,nan,9.7737,9.7737,127.3339,4.0,nan,58.5837,3.1362,3.1946,4.3942,1404.6705,0.4904,nan,1.5708,0.0602,0.0602,16931.127,2.1559,3.1362,9.838,9.5602,1.0,1.0,-1333.0806,33.2836,0.0602,4.0
1404.78,5004.9829,5009956.0,nan,9.7907,9.7907,129.6875,0.0,nan,58.6338,3.215,3.2755,4.393,1404.78,0.5136,nan,1.4749,0.0586,0.0586,16436.8633,2.1295,3.215,10.3364,10.8403,1.0,1.0,-1333.1899,34.369,0.0586,4.0
1404.823,4950.7422,4950742.0,nan,9.7931,9.7931,130.6126,0.0,nan,58.663,3.2426,3.3121,4.3983,1404.823,0.5243,nan,1.4372,0.0582,0.0582,16242.5928,2.1215,3.2426,10.5163,11.3651,1.0,1.0,-1333.2329,35.1531,0.0582,4.0
