DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1312.2732,4737.9453,4737434.0,nan,10.4247,10.4247,139.1899,0.0,nan,48.3438,0.7206,0.7293,0.9504,1312.2732,0.5801,nan,nan,0.0148,0.0148,15542.7637,2.1636,0.7206,0.5192,22.8593,1.0,1.0,-1240.6832,83.719,0.0148,nan
1312.3162,4708.3535,4708353.5,nan,10.4289,10.4289,139.7126,0.0,nan,48.5446,0.7174,0.7259,0.9505,1312.3162,0.5775,nan,nan,0.0149,0.0149,15447.3545,2.1582,0.7174,0.5147,22.9062,1.0,1.0,-1240.7262,83.5861,0.0149,nan
1312.4256,4641.4746,4645648.5,nan,10.4397,10.4397,140.8169,0.0,nan,49.0555,0.7094,0.7175,0.9509,1312.4255,0.5709,nan,nan,0.0152,0.0152,15241.6289,2.1444,0.7094,0.5033,23.0255,1.0,1.0,-1240.8356,83.248,0.0152,nan
1312.4686,4621.002,4621002.0,nan,10.4439,10.4439,141.2509,0.0,nan,49.1205,0.7075,0.7153,0.9509,1312.4685,0.5705,nan,nan,0.0152,0.0152,15160.7676,2.1415,0.7075,0.5006,23.0586,1.0,1.0,-1240.8785,83.2923,0.0152,nan
1312.578,4590.5835,4596052.0,nan,10.4546,10.4546,141.7007,0.0,nan,49.2856,0.7027,0.7096,0.9508,1312.578,0.5693,nan,nan,0.0151,0.0151,15078.9102,2.1341,0.7027,0.4938,23.1429,1.0,1.0,-1240.988,83.405,0.0151,nan
1312.621,4586.2451,4586245.0,nan,10.4511,10.4511,141.8775,0.0,nan,49.1752,0.7017,0.7083,0.9486,1312.621,0.5705,nan,nan,0.015,0.015,15046.7354,2.1348,0.7017,0.4924,23.1669,1.0,1.0,-1241.031,83.5303,0.015,nan
1312.7304,4605.3877,4608377.5,nan,10.4421,10.4421,141.3961,0.0,nan,48.8942,0.6992,0.7048,0.9429,1312.7303,0.5735,nan,nan,0.0147,0.0147,15119.3477,2.1364,0.6992,0.4889,23.2282,1.0,1.0,-1241.1404,83.849,0.0147,nan
1312.7734,4617.0767,4617076.5,nan,10.4345,10.4345,141.2069,0.0,nan,48.5736,0.6991,0.7042,0.9418,1312.7733,0.5742,nan,nan,0.0147,0.0147,15147.8887,2.139,0.6991,0.4887,23.2404,1.0,1.0,-1241.1834,83.8456,0.0147,nan
1312.8828,4658.2388,4658025.0,nan,10.4152,10.4152,140.3847,0.0,nan,47.758,0.6986,0.7027,0.9392,1312.8828,0.576,nan,nan,0.0147,0.0147,15282.2354,2.1455,0.6986,0.4881,23.2714,1.0,1.0,-1241.2928,83.837,0.0147,nan
1312.9258,4674.1201,4674120.0,nan,10.4076,10.4076,140.0615,0.0,nan,47.4334,0.6993,0.7028,0.9389,1312.9258,0.5762,nan,nan,0.0147,0.0147,15335.04,2.1478,0.6993,0.489,23.2812,1.0,1.0,-1241.3358,83.7972,0.0147,nan
1313.0352,4709.75,4707732.0,nan,10.3882,10.3882,139.3903,0.0,nan,46.6076,0.701,0.7032,0.938,1313.0352,0.5768,nan,nan,0.0148,0.0148,15445.3145,2.1539,0.701,0.4914,23.3063,1.0,1.0,-1241.4452,83.696,0.0148,nan
1313.0782,4720.9429,4720943.0,nan,10.3889,10.3889,139.1265,0.0,nan,46.3142,0.7026,0.7043,0.938,1313.0781,0.5789,nan,nan,0.0146,0.0146,15488.6582,2.1549,0.7026,0.4936,23.3033,1.0,1.0,-1241.4882,83.9482,0.0146,nan
1313.1876,4737.2261,4735811.5,nan,10.3907,10.3907,138.8173,0.0,nan,45.5679,0.7066,0.7072,0.9379,1313.1876,0.5844,nan,nan,0.014,0.014,15537.4395,2.1575,0.7066,0.4993,23.2958,1.0,1.0,-1241.5975,84.59,0.014,nan
1313.2306,4741.6558,4741655.5,nan,10.3952,10.3952,138.6958,0.0,nan,45.4955,0.7095,0.7095,0.9396,1313.2306,0.5903,nan,nan,0.0133,0.0133,15556.6133,2.1576,0.7095,0.5034,23.2867,1.0,1.0,-1241.6405,85.3154,0.0133,nan
1313.34,4741.6641,4742233.5,nan,10.4065,10.4065,138.7163,0.0,nan,45.3115,0.7167,0.7152,0.944,1313.34,0.6052,nan,nan,0.0117,0.0117,15558.5078,2.158,0.7167,0.5136,23.2636,1.0,1.0,-1241.75,87.161,0.0117,nan
1313.383,4742.4604,4742460.5,nan,10.4072,10.4072,138.7244,0.0,nan,45.342,0.721,0.7186,0.9492,1313.3829,0.6127,nan,nan,0.0111,0.0112,15559.2529,2.1584,0.721,0.5199,23.2492,1.0,1.0,-1241.793,87.8229,0.0111,nan
1313.4924,4743.1025,4746064.5,nan,10.409,10.409,138.7854,0.0,nan,45.4194,0.732,0.7272,0.9626,1313.4924,0.6319,nan,nan,0.0095,0.01,15571.0781,2.1597,0.732,0.5358,23.2126,1.0,1.0,-1241.9023,89.507,0.0095,nan
1313.5354,4747.481,4747481.0,nan,10.397,10.397,138.8094,0.0,nan,45.8019,0.738,0.7319,0.9652,1313.5354,0.6374,nan,nan,0.0094,0.01,15575.7256,2.1621,0.738,0.5447,23.1914,1.0,1.0,-1241.9453,89.6715,0.0094,nan
1313.6448,4778.9653,4782835.5,nan,10.3666,10.3666,138.2791,0.0,nan,46.7752,0.7533,0.7439,0.972,1313.6448,0.6513,nan,nan,0.009,0.01,15691.7178,2.1681,0.7533,0.5674,23.1375,1.0,1.0,-1242.0548,90.09,0.009,nan
1313.6878,4796.7314,4796731.5,nan,10.3396,10.3396,138.0706,0.0,nan,47.145,0.761,0.7505,0.9756,1313.6877,0.6516,nan,nan,0.009,0.01,15737.3086,2.1729,0.761,0.5792,23.1069,1.0,1.0,-1242.0978,90.0674,0.009,nan
1313.7972,4865.1328,4868528.0,nan,10.2707,10.2707,136.8913,0.0,nan,48.0859,0.7805,0.7672,0.9848,1313.7972,0.6524,nan,nan,0.0091,0.01,15972.8613,2.185,0.7805,0.6092,23.0289,1.0,1.0,-1242.2072,90.01,0.0091,nan
1313.8402,4896.748,4896748.0,nan,10.2472,10.2472,136.4277,0.0,nan,48.3395,0.7891,0.7763,0.9886,1313.8402,0.6476,nan,nan,0.0095,0.0102,16065.4463,2.1918,0.7891,0.6229,22.9988,1.0,1.0,-1242.2501,89.5411,0.0095,nan
1313.9496,5000.3638,5001555.0,nan,10.1875,10.1875,134.6478,0.0,nan,48.9847,0.8109,0.7995,0.9983,1313.9496,0.6352,nan,nan,0.0106,0.0106,16409.3008,2.209,0.8109,0.6575,22.9223,1.0,1.0,-1242.3596,88.348,0.0106,nan
1313.9926,5042.7495,5042749.5,nan,10.1762,10.1762,133.9482,0.0,nan,48.7879,0.8186,0.8107,1.0091,1313.9926,0.6269,nan,nan,0.0117,0.0117,16544.4531,2.2161,0.8186,0.6702,22.8923,1.0,1.0,-1242.4026,87.1765,0.0117,nan
1314.102,5155.2612,5151870.5,nan,10.1474,10.1474,132.1003,0.0,nan,48.2873,0.8381,0.839,1.0367,1314.1019,0.6059,nan,nan,0.0144,0.0144,16902.4609,2.2343,0.8381,0.7024,22.8157,1.0,1.0,-1242.512,84.196,0.0144,nan
1314.145,5194.7607,5194760.5,nan,10.1464,10.1464,131.374,0.0,nan,48.0922,0.8432,0.8496,1.0524,1314.1449,0.5969,nan,nan,0.0155,0.0155,17043.1777,2.239,0.8432,0.711,22.8016,1.0,1.0,-1242.5549,82.9122,0.0155,nan
1314.2544,5252.5688,5243827.0,nan,10.144,10.144,130.6279,0.0,nan,47.5961,0.856,0.8765,1.0922,1314.2544,0.5739,nan,nan,0.0185,0.0185,17204.1582,2.2511,0.856,0.7328,22.7657,1.0,1.0,-1242.6644,79.646,0.0185,nan
1314.2974,5263.1133,5263113.0,nan,10.1528,10.1528,130.3347,0.0,nan,47.541,0.8575,0.8823,1.1067,1314.2974,0.5662,nan,nan,0.0193,0.0193,17267.4316,2.2505,0.8575,0.7354,22.7604,1.0,1.0,-1242.7074,78.7149,0.0193,nan
1314.4068,5213.0381,5202682.0,nan,10.1753,10.1753,131.5056,0.0,nan,47.4009,0.8613,0.8969,1.1437,1314.4067,0.5465,nan,nan,0.0215,0.0215,17069.166,2.2492,0.8613,0.7419,22.7469,1.0,1.0,-1242.8168,76.346,0.0215,nan
1314.4498,5178.9297,5178929.5,nan,10.2048,10.2048,131.9659,0.0,nan,47.844,0.8598,0.8951,1.1496,1314.4497,0.5424,nan,nan,0.0217,0.0217,16991.2383,2.2423,0.8598,0.7392,22.7462,1.0,1.0,-1242.8597,76.0881,0.0217,nan
1314.5592,5025.1777,5018782.5,nan,10.2798,10.2798,134.9394,0.0,nan,48.9712,0.8557,0.8905,1.1646,1314.5592,0.5318,nan,nan,0.0223,0.0223,16465.8223,2.2247,0.8557,0.7322,22.7444,1.0,1.0,-1242.9692,75.432,0.0223,nan
1314.6022,4955.8364,4955836.5,nan,10.3164,10.3164,136.1082,0.0,nan,49.8409,0.8521,0.8823,1.1648,1314.6022,0.5329,nan,nan,0.0218,0.0218,16259.3057,2.213,0.8521,0.7261,22.7498,1.0,1.0,-1243.0122,75.9924,0.0218,nan
1314.7116,4738.2661,4739445.5,nan,10.4097,10.4097,140.4439,0.0,nan,52.0535,0.843,0.8615,1.1655,1314.7115,0.5356,nan,nan,0.0205,0.0205,15549.3623,2.1833,0.843,0.7106,22.7636,1.0,1.0,-1243.1216,77.418,0.0205,nan
1314.7546,4654.3921,4654392.5,nan,10.4344,10.4344,142.1481,0.0,nan,53.192,0.838,0.8506,1.1545,1314.7545,0.5411,nan,nan,0.0195,0.0195,15270.3164,2.1706,0.838,0.7023,22.7796,1.0,1.0,-1243.1646,78.5745,0.0195,nan
1314.864,4452.2974,4459390.5,nan,10.4971,10.4971,146.4017,0.0,nan,56.0888,0.8253,0.8227,1.1265,1314.864,0.5553,nan,nan,0.0168,0.0168,14630.5469,2.1385,0.8253,0.6812,22.8203,1.0,1.0,-1243.274,81.517,0.0168,nan
1314.907,4382.7446,4382744.5,nan,10.5102,10.5102,148.0736,0.0,nan,56.9689,0.8191,0.8121,1.1083,1314.907,0.5624,nan,nan,0.0157,0.0157,14379.083,2.1292,0.8191,0.6709,22.8403,1.0,1.0,-1243.317,82.7353,0.0157,nan
1315.0164,4253.6616,4262241.5,nan,10.5435,10.5435,150.8593,0.0,nan,59.2083,0.8031,0.7852,1.062,1315.0164,0.5804,nan,nan,0.0129,0.0129,13983.7314,2.1053,0.8031,0.6449,22.891,1.0,1.0,-1243.4264,85.835,0.0129,nan
1315.0594,4214.8774,4214877.5,nan,10.5528,10.5528,151.9543,0.0,nan,59.5667,0.7959,0.7764,1.0476,1315.0593,0.5867,nan,nan,0.012,0.0121,13828.3379,2.1013,0.7959,0.6336,22.9126,1.0,1.0,-1243.4694,86.752,0.012,nan
1315.1688,4175.1724,4181617.5,nan,10.5765,10.5765,152.6463,0.0,nan,60.4786,0.7776,0.7541,1.0107,1315.1688,0.6025,nan,nan,0.0099,0.01,13719.2178,2.091,0.7776,0.6047,22.9674,1.0,1.0,-1243.5787,89.085,0.0099,nan
1315.2118,4168.5444,4168544.5,nan,10.5674,10.5674,152.9183,0.0,nan,60.2173,0.7706,0.7476,1.0045,1315.2118,0.6062,nan,nan,0.0097,0.01,13676.3271,2.0914,0.7706,0.5939,22.9807,1.0,1.0,-1243.6217,89.3533,0.0097,nan
1315.3212,4196.7012,4199560.0,nan,10.5441,10.5441,151.9664,0.0,nan,59.5524,0.7528,0.7313,0.9889,1315.3212,0.6157,nan,nan,0.0091,0.01,13778.085,2.0924,0.7528,0.5666,23.0146,1.0,1.0,-1243.7312,90.036,0.0091,nan
1315.3642,4211.751,4211751.0,nan,10.5245,10.5245,151.5922,0.0,nan,58.8225,0.7473,0.7274,0.9856,1315.3641,0.6161,nan,nan,0.0091,0.01,13818.0811,2.0947,0.7473,0.5585,23.0114,1.0,1.0,-1243.7742,90.0402,0.0091,nan
1315.4736,4276.377,4276301.5,nan,10.4744,10.4744,149.7244,0.0,nan,56.9654,0.7333,0.7176,0.9772,1315.4736,0.617,nan,nan,0.009,0.01,14029.8613,2.1006,0.7333,0.5378,23.0031,1.0,1.0,-1243.8835,90.051,0.009,nan
1315.5166,4301.6733,4301673.5,nan,10.4586,10.4586,148.9903,0.0,nan,56.4252,0.7303,0.7165,0.9774,1315.5166,0.615,nan,nan,0.0092,0.01,14113.1025,2.1027,0.7303,0.5334,22.9925,1.0,1.0,-1243.9265,89.8329,0.0092,nan
1315.626,4359.0527,4357262.0,nan,10.4183,10.4183,147.3965,0.0,nan,55.0506,0.7226,0.7136,0.9779,1315.626,0.6097,nan,nan,0.0098,0.01,14295.4785,2.108,0.7226,0.5221,22.9654,1.0,1.0,-1244.036,89.278,0.0098,nan
1315.669,4379.1108,4379111.0,nan,10.4222,10.4222,146.7701,0.0,nan,54.9442,0.7221,0.7149,0.985,1315.6689,0.6065,nan,nan,0.0101,0.0103,14367.1621,2.1087,0.7221,0.5214,22.9445,1.0,1.0,-1244.079,88.8725,0.0101,nan
1315.7784,4406.1362,4404002.0,nan,10.4321,10.4321,145.993,0.0,nan,54.6735,0.7208,0.7182,1.0029,1315.7784,0.5982,nan,nan,0.011,0.011,14448.8262,2.1105,0.7208,0.5196,22.8911,1.0,1.0,-1244.1884,87.841,0.011,nan
1315.8214,4413.7856,4413785.5,nan,10.4656,10.4656,145.6876,0.0,nan,55.1354,0.7223,0.7211,1.0132,1315.8214,0.595,nan,nan,0.0114,0.0114,14480.9238,2.1097,0.7223,0.5217,22.8627,1.0,1.0,-1244.2313,87.4767,0.0114,nan
1315.9308,4412.5869,4410738.0,nan,10.5507,10.5507,145.5938,0.0,nan,56.3107,0.7261,0.7288,1.0393,1315.9308,0.587,nan,nan,0.0122,0.0122,14470.9248,2.1078,0.7261,0.5272,22.7906,1.0,1.0,-1244.3408,86.55,0.0122,nan
1315.9738,4409.54,4409540.0,nan,10.5939,10.5939,145.5569,0.0,nan,56.6529,0.7287,0.7326,1.045,1315.9738,0.5844,nan,nan,0.0125,0.0125,14466.9941,2.1058,0.7287,0.5311,22.7673,1.0,1.0,-1244.3838,86.2808,0.0125,nan
1316.0832,4380.7446,4379008.0,nan,10.7038,10.7038,146.1615,0.0,nan,57.5235,0.7354,0.7422,1.0595,1316.0831,0.5778,nan,nan,0.0131,0.0131,14366.8232,2.1007,0.7354,0.5408,22.7081,1.0,1.0,-1244.4932,85.596,0.0131,nan
1316.1262,4367.0068,4367007.0,nan,10.7256,10.7256,146.3992,0.0,nan,57.5084,0.7383,0.746,1.0665,1316.1261,0.5759,nan,nan,0.0132,0.0132,14327.4502,2.0975,0.7383,0.5451,22.6957,1.0,1.0,-1244.5361,85.4281,0.0132,nan
1316.2356,4331.5806,4330315.5,nan,10.7811,10.7811,147.0267,0.0,nan,57.4701,0.7457,0.7556,1.0844,1316.2356,0.5712,nan,nan,0.0136,0.0136,14207.0713,2.0894,0.7457,0.5561,22.6643,1.0,1.0,-1244.6456,85.001,0.0136,nan
1316.2786,4315.8936,4315893.5,nan,10.7991,10.7991,147.2734,0.0,nan,57.1593,0.7482,0.7586,1.0866,1316.2786,0.57,nan,nan,0.0137,0.0137,14159.7559,2.0854,0.7482,0.5597,22.6611,1.0,1.0,-1244.6886,84.9403,0.0137,nan
1316.388,4282.3013,4282472.5,nan,10.8448,10.8448,147.6909,0.0,nan,56.3686,0.7544,0.7663,1.0922,1316.3879,0.5671,nan,nan,0.0138,0.0138,14050.1064,2.075,0.7544,0.5691,22.6529,1.0,1.0,-1244.798,84.786,0.0138,nan
1316.431,4269.3359,4269336.0,nan,10.8426,10.8426,147.855,0.0,nan,56.2486,0.7558,0.768,1.0857,1316.4309,0.5677,nan,nan,0.0137,0.0137,14007.0078,2.071,0.7558,0.5713,22.6668,1.0,1.0,-1244.8409,84.9669,0.0137,nan
1316.5404,4249.3301,4251299.5,nan,10.837,10.837,147.8241,0.0,nan,55.943,0.7594,0.7723,1.0693,1316.5404,0.5693,nan,nan,0.0132,0.0132,13947.834,2.0609,0.7594,0.5767,22.7022,1.0,1.0,-1244.9504,85.427,0.0132,nan
1316.5834,4244.2104,4244210.5,nan,10.8011,10.8011,147.8119,0.0,nan,56.1741,0.7595,0.7722,1.0593,1316.5834,0.572,nan,nan,0.0129,0.0129,13924.5752,2.0582,0.7595,0.5769,22.7269,1.0,1.0,-1244.9934,85.8508,0.0129,nan
1316.6928,4234.0425,4237062.0,nan,10.7096,10.7096,147.6811,0.0,nan,56.7619,0.7599,0.7719,1.0339,1316.6927,0.5787,nan,nan,0.0119,0.0119,13901.123,2.0515,0.7599,0.5774,22.7896,1.0,1.0,-1245.1028,86.929,0.0119,nan
1316.7358,4234.2524,4234252.5,nan,10.6705,10.6705,147.6297,0.0,nan,57.2166,0.7589,0.7701,1.027,1316.7357,0.5831,nan,nan,0.0113,0.0113,13891.9053,2.0509,0.7589,0.576,22.8233,1.0,1.0,-1245.1458,87.5128,0.0113,nan
1316.8452,4243.0669,4245583.0,nan,10.5709,10.5709,147.2111,0.0,nan,58.3734,0.7566,0.7656,1.0092,1316.8452,0.5942,nan,nan,0.01,0.01,13929.0781,2.0493,0.7566,0.5724,22.909,1.0,1.0,-1245.2551,88.998,0.01,nan
1316.8882,4250.0366,4250036.5,nan,10.5522,10.5522,147.0466,0.0,nan,58.5579,0.7551,0.7627,1.0023,1316.8882,0.5981,nan,nan,0.0098,0.01,13943.6895,2.0504,0.7551,0.5702,22.9466,1.0,1.0,-1245.2981,89.2689,0.0098,nan
1316.9976,4253.6455,4254606.0,nan,10.5046,10.5046,147.1173,0.0,nan,59.0274,0.7513,0.7553,0.9847,1316.9976,0.6083,nan,nan,0.0091,0.01,13958.6797,2.0531,0.7513,0.5645,23.0423,1.0,1.0,-1245.4076,89.958,0.0091,nan
1317.0406,4256.4019,4256402.0,nan,10.4943,10.4943,147.1451,0.0,nan,58.8423,0.7497,0.7524,0.9804,1317.0405,0.6097,nan,nan,0.0091,0.01,13964.5723,2.0548,0.7497,0.5621,23.0852,1.0,1.0,-1245.4506,89.9933,0.0091,nan
1317.15,4265.772,4265512.0,nan,10.4683,10.4683,147.1342,0.0,nan,58.3715,0.7458,0.7448,0.9694,1317.15,0.6133,nan,nan,0.009,0.01,13994.4609,2.0592,0.7458,0.5561,23.1942,1.0,1.0,-1245.5599,90.083,0.009,nan
1317.193,4269.0923,4269092.5,nan,10.4761,10.4761,147.13,0.0,nan,58.0787,0.7445,0.7426,0.9671,1317.193,0.6114,nan,nan,0.0091,0.01,14006.209,2.0607,0.7445,0.5543,23.2283,1.0,1.0,-1245.6029,90.0302,0.0091,nan
1317.3024,4277.9487,4277521.5,nan,10.496,10.496,147.1052,0.0,nan,57.3336,0.7413,0.7369,0.9612,1317.3024,0.6068,nan,nan,0.0092,0.01,14033.8633,2.0647,0.7413,0.5495,23.3152,1.0,1.0,-1245.7124,89.896,0.0092,nan
1317.3454,4280.8345,4280834.5,nan,10.5163,10.5163,147.0954,0.0,nan,57.2076,0.7404,0.7358,0.9585,1317.3453,0.6041,nan,nan,0.0095,0.01,14044.7334,2.0659,0.7404,0.5482,23.3425,1.0,1.0,-1245.7554,89.6068,0.0095,nan
1317.4548,4293.9419,4294298.5,nan,10.5681,10.5681,146.8732,0.0,nan,56.887,0.7383,0.733,0.9515,1317.4548,0.5971,nan,nan,0.0101,0.0101,14088.9053,2.0691,0.7383,0.5451,23.4121,1.0,1.0,-1245.8647,88.871,0.0101,nan
1317.4978,4299.5903,4299590.5,nan,10.586,10.586,146.7858,0.0,nan,56.9339,0.7379,0.7331,0.9509,1317.4978,0.5959,nan,nan,0.0103,0.0103,14106.2676,2.0706,0.7379,0.5445,23.4344,1.0,1.0,-1245.9077,88.6944,0.0103,nan
1317.6072,4319.4614,4320631.5,nan,10.6317,10.6317,146.378,0.0,nan,57.0532,0.7369,0.7333,0.9492,1317.6072,0.5928,nan,nan,0.0107,0.0107,14175.2998,2.0744,0.7369,0.543,23.4911,1.0,1.0,-1246.0172,88.245,0.0107,nan
1317.6502,4328.9014,4328901.5,nan,10.6575,10.6575,146.2177,0.0,nan,57.1776,0.7369,0.7343,0.9494,1317.6501,0.5938,nan,nan,0.0106,0.0106,14202.4326,2.0766,0.7369,0.543,23.504,1.0,1.0,-1246.0602,88.3364,0.0106,nan
1317.7596,4367.5986,4368531.5,nan,10.7231,10.7231,145.323,0.0,nan,57.4943,0.737,0.7369,0.9498,1317.7596,0.5964,nan,nan,0.0104,0.0104,14332.4521,2.0824,0.737,0.5431,23.5368,1.0,1.0,-1246.1696,88.569,0.0104,nan
1317.8026,4384.1084,4384108.0,nan,10.7364,10.7364,144.9713,0.0,nan,57.4231,0.7375,0.7386,0.9525,1317.8026,0.5987,nan,nan,0.0102,0.0103,14383.5566,2.0852,0.7375,0.5439,23.5427,1.0,1.0,-1246.2125,88.7812,0.0102,nan
1317.912,4427.7744,4427856.0,nan,10.7704,10.7704,144.0343,0.0,nan,57.242,0.7387,0.7428,0.9593,1317.912,0.6044,nan,nan,0.0097,0.01,14527.0869,2.0924,0.7387,0.5458,23.5578,1.0,1.0,-1246.322,89.321,0.0097,nan
1317.955,4445.0513,4445051.5,nan,10.7618,10.7618,143.666,0.0,nan,57.0443,0.7397,0.7447,0.963,1317.955,0.6068,nan,nan,0.0096,0.01,14583.502,2.0952,0.7397,0.5472,23.5587,1.0,1.0,-1246.365,89.4951,0.0096,nan
1318.0644,4492.5249,4492483.0,nan,10.7401,10.7401,142.63,0.0,nan,56.5413,0.7421,0.7495,0.9725,1318.0643,0.6129,nan,nan,0.0092,0.01,14739.1182,2.1023,0.7421,0.5508,23.5609,1.0,1.0,-1246.4744,89.938,0.0092,nan
1318.1074,4511.126,4511126.0,nan,10.7209,10.7209,142.2228,0.0,nan,56.1507,0.7434,0.7514,0.9765,1318.1073,0.6148,nan,nan,0.0091,0.01,14800.2832,2.1049,0.7434,0.5526,23.5483,1.0,1.0,-1246.5173,89.9809,0.0091,nan
1318.2168,4552.835,4552859.0,nan,10.672,10.672,141.3759,0.0,nan,55.1571,0.7466,0.756,0.9866,1318.2168,0.6196,nan,nan,0.009,0.01,14937.2021,2.1117,0.7466,0.5574,23.5162,1.0,1.0,-1246.6268,90.09,0.009,nan
1318.2598,4569.2627,4569262.5,nan,10.6472,10.6472,141.0431,0.0,nan,54.7899,0.7479,0.7575,0.988,1318.2598,0.6209,nan,nan,0.009,0.01,14991.0186,2.1144,0.7479,0.5594,23.4836,1.0,1.0,-1246.6698,90.09,0.009,nan
1318.3692,4599.48,4599577.5,nan,10.5842,10.5842,140.5598,0.0,nan,53.8558,0.7513,0.7612,0.9916,1318.3691,0.6242,nan,nan,0.009,0.01,15090.4775,2.1211,0.7513,0.5645,23.4008,1.0,1.0,-1246.7792,90.09,0.009,nan
1318.4122,4611.4932,4611493.0,nan,10.5524,10.5524,140.3699,0.0,nan,53.6004,0.7525,0.7622,0.9929,1318.4121,0.6245,nan,nan,0.009,0.01,15129.5703,2.1237,0.7525,0.5663,23.3889,1.0,1.0,-1246.8221,90.0829,0.009,nan
1318.5216,4632.5845,4632142.0,nan,10.4717,10.4717,140.1772,0.0,nan,52.9506,0.7555,0.7647,0.9963,1318.5216,0.625,nan,nan,0.009,0.01,15197.3154,2.1305,0.7555,0.5708,23.3585,1.0,1.0,-1246.9316,90.065,0.009,nan
1318.5646,4640.2578,4640258.0,nan,10.461,10.461,140.1014,0.0,nan,52.9331,0.7564,0.7653,0.9973,1318.5646,0.6238,nan,nan,0.0092,0.01,15223.9434,2.1329,0.7564,0.5721,23.3762,1.0,1.0,-1246.9746,89.9245,0.0092,nan
1318.674,4660.5259,4658136.0,nan,10.4339,10.4339,139.8874,0.0,nan,52.8886,0.7587,0.7667,0.9998,1318.674,0.6208,nan,nan,0.0095,0.01,15282.5986,2.1389,0.7587,0.5756,23.4211,1.0,1.0,-1247.084,89.567,0.0095,nan
1318.717,4665.1631,4665163.0,nan,10.4427,10.4427,139.8033,0.0,nan,52.9331,0.7594,0.767,0.9978,1318.7169,0.6192,nan,nan,0.0097,0.01,15305.6533,2.1398,0.7594,0.5767,23.4512,1.0,1.0,-1247.127,89.3622,0.0097,nan
1318.8264,4674.3394,4670769.5,nan,10.4652,10.4652,139.6683,0.0,nan,53.0462,0.7614,0.7678,0.9929,1318.8264,0.615,nan,nan,0.0101,0.0101,15324.0479,2.1419,0.7614,0.5797,23.528,1.0,1.0,-1247.2363,88.841,0.0101,nan
1318.8694,4672.9736,4672973.5,nan,10.4751,10.4751,139.6153,0.0,nan,53.2496,0.7622,0.7682,0.9924,1318.8694,0.6137,nan,nan,0.0102,0.0102,15331.2783,2.1405,0.7622,0.5809,23.562,1.0,1.0,-1247.2793,88.7231,0.0102,nan
1318.9788,4667.4917,4665251.5,nan,10.5,10.5,139.5402,0.0,nan,53.7672,0.7642,0.769,0.9911,1318.9788,0.6105,nan,nan,0.0105,0.0105,15305.9424,2.1368,0.7642,0.584,23.6485,1.0,1.0,-1247.3888,88.423,0.0105,nan
1319.0218,4662.2158,4662216.0,nan,10.5263,10.5263,139.5107,0.0,nan,54.1075,0.7652,0.7696,0.9948,1319.0217,0.6082,nan,nan,0.0107,0.0107,15295.9834,2.134,0.7652,0.5855,23.7057,1.0,1.0,-1247.4318,88.23,0.0107,nan
1319.1312,4651.2803,4651768.0,nan,10.593,10.593,139.3607,0.0,nan,54.9733,0.7677,0.771,1.0043,1319.1312,0.6026,nan,nan,0.0111,0.0111,15261.7061,2.1267,0.7677,0.5894,23.851,1.0,1.0,-1247.5411,87.739,0.0111,nan
1319.1742,4647.6616,4647661.5,nan,10.6216,10.6216,139.3018,0.0,nan,55.5096,0.769,0.7719,1.0069,1319.1742,0.5989,nan,nan,0.0115,0.0115,15248.2334,2.1241,0.769,0.5914,23.9254,1.0,1.0,-1247.5841,87.3767,0.0115,nan
1319.2836,4643.0229,4645694.5,nan,10.6945,10.6945,139.0145,0.0,nan,56.8741,0.7722,0.7743,1.0135,1319.2836,0.5897,nan,nan,0.0123,0.0123,15241.7793,2.1176,0.7722,0.5964,24.1147,1.0,1.0,-1247.6936,86.455,0.0123,nan
1319.3266,4644.9214,4644921.5,nan,10.7058,10.7058,138.9016,0.0,nan,57.2999,0.7737,0.7756,1.0153,1319.3265,0.5872,nan,nan,0.0126,0.0126,15239.2432,2.1168,0.7737,0.5987,24.1749,1.0,1.0,-1247.7366,86.1884,0.0126,nan
1319.436,4652.1313,4655863.0,nan,10.7344,10.7344,138.5438,0.0,nan,58.3832,0.7775,0.7791,1.0198,1319.436,0.5808,nan,nan,0.0132,0.0132,15275.1416,2.1146,0.7775,0.6045,24.3281,1.0,1.0,-1247.8459,85.51,0.0132,nan
1319.479,4660.1636,4660163.5,nan,10.7287,10.7287,138.4032,0.0,nan,58.5237,0.779,0.7809,1.024,1319.479,0.5816,nan,nan,0.0131,0.0131,15289.251,2.1161,0.779,0.6069,24.3781,1.0,1.0,-1247.8889,85.5656,0.0131,nan
1319.5884,4682.1855,4684830.5,nan,10.7144,10.7144,138.0008,0.0,nan,58.881,0.7829,0.7855,1.0346,1319.5884,0.5835,nan,nan,0.013,0.013,15370.1797,2.1199,0.7829,0.6129,24.5054,1.0,1.0,-1247.9984,85.707,0.013,nan
