DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1364.342,5215.5562,5215556.0,nan,9.4488,9.4488,1.0566,133.6752,0.0,nan,68.8298,0.926,0.9319,1364.342,0.5189,-620.4044,nan,0.066,0.0358,0.0358,17111.4043,2.2874,1.0566,1.1164,265.2677,1.0,1.0,-1285.8519,60.673,0.0358,1.0
1364.4944,5477.1538,5477153.5,nan,9.3524,9.3524,1.0651,129.6218,0.0,nan,68.8784,0.9453,0.9478,1364.4944,0.5006,-620.478,nan,0.0855,0.0366,0.0366,17969.6641,2.3293,1.0651,1.1344,264.479,1.0,1.0,-1286.0044,59.726,0.0366,1.0
1364.6468,5772.6289,5772628.5,nan,9.2987,9.2987,1.0844,124.9243,0.0,nan,70.884,0.9982,0.9901,1364.6467,0.4924,-620.5515,nan,0.0962,0.0369,0.0369,18939.0703,2.3659,1.0844,1.1759,263.011,1.0,1.0,-1286.1567,59.439,0.0369,1.0
1364.7992,5989.5781,5989578.5,nan,9.2656,9.2656,1.1855,120.8696,0.0,nan,74.1181,1.1012,1.1046,1364.7992,0.4906,-620.625,nan,0.0992,0.0371,0.0371,19650.8477,2.3752,1.1855,1.4055,261.0229,1.0,1.0,-1286.3092,59.216,0.0371,1.0
1364.9516,6146.3916,6146392.0,nan,9.2479,9.2479,1.4306,117.3028,0.0,nan,77.1215,1.2503,1.2824,1364.9515,0.4902,-620.6985,nan,0.0969,0.0371,0.0371,20165.3281,2.3654,1.4306,2.0466,259.1477,1.0,1.0,-1286.4615,59.249,0.0371,1.0
1365.104,6281.2661,6281266.0,nan,9.2357,9.2357,1.7556,113.9766,0.0,nan,78.6089,1.4147,1.4615,1365.104,0.4925,-620.7721,nan,0.0861,0.0362,0.0362,20607.8281,2.3488,1.7556,3.0821,257.4424,1.0,1.0,-1286.614,60.171,0.0362,1.0
1365.2564,6267.6431,6267643.5,nan,9.2657,9.2657,2.0185,112.8262,0.0,nan,77.8113,1.5891,1.6356,1365.2563,0.5033,-620.8456,nan,0.0653,0.0345,0.0345,20563.1348,2.3201,2.0185,4.0745,256.6025,1.0,1.0,-1286.7664,62.092,0.0345,1.0
1365.4088,6039.9834,6039983.5,nan,9.3811,9.3811,2.2963,115.3727,0.0,nan,74.5024,1.7814,1.8179,1365.4088,0.5228,-620.9191,nan,0.0446,0.0326,0.0326,19816.2188,2.2863,2.2963,5.2728,257.3661,1.0,1.0,-1286.9188,64.117,0.0326,1.0
1365.5612,5730.0298,5730030.0,nan,9.5057,9.5057,2.7321,120.2773,0.0,nan,70.5054,1.9473,1.9988,1365.5612,0.5416,-620.9927,nan,0.032,0.0314,0.0314,18799.3105,2.2611,2.7321,7.4646,258.9187,1.0,1.0,-1287.0712,65.407,0.0314,1.0
1365.7136,5504.8052,5504805.0,nan,9.5054,9.5054,3.0167,125.2127,0.0,nan,67.8169,1.9103,1.9875,1365.7136,0.5511,-621.0662,nan,0.0279,0.0309,0.0309,18060.3848,2.2614,3.0167,9.1002,260.8267,1.0,1.0,-1287.2236,66.01,0.0309,1.0
1365.866,5458.5259,5458526.0,nan,9.3584,9.3584,2.655,127.7479,0.0,nan,66.7274,1.5765,1.6018,1365.866,0.5518,-621.1397,nan,0.029,0.0305,0.0305,17908.5488,2.2878,2.655,7.0492,262.8171,1.0,1.0,-1287.376,66.403,0.0305,1.0
1366.0184,5577.7759,5577775.5,nan,9.2058,9.2058,1.7879,127.0627,0.0,nan,67.2022,1.2495,1.2351,1366.0184,0.5498,-621.2133,nan,0.0301,0.0298,0.0298,18299.7891,2.3252,1.7879,3.1967,263.8111,1.0,1.0,-1287.5284,67.214,0.0298,1.0
1366.1708,5735.4761,5735476.0,nan,9.1414,9.1414,1.2885,125.2972,0.0,nan,68.4446,1.1387,1.1352,1366.1708,0.5528,-621.2868,nan,0.0264,0.0282,0.0282,18817.1797,2.3577,1.2885,1.6603,264.0485,1.0,1.0,-1287.6808,68.95,0.0282,1.0
1366.3232,5807.2344,5807234.5,nan,9.1423,9.1423,1.2215,124.3725,0.0,nan,69.4702,1.1834,1.2041,1366.3232,0.5662,-621.3603,nan,0.0184,0.0259,0.0259,19052.6055,2.3696,1.2215,1.492,264.3076,1.0,1.0,-1287.8331,71.499,0.0259,1.0
1366.4756,5754.104,5754104.0,nan,9.1461,9.1461,1.3266,124.5531,0.0,nan,70.0107,1.2548,1.3073,1366.4756,0.5877,-621.4338,nan,0.0103,0.0232,0.0232,18878.2949,2.3514,1.3266,1.7598,264.2762,1.0,1.0,-1287.9856,74.493,0.0232,1.0
1366.628,5620.9282,5620928.0,nan,9.1446,9.1446,1.5028,126.1528,0.0,nan,70.15,1.2911,1.3387,1366.6279,0.6126,-621.5074,nan,0.0052,0.0206,0.0206,18441.3652,2.3264,1.5028,2.2584,264.3325,1.0,1.0,-1288.1379,77.314,0.0206,1.0
1366.7804,5431.1768,5431177.0,nan,9.1548,9.1548,1.5399,129.1488,0.0,nan,69.9604,1.2807,1.3063,1366.7804,0.6353,-621.5809,nan,0.0027,0.0187,0.0187,17818.8223,2.3013,1.5399,2.3712,264.8618,1.0,1.0,-1288.2904,79.443,0.0187,1.0
1366.9328,5184.0815,5184082.0,nan,9.2148,9.2148,1.5336,133.1021,0.0,nan,68.9158,1.2656,1.2817,1366.9327,0.6535,-621.6544,nan,0.0016,0.018,0.018,17008.1426,2.2638,1.5336,2.3519,265.2116,1.0,1.0,-1288.4427,80.25,0.018,1.0
1367.0852,4967.0762,4967076.0,nan,9.3513,9.3513,1.516,136.6817,0.0,nan,67.0334,1.2556,1.2738,1367.0852,0.6612,-621.728,nan,0.0014,0.0186,0.0186,16296.1816,2.2274,1.516,2.2983,265.7145,1.0,1.0,-1288.5952,79.491,0.0186,1.0
1367.2376,4851.2935,4851293.5,nan,9.5928,9.5928,1.5137,138.2638,0.0,nan,65.8704,1.2025,1.2248,1367.2375,0.6558,-621.8015,nan,0.0019,0.0207,0.0207,15916.3174,2.2006,1.5137,2.2914,266.6314,1.0,1.0,-1288.7476,77.265,0.0207,1.0
1367.39,4901.3311,4901331.0,nan,9.8677,9.8677,1.3843,136.6663,0.0,nan,65.9346,1.1225,1.1165,1367.39,0.6372,-621.8751,nan,0.0042,0.0237,0.0237,16080.4834,2.1977,1.3843,1.9163,267.1305,1.0,1.0,-1288.9,73.894,0.0237,1.0
1367.5424,5098.9204,5098920.5,nan,10.0018,10.0018,1.2063,132.3961,0.0,nan,66.2579,1.0524,1.0286,1367.5424,0.609,-621.9485,nan,0.0101,0.0272,0.0272,16728.7422,2.2148,1.2063,1.4551,267.2621,1.0,1.0,-1289.0524,70.088,0.0272,1.0
1367.6948,5348.3594,5348359.5,nan,9.8841,9.8841,1.0988,127.4466,0.0,nan,66.6403,1.0215,0.9965,1367.6948,0.5779,-622.0221,nan,0.0212,0.0302,0.0302,17547.1113,2.2363,1.0988,1.2074,267.0864,1.0,1.0,-1289.2048,66.761,0.0302,1.0
1367.8472,5558.3794,5558379.5,nan,9.6317,9.6317,1.0641,123.3594,0.0,nan,66.7119,1.068,1.0384,1367.8472,0.5528,-622.0956,nan,0.0341,0.0324,0.0324,18236.1523,2.2496,1.0641,1.1324,266.1084,1.0,1.0,-1289.3572,64.389,0.0324,1.0
1367.9996,5653.7173,5653717.5,nan,9.4482,9.4482,1.1776,121.0889,0.0,nan,66.0071,1.2023,1.1802,1367.9996,0.5373,-622.1691,nan,0.0421,0.0333,0.0333,18548.9414,2.2461,1.1776,1.3868,265.0358,1.0,1.0,-1289.5096,63.341,0.0333,1.0
1368.152,5672.5967,5672597.0,nan,9.3778,9.3778,1.4213,120.8116,0.0,nan,64.8859,1.375,1.364,1368.152,0.5319,-622.2427,nan,0.0425,0.0331,0.0331,18610.8828,2.2484,1.4213,2.02,264.3393,1.0,1.0,-1289.662,63.613,0.0331,1.0
1368.3044,5623.3882,5623388.5,nan,9.3306,9.3306,1.6441,122.181,0.0,nan,63.568,1.4981,1.4814,1368.3044,0.5359,-622.3162,nan,0.0377,0.0322,0.0322,18449.4375,2.2542,1.6441,2.7032,263.8134,1.0,1.0,-1289.8143,64.571,0.0322,1.0
1368.4568,5493.541,5493541.0,nan,9.3094,9.3094,1.7792,124.9945,0.0,nan,62.0857,1.5633,1.535,1368.4568,0.5447,-622.3898,nan,0.0325,0.0316,0.0316,18023.4297,2.2528,1.7792,3.1657,264.0919,1.0,1.0,-1289.9668,65.256,0.0316,1.0
1368.6092,5324.6382,5324638.5,nan,9.385,9.385,1.8332,128.7958,0.0,nan,61.46,1.6475,1.6377,1368.6091,0.5504,-622.4633,nan,0.0308,0.0318,0.0318,17469.2852,2.25,1.8332,3.3608,265.131,1.0,1.0,-1290.1191,65.079,0.0318,1.0
1368.7616,5180.9668,5180966.5,nan,9.6,9.6,1.9379,132.2091,0.0,nan,62.4843,1.7037,1.7313,1368.7616,0.5486,-622.5368,nan,0.0337,0.0326,0.0326,16997.9219,2.2473,1.9379,3.7554,266.1808,1.0,1.0,-1290.2716,64.101,0.0326,1.0
1368.914,5115.9038,5115903.5,nan,9.8263,9.8263,1.9428,133.6176,0.0,nan,64.4715,1.5845,1.616,1368.9139,0.5396,-622.6104,nan,0.0407,0.0337,0.0337,16784.4609,2.2427,1.9428,3.7744,267.3703,1.0,1.0,-1290.424,62.921,0.0337,1.0
1369.0664,5200.1211,5200121.0,nan,9.8141,9.8141,1.7252,132.0527,0.0,nan,66.986,1.3443,1.3505,1369.0664,0.5277,-622.6839,nan,0.0504,0.0345,0.0345,17060.7656,2.2529,1.7252,2.9764,268.3649,1.0,1.0,-1290.5764,62.058,0.0345,1.0
1369.2188,5453.3926,5453392.5,nan,9.5177,9.5177,1.407,127.8559,0.0,nan,69.6062,1.1559,1.1398,1369.2188,0.5171,-622.7574,nan,0.0602,0.0348,0.0348,17891.709,2.2876,1.407,1.9796,268.2977,1.0,1.0,-1290.7288,61.751,0.0348,1.0
1369.3712,5754.4468,5754447.0,nan,9.2562,9.2562,1.1856,123.5102,0.0,nan,71.4738,1.0891,1.078,1369.3712,0.5112,-622.8309,nan,0.0656,0.0345,0.0345,18879.4199,2.3318,1.1856,1.4057,267.6786,1.0,1.0,-1290.8812,62.034,0.0345,1.0
1369.5236,5964.1909,5964191.0,nan,9.1739,9.1739,1.1871,121.3698,0.0,nan,72.896,1.1504,1.1783,1369.5236,0.5114,-622.9045,nan,0.0646,0.0338,0.0338,19567.5547,2.3749,1.1871,1.4092,266.7168,1.0,1.0,-1291.0336,62.81,0.0338,1.0
1369.676,5982.8477,5982847.5,nan,9.1853,9.1853,1.3595,121.6398,0.0,nan,74.1015,1.2948,1.3394,1369.676,0.5177,-622.978,nan,0.0549,0.0325,0.0325,19628.7656,2.3876,1.3595,1.8482,265.1791,1.0,1.0,-1291.186,64.257,0.0325,1.0
1369.8284,5841.6484,5841648.0,nan,9.2039,9.2039,1.6037,123.2558,0.0,nan,74.4348,1.4381,1.4705,1369.8284,0.5317,-623.0515,nan,0.0385,0.0304,0.0304,19165.5117,2.3623,1.6037,2.572,264.0532,1.0,1.0,-1291.3384,66.557,0.0304,1.0
1369.9808,5647.2109,5647211.0,nan,9.2198,9.2198,1.871,125.604,0.0,nan,73.4047,1.5314,1.5691,1369.9808,0.553,-623.1251,nan,0.0234,0.0279,0.0279,18527.5957,2.3271,1.871,3.5006,263.8442,1.0,1.0,-1291.4908,69.268,0.0279,1.0
1370.1332,5436.0391,5436039.0,nan,9.2417,9.2417,2.0966,128.6896,0.0,nan,71.1494,1.5549,1.5962,1370.1332,0.5766,-623.1986,nan,0.0143,0.0261,0.0261,17834.7734,2.2951,2.0966,4.3957,263.9925,1.0,1.0,-1291.6432,71.326,0.0261,1.0
1370.2856,5273.7686,5273768.5,nan,9.3164,9.3164,2.1267,131.5564,0.0,nan,68.9017,1.4693,1.5032,1370.2856,0.593,-623.2721,nan,0.0109,0.0255,0.0255,17302.3906,2.2762,2.1267,4.523,264.7577,1.0,1.0,-1291.7955,71.931,0.0255,1.0
1370.438,5185.1904,5185190.5,nan,9.4002,9.4002,1.8753,133.0396,0.0,nan,67.526,1.3427,1.3731,1370.438,0.5965,-623.3456,nan,0.0108,0.0259,0.0259,17011.7793,2.2632,1.8753,3.5168,265.9139,1.0,1.0,-1291.948,71.547,0.0259,1.0
1370.5904,5183.5947,5183595.0,nan,9.4064,9.4064,1.5709,132.8771,0.0,nan,67.3233,1.2223,1.2494,1370.5903,0.5919,-623.4192,nan,0.0118,0.026,0.026,17006.5449,2.2598,1.5709,2.4676,266.3766,1.0,1.0,-1292.1003,71.35,0.026,1.0
1370.7428,5261.2485,5261248.5,nan,9.3469,9.3469,1.3825,132.191,0.0,nan,68.2151,1.1288,1.1526,1370.7428,0.5881,-623.4927,nan,0.012,0.0254,0.0254,17261.3145,2.2818,1.3825,1.9113,266.556,1.0,1.0,-1292.2528,72.092,0.0254,1.0
