DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PHIT,PIGE,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD_1,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1286.5176,4389.4731,4388224.0,nan,9.649,9.649,153.2224,0.0,nan,38.4344,0.7286,0.7151,0.9443,1286.5176,0.5854,-583.2365,nan,nan,0.2953,0.0577,0.0577,0.0577,14397.0615,2.2066,0.7286,0.7286,0.5308,37.3132,1.0,1.0,1.0,-1208.8176,77.747,0.0577,nan
1286.5612,4364.3223,4364322.0,nan,9.646,9.646,153.897,0.0,nan,37.6286,0.7296,0.7164,0.9448,1286.5612,0.5862,-583.2574,nan,nan,0.2951,0.0582,0.0582,0.0582,14318.6426,2.2036,0.7296,0.7296,0.5323,37.298,1.0,1.0,1.0,-1208.8612,77.5662,0.0582,nan
1286.67,4308.7598,4310165.5,nan,9.6384,9.6384,155.3548,0.0,nan,35.6176,0.7321,0.7194,0.9461,1286.67,0.5881,-583.31,nan,nan,0.2946,0.0593,0.0593,0.0593,14140.9629,2.1961,0.7322,0.7321,0.536,37.2603,1.0,1.0,1.0,-1208.97,77.115,0.0593,nan
1286.7136,4288.4629,4288463.0,nan,9.6498,9.6498,155.939,0.0,nan,35.46,0.7328,0.719,0.9484,1286.7136,0.5886,-583.331,nan,nan,0.2946,0.0594,0.0594,0.0594,14069.7607,2.194,0.7328,0.7328,0.537,37.2422,1.0,1.0,1.0,-1209.0135,77.0995,0.0594,nan
1286.8224,4250.1729,4251966.0,nan,9.6783,9.6783,156.9635,0.0,nan,35.0665,0.7344,0.7179,0.9541,1286.8224,0.5897,-583.3835,nan,nan,0.2945,0.0595,0.0595,0.0595,13950.0195,2.1887,0.7344,0.7344,0.5394,37.197,1.0,1.0,1.0,-1209.1224,77.061,0.0595,nan
1286.866,4237.3403,4237340.5,nan,9.6873,9.6873,157.374,0.0,nan,35.4304,0.7348,0.7166,0.9492,1286.866,0.5894,-583.4045,nan,nan,0.2945,0.0594,0.0594,0.0594,13902.0352,2.1878,0.7348,0.7348,0.5399,37.1719,1.0,1.0,1.0,-1209.166,77.073,0.0594,nan
1286.9748,4206.4038,4207214.5,nan,9.7097,9.7097,158.3685,0.0,nan,36.3382,0.7357,0.7134,0.937,1286.9747,0.5886,-583.457,nan,nan,0.2945,0.0594,0.0594,0.0594,13803.1973,2.1856,0.7357,0.7357,0.5413,37.1091,1.0,1.0,1.0,-1209.2748,77.103,0.0594,nan
1287.0184,4195.1421,4195142.0,nan,9.7211,9.7211,158.767,0.0,nan,37.0182,0.7352,0.712,0.9315,1287.0183,0.5884,-583.4781,nan,nan,0.2945,0.0591,0.0591,0.0591,13763.5898,2.1852,0.7352,0.7352,0.5405,37.0857,1.0,1.0,1.0,-1209.3184,77.2166,0.0591,nan
1287.1272,4178.769,4177784.75,nan,9.7495,9.7495,159.3224,0.0,nan,38.7149,0.7339,0.7084,0.9176,1287.1272,0.588,-583.5306,nan,nan,0.2947,0.0583,0.0583,0.0583,13706.6436,2.1843,0.7339,0.7339,0.5386,37.0275,1.0,1.0,1.0,-1209.4272,77.5,0.0583,nan
1287.1708,4170.8296,4170829.25,nan,9.7605,9.7605,159.545,0.0,nan,39.0595,0.7326,0.7072,0.9148,1287.1708,0.59,-583.5516,nan,nan,0.2949,0.0573,0.0573,0.0573,13683.8232,2.1832,0.7326,0.7326,0.5367,37.0052,1.0,1.0,1.0,-1209.4708,77.9157,0.0573,nan
1287.2796,4157.0825,4155817.5,nan,9.788,9.788,159.8705,0.0,nan,39.9193,0.7294,0.7041,0.908,1287.2795,0.5951,-583.6041,nan,nan,0.2953,0.0546,0.0546,0.0546,13634.5713,2.1804,0.7294,0.7294,0.5321,36.9496,1.0,1.0,1.0,-1209.5796,78.953,0.0546,nan
1287.3232,4149.8018,4149801.75,nan,9.7835,9.7835,160.001,0.0,nan,39.9931,0.7274,0.7032,0.906,1287.3231,0.6015,-583.6251,nan,nan,0.2958,0.0517,0.0517,0.0517,13614.835,2.1784,0.7274,0.7274,0.5291,36.9411,1.0,1.0,1.0,-1209.6232,80.0481,0.0517,nan
1287.432,4132.8076,4132761.5,nan,9.7723,9.7723,160.283,0.0,nan,40.1774,0.7223,0.7009,0.901,1287.432,0.6173,-583.6776,nan,nan,0.2971,0.0446,0.0446,0.0446,13558.9277,2.1733,0.7223,0.7223,0.5217,36.9199,1.0,1.0,1.0,-1209.7319,82.781,0.0446,nan
1287.4756,4125.9326,4125932.75,nan,9.7528,9.7528,160.396,0.0,nan,40.4048,0.7204,0.7,0.8988,1287.4756,0.6254,-583.6987,nan,nan,0.2976,0.0415,0.0415,0.0415,13536.5244,2.1712,0.7204,0.7204,0.519,36.9174,1.0,1.0,1.0,-1209.7755,83.9789,0.0415,nan
1287.5844,4114.6689,4115892.25,nan,9.7042,9.7042,160.4496,0.0,nan,40.9725,0.7157,0.6979,0.8933,1287.5844,0.6457,-583.7512,nan,nan,0.299,0.0338,0.0338,0.0338,13503.584,2.166,0.7157,0.7157,0.5123,36.9113,1.0,1.0,1.0,-1209.8844,86.968,0.0338,nan
1287.628,4111.8687,4111868.75,nan,9.6908,9.6908,160.471,0.0,nan,41.0585,0.7142,0.6974,0.8928,1287.6279,0.6503,-583.7722,nan,nan,0.2991,0.0329,0.0329,0.0329,13490.3838,2.1648,0.7142,0.7142,0.5101,36.9157,1.0,1.0,1.0,-1209.928,87.2936,0.0329,nan
1287.7368,4109.418,4111246.5,nan,9.6574,9.6574,160.3475,0.0,nan,41.2733,0.7104,0.6963,0.8917,1287.7368,0.6618,-583.8247,nan,nan,0.2995,0.0308,0.0308,0.0308,13488.3418,2.1619,0.7104,0.7104,0.5047,36.9268,1.0,1.0,1.0,-1210.0367,88.106,0.0308,nan
1287.7804,4110.9971,4110997.0,nan,9.6474,9.6474,160.298,0.0,nan,41.3159,0.7096,0.6964,0.89,1287.7804,0.6599,-583.8457,nan,nan,0.2995,0.0308,0.0308,0.0308,13487.5234,2.162,0.7096,0.7096,0.5036,36.9362,1.0,1.0,1.0,-1210.0803,88.106,0.0308,nan
1287.8892,4126.3994,4128649.75,nan,9.6223,9.6223,159.7297,0.0,nan,41.4223,0.7076,0.6967,0.8856,1287.8892,0.655,-583.8982,nan,nan,0.2995,0.0308,0.0308,0.0308,13545.4395,2.1624,0.7076,0.7076,0.5007,36.9597,1.0,1.0,1.0,-1210.1892,88.106,0.0308,nan
1287.9328,4135.7241,4135724.0,nan,9.6151,9.6151,159.502,0.0,nan,41.5912,0.7074,0.6972,0.8881,1287.9327,0.6481,-583.9193,nan,nan,0.2992,0.0329,0.0329,0.0329,13568.6484,2.1642,0.7074,0.7074,0.5004,36.9782,1.0,1.0,1.0,-1210.2328,87.2989,0.0329,nan
1288.0416,4165.9585,4166977.5,nan,9.597,9.597,158.6724,0.0,nan,42.0126,0.707,0.6984,0.8944,1288.0416,0.631,-583.9717,nan,nan,0.2982,0.0382,0.0382,0.0382,13671.1855,2.1687,0.707,0.707,0.4998,37.0243,1.0,1.0,1.0,-1210.3416,85.285,0.0382,nan
1288.0852,4179.5015,4179501.75,nan,9.5975,9.5975,158.34,0.0,nan,42.1418,0.7072,0.6992,0.8965,1288.0852,0.6232,-583.9928,nan,nan,0.2977,0.0414,0.0414,0.0414,13712.2754,2.1712,0.7072,0.7072,0.5001,37.047,1.0,1.0,1.0,-1210.3851,84.0457,0.0414,nan
1288.194,4209.6733,4208994.5,nan,9.5989,9.5989,157.6554,0.0,nan,42.4641,0.7077,0.7011,0.9019,1288.194,0.6037,-584.0453,nan,nan,0.2962,0.0494,0.0494,0.0494,13809.0361,2.1774,0.7077,0.7077,0.5009,37.1038,1.0,1.0,1.0,-1210.494,80.953,0.0494,nan
1288.2376,4220.813,4220813.0,nan,9.6061,9.6061,157.381,0.0,nan,42.4654,0.7082,0.702,0.9038,1288.2375,0.5993,-584.0663,nan,nan,0.2959,0.0513,0.0513,0.0513,13847.8115,2.1794,0.7082,0.7082,0.5016,37.1207,1.0,1.0,1.0,-1210.5376,80.2055,0.0513,nan
1288.3464,4235.9663,4235071.0,nan,9.6241,9.6241,157.1704,0.0,nan,42.4686,0.7094,0.7041,0.9087,1288.3464,0.5882,-584.1188,nan,nan,0.2951,0.0562,0.0562,0.0562,13894.5898,2.1843,0.7094,0.7094,0.5033,37.1627,1.0,1.0,1.0,-1210.6464,78.34,0.0562,nan
1288.39,4240.7847,4240785.0,nan,9.661,9.661,157.086,0.0,nan,42.5611,0.7102,0.705,0.912,1288.39,0.5872,-584.1398,nan,nan,0.295,0.0565,0.0565,0.0565,13913.3359,2.1856,0.7102,0.7102,0.5044,37.1752,1.0,1.0,1.0,-1210.6899,78.2087,0.0565,nan
1288.4988,4240.9043,4239263.0,nan,9.7529,9.7529,157.3166,0.0,nan,42.7917,0.7121,0.7071,0.9203,1288.4988,0.585,-584.1923,nan,nan,0.2948,0.0573,0.0573,0.0573,13908.3418,2.1889,0.7121,0.7121,0.5071,37.2063,1.0,1.0,1.0,-1210.7988,77.881,0.0573,nan
1288.5424,4238.6528,4238653.0,nan,9.8455,9.8455,157.409,0.0,nan,42.8232,0.7132,0.708,0.9242,1288.5424,0.5858,-584.2134,nan,nan,0.2949,0.057,0.057,0.057,13906.3408,2.189,0.7132,0.7132,0.5087,37.22,1.0,1.0,1.0,-1210.8424,78.0132,0.057,nan
1288.6512,4222.6431,4222105.5,nan,10.0765,10.0765,158.028,0.0,nan,42.9017,0.7159,0.7101,0.934,1288.6512,0.5879,-584.2659,nan,nan,0.2951,0.0562,0.0562,0.0562,13852.0518,2.1893,0.7159,0.7159,0.5125,37.2544,1.0,1.0,1.0,-1210.9512,78.343,0.0562,nan
1288.6948,4215.4741,4215474.0,nan,10.218,10.218,158.276,0.0,nan,42.977,0.7174,0.711,0.9351,1288.6948,0.59,-584.2869,nan,nan,0.2952,0.0552,0.0552,0.0552,13830.2959,2.189,0.7174,0.7174,0.5147,37.2612,1.0,1.0,1.0,-1210.9948,78.7186,0.0552,nan
1288.8036,4197.5522,4198417.0,nan,10.571,10.571,158.8999,0.0,nan,43.1649,0.7213,0.7131,0.938,1288.8036,0.5954,-584.3394,nan,nan,0.2957,0.0527,0.0527,0.0527,13774.335,2.1883,0.7213,0.7213,0.5202,37.2783,1.0,1.0,1.0,-1211.1036,79.656,0.0527,nan
1288.8472,4191.582,4191582.0,nan,10.7447,10.7447,159.15,0.0,nan,43.5204,0.7232,0.714,0.9415,1288.8472,0.5996,-584.3604,nan,nan,0.296,0.0507,0.0507,0.0507,13751.9092,2.1886,0.7232,0.7232,0.523,37.2795,1.0,1.0,1.0,-1211.1472,80.4385,0.0507,nan
1288.956,4204.2295,4205699.5,nan,11.1783,11.1783,158.7302,0.0,nan,44.4073,0.728,0.7161,0.9501,1288.9559,0.6101,-584.4129,nan,nan,0.2969,0.0457,0.0457,0.0457,13798.2275,2.1894,0.728,0.728,0.53,37.2827,1.0,1.0,1.0,-1211.256,82.391,0.0457,nan
1288.9996,4211.3574,4211357.0,nan,11.372,11.372,158.562,0.0,nan,44.5604,0.731,0.7172,0.9511,1288.9995,0.615,-584.434,nan,nan,0.2973,0.0434,0.0434,0.0434,13816.7891,2.1908,0.731,0.731,0.5344,37.2752,1.0,1.0,1.0,-1211.2996,83.2676,0.0434,nan
1289.1084,4256.418,4256758.0,nan,11.8554,11.8554,157.1313,0.0,nan,44.9424,0.7386,0.7199,0.9536,1289.1084,0.6271,-584.4865,nan,nan,0.2983,0.0377,0.0377,0.0377,13965.7422,2.1943,0.7386,0.7386,0.5455,37.2566,1.0,1.0,1.0,-1211.4084,85.455,0.0377,nan
1289.152,4274.9517,4274952.0,nan,12.0308,12.0308,156.558,0.0,nan,44.6507,0.743,0.7214,0.9552,1289.152,0.6304,-584.5075,nan,nan,0.2985,0.0364,0.0364,0.0364,14025.4326,2.1958,0.7431,0.743,0.5521,37.255,1.0,1.0,1.0,-1211.452,85.9599,0.0364,nan
1289.2608,4326.3579,4323860.0,nan,12.4687,12.4687,154.9638,0.0,nan,43.9229,0.7541,0.7253,0.9594,1289.2607,0.6384,-584.56,nan,nan,0.2991,0.0331,0.0331,0.0331,14185.8916,2.1996,0.7542,0.7541,0.5687,37.251,1.0,1.0,1.0,-1211.5608,87.22,0.0331,nan
1289.3044,4343.459,4343459.0,nan,12.5804,12.5804,154.325,0.0,nan,43.2876,0.7604,0.7284,0.9628,1289.3043,0.639,-584.5811,nan,nan,0.2991,0.0333,0.0333,0.0333,14250.1934,2.1992,0.7605,0.7604,0.5783,37.2497,1.0,1.0,1.0,-1211.6044,87.1531,0.0333,nan
1289.4132,4383.8057,4379703.5,nan,12.8591,12.8591,152.8336,0.0,nan,41.7023,0.7761,0.7363,0.9713,1289.4132,0.6403,-584.6335,nan,nan,0.299,0.0337,0.0337,0.0337,14369.1064,2.1981,0.7762,0.7761,0.6024,37.2466,1.0,1.0,1.0,-1211.7131,86.986,0.0337,nan
1289.4568,4394.228,4394228.0,nan,12.883,12.883,152.236,0.0,nan,40.9491,0.7846,0.7414,0.9772,1289.4568,0.6373,-584.6545,nan,nan,0.2987,0.0357,0.0357,0.0357,14416.7588,2.1947,0.7847,0.7846,0.6158,37.2428,1.0,1.0,1.0,-1211.7567,86.2359,0.0357,nan
1289.5656,4437.2188,4435551.0,nan,12.9426,12.9426,150.1799,0.0,nan,39.0695,0.8058,0.7543,0.9921,1289.5656,0.63,-584.707,nan,nan,0.2978,0.0405,0.0405,0.0405,14552.333,2.1863,0.8059,0.8058,0.6494,37.2333,1.0,1.0,1.0,-1211.8656,84.364,0.0405,nan
1289.6092,4452.1108,4452110.5,nan,12.8704,12.8704,149.356,0.0,nan,38.5186,0.8166,0.7622,0.9965,1289.6091,0.6233,-584.7281,nan,nan,0.2972,0.0441,0.0441,0.0441,14606.6621,2.1816,0.8167,0.8166,0.6672,37.2233,1.0,1.0,1.0,-1211.9092,82.9873,0.0441,nan
1289.718,4503.4214,4506875.5,nan,12.6902,12.6902,146.8609,0.0,nan,37.1438,0.8436,0.7821,1.0076,1289.718,0.6067,-584.7806,nan,nan,0.2956,0.053,0.053,0.053,14786.3369,2.1699,0.8437,0.8436,0.7116,37.1983,1.0,1.0,1.0,-1212.0179,79.552,0.053,nan
1289.7616,4528.8218,4528821.5,nan,12.579,12.579,145.861,0.0,nan,37.1132,0.8568,0.793,1.0139,1289.7616,0.5988,-584.8016,nan,nan,0.2949,0.0568,0.0568,0.0568,14858.3389,2.1673,0.8569,0.8568,0.7346,37.1927,1.0,1.0,1.0,-1212.0615,78.0758,0.0568,nan
1289.8704,4626.4897,4637367.0,nan,12.3016,12.3016,142.3514,0.0,nan,37.0366,0.89,0.8203,1.0296,1289.8704,0.579,-584.8541,nan,nan,0.2932,0.0664,0.0664,0.0664,15214.458,2.1607,0.8901,0.89,0.792,37.1789,1.0,1.0,1.0,-1212.1704,74.392,0.0664,nan
1289.914,4680.8647,4680865.0,nan,12.1865,12.1865,140.945,0.0,nan,37.0258,0.9056,0.8346,1.0329,1289.9139,0.5743,-584.8751,nan,nan,0.2929,0.0685,0.0685,0.0685,15357.168,2.1645,0.9058,0.9056,0.8208,37.1733,1.0,1.0,1.0,-1212.214,73.5784,0.0685,nan
1290.0228,4818.8047,4830260.0,nan,11.8991,11.8991,137.5097,0.0,nan,36.9987,0.9447,0.8705,1.0413,1290.0228,0.5624,-584.9277,nan,nan,0.2919,0.0738,0.0738,0.0738,15847.3086,2.174,0.9448,0.9447,0.8924,37.1596,1.0,1.0,1.0,-1212.3228,71.548,0.0738,nan
1290.0664,4890.1274,4890127.5,nan,11.7986,11.7986,136.133,0.0,nan,36.8725,0.9616,0.8886,1.0485,1290.0664,0.5631,-584.9487,nan,nan,0.292,0.0733,0.0733,0.0733,16043.7256,2.1841,0.9618,0.9616,0.9254,37.1516,1.0,1.0,1.0,-1212.3663,71.736,0.0733,nan
1290.1752,5031.5752,5037582.0,nan,11.5477,11.5477,133.8313,0.0,nan,36.5577,1.0038,0.9338,1.0666,1290.1752,0.5647,-585.0012,nan,nan,0.2923,0.0721,0.0721,0.0721,16527.5,2.2093,1.004,1.0038,1.0077,37.1316,1.0,1.0,1.0,-1212.4752,72.205,0.0721,nan
1290.2188,5096.6724,5096672.5,nan,11.4326,11.4326,132.909,0.0,nan,36.5853,1.0204,0.955,1.0717,1290.2188,0.5709,-585.0222,nan,nan,0.2935,0.0677,0.0677,0.0677,16721.3652,2.2224,1.0205,1.0204,1.0419,37.1175,1.0,1.0,1.0,-1212.5188,73.8843,0.0677,nan
1290.3276,5213.1475,5209735.5,nan,11.1454,11.1454,131.8595,0.0,nan,36.6541,1.0617,1.008,1.0846,1290.3276,0.5863,-585.0747,nan,nan,0.2967,0.0568,0.0568,0.0568,17092.3086,2.2553,1.0618,1.0617,1.1272,37.0823,1.0,1.0,1.0,-1212.6276,78.075,0.0568,nan
1290.3712,5255.0439,5255044.0,nan,11.0643,11.0643,131.439,0.0,nan,36.9606,1.0757,1.0286,1.088,1290.3712,0.5932,-585.0958,nan,nan,0.2982,0.0521,0.0521,0.0521,17240.959,2.2661,1.0759,1.0757,1.1577,37.0644,1.0,1.0,1.0,-1212.6711,79.9151,0.0521,nan
1290.48,5327.5137,5314796.0,nan,10.8621,10.8621,131.2036,0.0,nan,37.7256,1.1108,1.08,1.0966,1290.48,0.6104,-585.1483,nan,nan,0.302,0.0402,0.0402,0.0402,17436.9941,2.2933,1.111,1.1108,1.2339,37.0196,1.0,1.0,1.0,-1212.78,84.507,0.0402,nan
1290.5237,5338.7954,5338795.5,nan,10.7952,10.7952,131.109,0.0,nan,38.1687,1.1216,1.0955,1.1002,1290.5237,0.6107,-585.1693,nan,nan,0.301,0.0416,0.0416,0.0416,17515.7324,2.2965,1.1217,1.1216,1.2582,37.011,1.0,1.0,1.0,-1212.8237,83.9467,0.0416,nan
1290.6324,5304.7148,5289866.0,nan,10.6288,10.6288,132.4087,0.0,nan,39.2709,1.1483,1.1343,1.1093,1290.6324,0.6113,-585.2217,nan,nan,0.2984,0.0452,0.0452,0.0452,17355.2031,2.3044,1.1484,1.1483,1.3185,36.9896,1.0,1.0,1.0,-1212.9324,82.553,0.0452,nan
1290.676,5270.2402,5270240.5,nan,10.5492,10.5492,132.93,0.0,nan,39.686,1.156,1.1419,1.1173,1290.676,0.6029,-585.2428,nan,nan,0.2972,0.0503,0.0503,0.0503,17290.8145,2.2985,1.156,1.156,1.3364,36.9766,1.0,1.0,1.0,-1212.976,80.6042,0.0503,nan
1290.7848,5157.8442,5149076.5,nan,10.3504,10.3504,134.9475,0.0,nan,40.7219,1.1751,1.1609,1.1373,1290.7848,0.5819,-585.2953,nan,nan,0.294,0.0629,0.0629,0.0629,16893.2949,2.2836,1.1752,1.1751,1.3809,36.9443,1.0,1.0,1.0,-1213.0848,75.741,0.0629,nan
1290.8284,5100.522,5100521.5,nan,10.2552,10.2552,135.756,0.0,nan,40.9908,1.1804,1.1609,1.1429,1290.8284,0.5716,-585.3163,nan,nan,0.2931,0.0684,0.0684,0.0684,16733.9961,2.2717,1.1804,1.1804,1.3933,36.9305,1.0,1.0,1.0,-1213.1284,73.6282,0.0684,nan
1290.9372,4956.6621,4957728.0,nan,10.0176,10.0176,137.8777,0.0,nan,41.6619,1.1934,1.161,1.157,1290.9371,0.546,-585.3688,nan,nan,0.2906,0.082,0.082,0.082,16265.5117,2.2422,1.1935,1.1934,1.4243,36.8959,1.0,1.0,1.0,-1213.2372,68.356,0.082,nan
1290.9808,4900.5054,4900505.5,nan,9.9832,9.9832,138.728,0.0,nan,41.8003,1.1949,1.1559,1.1585,1290.9807,0.5393,-585.3899,nan,nan,0.29,0.0859,0.0859,0.0859,16077.7734,2.2304,1.195,1.1949,1.4279,36.891,1.0,1.0,1.0,-1213.2808,66.8783,0.0859,nan
1291.0896,4782.624,4791919.5,nan,9.8973,9.8973,140.2815,0.0,nan,42.1455,1.1987,1.1433,1.1624,1291.0896,0.5224,-585.4424,nan,nan,0.2883,0.0954,0.0954,0.0954,15721.5195,2.2012,1.1987,1.1987,1.4369,36.8787,1.0,1.0,1.0,-1213.3895,63.191,0.0954,nan
1291.1332,4748.4048,4748405.0,nan,9.8943,9.8943,140.904,0.0,nan,42.1484,1.1945,1.1358,1.1626,1291.1332,0.5217,-585.4634,nan,nan,0.2881,0.0961,0.0961,0.0961,15578.7559,2.1951,1.1945,1.1945,1.4269,36.8762,1.0,1.0,1.0,-1213.4331,62.9241,0.0961,nan
1291.242,4701.4033,4711825.5,nan,9.8869,9.8869,141.3338,0.0,nan,42.1556,1.184,1.117,1.163,1291.2419,0.5199,-585.5159,nan,nan,0.2878,0.0979,0.0979,0.0979,15458.7441,2.18,1.1839,1.184,1.4019,36.8699,1.0,1.0,1.0,-1213.542,62.258,0.0979,nan
1291.2856,4697.1665,4697166.5,nan,9.8735,9.8735,141.506,0.0,nan,41.9555,1.1739,1.1084,1.1687,1291.2855,0.5247,-585.5369,nan,nan,0.2882,0.0956,0.0956,0.0956,15410.6514,2.1807,1.1738,1.1739,1.3783,36.8733,1.0,1.0,1.0,-1213.5856,63.1226,0.0956,nan
1291.3944,4707.998,4713744.5,nan,9.8403,9.8403,141.2918,0.0,nan,41.4561,1.1487,1.0869,1.183,1291.3944,0.5367,-585.5894,nan,nan,0.2892,0.09,0.09,0.09,15465.042,2.1824,1.1486,1.1487,1.3196,36.882,1.0,1.0,1.0,-1213.6943,65.28,0.09,nan
1291.438,4720.3882,4720388.0,nan,9.8449,9.8449,141.206,0.0,nan,41.1654,1.1341,1.0768,1.1851,1291.438,0.5434,-585.6105,nan,nan,0.2898,0.0867,0.0867,0.0867,15486.8379,2.1868,1.134,1.1341,1.2868,36.8768,1.0,1.0,1.0,-1213.7379,66.574,0.0867,nan
1291.5468,4733.1104,4731718.5,nan,9.8563,9.8563,141.5358,0.0,nan,40.4401,1.0977,1.0516,1.1903,1291.5468,0.5601,-585.663,nan,nan,0.2913,0.0783,0.0783,0.0783,15524.0107,2.1978,1.0976,1.0977,1.205,36.8637,1.0,1.0,1.0,-1213.8468,69.803,0.0783,nan
1291.5904,4736.2588,4736259.0,nan,9.8827,9.8827,141.668,0.0,nan,40.3393,1.0818,1.0402,1.1814,1291.5903,0.5635,-585.684,nan,nan,0.2916,0.0764,0.0764,0.0764,15538.9072,2.2014,1.0816,1.0818,1.1709,36.855,1.0,1.0,1.0,-1213.8904,70.5271,0.0764,nan
1291.6992,4729.1597,4725063.0,nan,9.9485,9.9485,142.4462,0.0,nan,40.0876,1.042,1.0117,1.1593,1291.6992,0.572,-585.7365,nan,nan,0.2925,0.0717,0.0717,0.0717,15502.1758,2.2101,1.0419,1.042,1.0858,36.8333,1.0,1.0,1.0,-1213.9991,72.334,0.0717,nan
1291.7428,4720.5767,4720576.5,nan,9.9524,9.9524,142.758,0.0,nan,40.3037,1.0276,0.9996,1.1495,1291.7428,0.5713,-585.7575,nan,nan,0.2924,0.0718,0.0718,0.0718,15487.4561,2.211,1.0275,1.0276,1.0566,36.8221,1.0,1.0,1.0,-1214.0427,72.3045,0.0718,nan
1291.8516,4699.835,4697095.5,nan,9.9622,9.9622,143.5204,0.0,nan,40.8429,0.9917,0.9693,1.1249,1291.8516,0.5697,-585.81,nan,nan,0.2924,0.072,0.072,0.072,15410.4189,2.213,0.9916,0.9917,0.9835,36.7943,1.0,1.0,1.0,-1214.1516,72.231,0.072,nan
1291.8952,4687.686,4687686.0,nan,9.9601,9.9601,143.826,0.0,nan,41.1984,0.9805,0.958,1.1185,1291.8951,0.5676,-585.8311,nan,nan,0.2923,0.0729,0.0729,0.0729,15379.5479,2.212,0.9803,0.9805,0.9616,36.7894,1.0,1.0,1.0,-1214.1952,71.8988,0.0729,nan
1292.004,4663.4194,4664074.0,nan,9.955,9.955,144.4078,0.0,nan,42.0855,0.9523,0.9299,1.1024,1292.004,0.5623,-585.8835,nan,nan,0.2919,0.075,0.075,0.075,15302.0791,2.2094,0.9522,0.9523,0.9069,36.777,1.0,1.0,1.0,-1214.304,71.07,0.075,nan
1292.0476,4654.6118,4654611.5,nan,9.9597,9.9597,144.641,0.0,nan,42.4609,0.9436,0.9213,1.0911,1292.0476,0.5602,-585.9046,nan,nan,0.2917,0.0758,0.0758,0.0758,15271.0352,2.2088,0.9435,0.9436,0.8906,36.7748,1.0,1.0,1.0,-1214.3475,70.7673,0.0758,nan
1292.1564,4655.459,4658717.5,nan,9.9714,9.9714,144.5146,0.0,nan,43.3976,0.922,0.8997,1.0627,1292.1564,0.555,-585.9571,nan,nan,0.2914,0.0777,0.0777,0.0777,15284.5059,2.2073,0.9219,0.922,0.8501,36.7693,1.0,1.0,1.0,-1214.4564,70.012,0.0777,nan
1292.2,4660.3628,4660363.0,nan,9.9576,9.9576,144.464,0.0,nan,43.6452,0.9152,0.894,1.0521,1292.2,0.5532,-585.9781,nan,nan,0.2913,0.0783,0.0783,0.0783,15289.9043,2.2088,0.9152,0.9152,0.8378,36.7635,1.0,1.0,1.0,-1214.5,69.794,0.0783,nan
1292.3088,4686.498,4688276.0,nan,9.923,9.923,143.91,0.0,nan,44.2629,0.8983,0.8799,1.0254,1292.3088,0.5487,-586.0306,nan,nan,0.291,0.0797,0.0797,0.0797,15381.4824,2.2127,0.8982,0.8983,0.8069,36.7492,1.0,1.0,1.0,-1214.6088,69.25,0.0797,nan
1292.3524,4699.4614,4699461.5,nan,9.8877,9.8877,143.688,0.0,nan,44.5091,0.8928,0.8764,1.0236,1292.3524,0.5472,-586.0516,nan,nan,0.291,0.0801,0.0801,0.0801,15418.1807,2.2154,0.8928,0.8928,0.7972,36.7508,1.0,1.0,1.0,-1214.6523,69.0844,0.0801,nan
1292.4612,4721.9541,4721904.5,nan,9.7996,9.7996,143.4381,0.0,nan,45.1235,0.8791,0.8679,1.0189,1292.4612,0.5434,-586.1041,nan,nan,0.2908,0.0812,0.0812,0.0812,15491.8125,2.2221,0.8791,0.8791,0.7729,36.7548,1.0,1.0,1.0,-1214.7612,68.671,0.0812,nan
1292.5048,4730.8984,4730898.0,nan,9.7751,9.7751,143.338,0.0,nan,45.5426,0.8748,0.8658,1.0216,1292.5048,0.5418,-586.1252,nan,nan,0.2907,0.0817,0.0817,0.0817,15521.3193,2.2248,0.8748,0.8748,0.7654,36.7618,1.0,1.0,1.0,-1214.8048,68.4865,0.0817,nan
1292.6136,4735.6465,4733979.0,nan,9.714,9.714,143.6207,0.0,nan,46.5884,0.864,0.8607,1.0286,1292.6136,0.5377,-586.1777,nan,nan,0.2905,0.0829,0.0829,0.0829,15531.4277,2.2314,0.864,0.864,0.7465,36.7793,1.0,1.0,1.0,-1214.9136,68.026,0.0829,nan
1292.6572,4735.2139,4735214.0,nan,9.6852,9.6852,143.734,0.0,nan,46.6173,0.8608,0.8594,1.0312,1292.6572,0.5368,-586.1987,nan,nan,0.2904,0.0832,0.0832,0.0832,15535.4785,2.233,0.8608,0.8608,0.741,36.7909,1.0,1.0,1.0,-1214.9572,67.9033,0.0832,nan
1292.766,4723.0864,4720641.0,nan,9.6132,9.6132,144.3537,0.0,nan,46.6893,0.8529,0.8561,1.0377,1292.766,0.5346,-586.2512,nan,nan,0.2903,0.084,0.084,0.084,15487.667,2.2369,0.8528,0.8529,0.7274,36.8198,1.0,1.0,1.0,-1215.066,67.597,0.084,nan
