DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PHIT,PIGE,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD_1,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1502.0548,6204.2148,6204215.0,nan,9.066,9.066,119.853,0.0,nan,67.8533,1.6192,1.6613,2.2173,1502.0548,0.6228,-687.2299,nan,0.1247,0.3007,0.0316,0.0316,0.0316,20355.0352,2.4396,1.6192,1.6192,2.622,42.9311,1.0,1.0,1.0,-1424.3547,87.8182,0.0316,14.0
1502.1636,6088.9131,6092242.5,nan,9.085,9.085,121.7706,0.0,nan,67.7774,1.6156,1.6574,2.2049,1502.1636,0.6137,-687.2824,nan,0.1372,0.3003,0.0334,0.0334,0.0334,19987.6719,2.4326,1.6156,1.6156,2.6101,42.8943,1.0,1.0,1.0,-1424.4636,87.1,0.0334,14.0
1502.2072,6047.3711,6047371.0,nan,9.0968,9.0968,122.539,0.0,nan,66.9695,1.6179,1.6522,2.2052,1502.2072,0.6118,-687.3035,nan,0.1444,0.3001,0.0344,0.0344,0.0344,19840.457,2.4312,1.6179,1.6179,2.6175,42.8922,1.0,1.0,1.0,-1424.5072,86.7201,0.0344,14.0
1502.316,5982.1113,5986799.0,nan,9.1261,9.1261,123.7041,0.0,nan,64.9537,1.6236,1.639,2.2061,1502.316,0.6071,-687.356,nan,0.1625,0.2997,0.0369,0.0369,0.0369,19641.7285,2.4279,1.6236,1.6236,2.636,42.887,1.0,1.0,1.0,-1424.616,85.772,0.0369,14.0
1502.3596,5962.5259,5962525.5,nan,9.1351,9.1351,124.171,0.0,nan,64.2046,1.6276,1.6344,2.1755,1502.3596,0.6089,-687.377,nan,0.1543,0.2998,0.0363,0.0363,0.0363,19562.0918,2.429,1.6276,1.6276,2.6492,42.8953,1.0,1.0,1.0,-1424.6595,86.0054,0.0363,14.0
1502.4684,5962.9624,5966897.5,nan,9.1574,9.1574,124.313,0.0,nan,62.3354,1.6377,1.623,2.0989,1502.4684,0.6131,-687.4294,nan,0.134,0.3001,0.0348,0.0348,0.0348,19576.4355,2.432,1.6378,1.6377,2.6821,42.9161,1.0,1.0,1.0,-1424.7684,86.588,0.0348,14.0
1502.5121,5968.6538,5968653.5,nan,9.1503,9.1503,124.37,0.0,nan,61.922,1.6414,1.6215,2.0513,1502.5121,0.6166,-687.4506,nan,0.1268,0.3003,0.0339,0.0339,0.0339,19582.1973,2.4354,1.6414,1.6414,2.6942,42.9303,1.0,1.0,1.0,-1424.8121,86.9378,0.0339,14.0
1502.6208,6040.9902,6043341.5,nan,9.1326,9.1326,123.3123,0.0,nan,60.8936,1.6506,1.6176,1.9327,1502.6207,0.6253,-687.503,nan,0.1089,0.3007,0.0316,0.0316,0.0316,19827.2363,2.444,1.6506,1.6506,2.7244,42.9655,1.0,1.0,1.0,-1424.9208,87.808,0.0316,14.0
1502.6644,6073.2988,6073299.0,nan,9.1214,9.1214,122.888,0.0,nan,60.6858,1.652,1.6186,1.9167,1502.6643,0.6278,-687.524,nan,0.1091,0.3,0.0314,0.0314,0.0314,19925.5215,2.4486,1.652,1.652,2.729,42.9677,1.0,1.0,1.0,-1424.9644,87.8638,0.0314,14.0
1502.7732,6198.1357,6194938.0,nan,9.0936,9.0936,120.9795,0.0,nan,60.1673,1.6554,1.6213,1.8769,1502.7732,0.634,-687.5765,nan,0.1096,0.2983,0.0308,0.0308,0.0308,20324.5996,2.4601,1.6554,1.6554,2.7404,42.9731,1.0,1.0,1.0,-1425.0732,88.003,0.0308,14.0
1502.8169,6243.7949,6243795.0,nan,9.0899,9.0899,120.213,0.0,nan,60.1273,1.6538,1.625,1.8859,1502.8169,0.6344,-687.5976,nan,0.1103,0.298,0.0308,0.0308,0.0308,20484.8906,2.4626,1.6537,1.6538,2.7349,42.9718,1.0,1.0,1.0,-1425.1169,87.9287,0.0308,14.0
1502.9256,6340.1016,6330889.0,nan,9.0809,9.0809,118.6764,0.0,nan,60.0277,1.6496,1.6344,1.9083,1502.9255,0.6353,-687.6501,nan,0.112,0.2972,0.0307,0.0307,0.0307,20770.6328,2.4686,1.6495,1.6496,2.7211,42.9686,1.0,1.0,1.0,-1425.2256,87.744,0.0307,14.0
1502.9692,6365.8228,6365823.0,nan,9.0831,9.0831,118.06,0.0,nan,59.9707,1.6452,1.6406,1.9598,1502.9691,0.633,-687.6711,nan,0.1097,0.2978,0.0307,0.0307,0.0307,20885.2461,2.4657,1.6451,1.6452,2.7066,42.9688,1.0,1.0,1.0,-1425.2692,87.7577,0.0307,14.0
1503.078,6384.8364,6369517.5,nan,9.0886,9.0886,117.368,0.0,nan,59.8283,1.6342,1.6561,2.0883,1503.078,0.6271,-687.7236,nan,0.104,0.2991,0.0307,0.0307,0.0307,20897.3672,2.4586,1.6341,1.6342,2.6704,42.9694,1.0,1.0,1.0,-1425.3779,87.792,0.0307,14.0
1503.1217,6371.0015,6371001.5,nan,9.1065,9.1065,117.09,0.0,nan,59.6364,1.6286,1.6604,2.141,1503.1217,0.6238,-687.7447,nan,0.1131,0.2993,0.0322,0.0322,0.0322,20902.2363,2.4474,1.6285,1.6286,2.6523,42.9577,1.0,1.0,1.0,-1425.4216,87.2916,0.0322,14.0
1503.2304,6264.0269,6253409.0,nan,9.1512,9.1512,117.7416,0.0,nan,59.159,1.6147,1.6709,2.2721,1503.2303,0.6154,-687.7971,nan,0.1359,0.2996,0.036,0.036,0.036,20516.4355,2.4197,1.6147,1.6147,2.6073,42.9286,1.0,1.0,1.0,-1425.5304,86.047,0.036,14.0
1503.274,6206.2427,6206242.5,nan,9.1758,9.1758,118.003,0.0,nan,59.0036,1.6096,1.6677,2.2814,1503.2739,0.614,-687.8182,nan,0.1438,0.2994,0.0376,0.0376,0.0376,20361.6895,2.4027,1.6096,1.6096,2.5909,42.9055,1.0,1.0,1.0,-1425.574,85.4508,0.0376,14.0
1503.3828,5972.3848,5973396.0,nan,9.2371,9.2371,120.4587,0.0,nan,58.6157,1.5969,1.6597,2.3047,1503.3828,0.6106,-687.8707,nan,0.1637,0.2988,0.0416,0.0416,0.0416,19597.7559,2.3603,1.5968,1.5969,2.55,42.8478,1.0,1.0,1.0,-1425.6827,83.963,0.0416,14.0
1503.4265,5879.8721,5879872.0,nan,9.2577,9.2577,121.445,0.0,nan,58.7974,1.5951,1.6489,2.299,1503.4265,0.6131,-687.8917,nan,0.1557,0.2989,0.0414,0.0414,0.0414,19290.918,2.3428,1.595,1.5951,2.5442,42.8215,1.0,1.0,1.0,-1425.7264,84.0244,0.0414,14.0
1503.5352,5674.0371,5685988.5,nan,9.3091,9.3091,123.5077,0.0,nan,59.2493,1.5906,1.6219,2.2847,1503.5352,0.6193,-687.9442,nan,0.1359,0.2989,0.041,0.041,0.041,18654.8164,2.2992,1.5906,1.5906,2.5299,42.7563,1.0,1.0,1.0,-1425.8352,84.177,0.041,14.0
1503.5788,5608.2207,5608221.0,nan,9.3272,9.3272,124.335,0.0,nan,59.5612,1.5937,1.6106,2.2772,1503.5787,0.6246,-687.9652,nan,0.1206,0.2993,0.0391,0.0391,0.0391,18399.6738,2.2877,1.5937,1.5937,2.5398,42.7302,1.0,1.0,1.0,-1425.8788,84.9077,0.0391,14.0
1503.6876,5511.9932,5528583.5,nan,9.3723,9.3723,124.9261,0.0,nan,60.3396,1.6014,1.5826,2.2583,1503.6876,0.638,-688.0177,nan,0.0823,0.3002,0.0344,0.0344,0.0344,18138.3984,2.2592,1.6015,1.6014,2.5645,42.6651,1.0,1.0,1.0,-1425.9875,86.731,0.0344,14.0
1503.7312,5496.6699,5496670.0,nan,9.3667,9.3667,125.163,0.0,nan,61.3385,1.6078,1.5792,2.1996,1503.7312,0.643,-688.0388,nan,0.0804,0.3003,0.0335,0.0335,0.0335,18033.6953,2.2572,1.6079,1.6078,2.5852,42.6482,1.0,1.0,1.0,-1426.0311,87.0852,0.0335,14.0
1503.84,5537.5293,5555333.5,nan,9.3529,9.3529,123.9636,0.0,nan,63.8312,1.6238,1.5706,2.053,1503.84,0.6554,-688.0912,nan,0.0756,0.3007,0.0312,0.0312,0.0312,18226.1602,2.2521,1.6239,1.6238,2.6369,42.6062,1.0,1.0,1.0,-1426.14,87.969,0.0312,14.0
1503.8836,5578.8418,5578842.0,nan,9.3254,9.3254,123.483,0.0,nan,64.8297,1.63,1.5786,2.0163,1503.8835,0.6559,-688.1123,nan,0.0795,0.3008,0.0311,0.0311,0.0311,18303.2871,2.2601,1.63,1.63,2.6569,42.5806,1.0,1.0,1.0,-1426.1836,88.0082,0.0311,14.0
1503.9924,5756.6152,5771646.0,nan,9.2566,9.2566,120.7273,0.0,nan,67.3212,1.6453,1.5985,1.9247,1503.9924,0.6571,-688.1648,nan,0.0892,0.3008,0.0308,0.0308,0.0308,18935.8477,2.2801,1.6453,1.6453,2.7069,42.5166,1.0,1.0,1.0,-1426.2924,88.106,0.0308,14.0
1504.036,5848.9097,5848909.5,nan,9.2248,9.2248,119.623,0.0,nan,68.0437,1.6496,1.6145,1.944,1504.036,0.6533,-688.1858,nan,0.0932,0.3008,0.0308,0.0308,0.0308,19189.3359,2.2955,1.6496,1.6496,2.7211,42.4836,1.0,1.0,1.0,-1426.3359,88.106,0.0308,14.0
1504.1448,6113.8325,6121797.5,nan,9.1455,9.1455,116.3512,0.0,nan,69.8466,1.6603,1.6543,1.9921,1504.1448,0.6439,-688.2383,nan,0.1031,0.3008,0.0308,0.0308,0.0308,20084.6367,2.3338,1.6603,1.6603,2.7565,42.4011,1.0,1.0,1.0,-1426.4448,88.106,0.0308,14.0
1504.1884,6231.1533,6231153.5,nan,9.1159,9.1159,115.04,0.0,nan,69.7151,1.6638,1.672,2.019,1504.1884,0.6384,-688.2593,nan,0.105,0.3008,0.0309,0.0309,0.0309,20443.416,2.3518,1.6638,1.6638,2.7682,42.3707,1.0,1.0,1.0,-1426.4884,88.1,0.0309,14.0
1504.2972,6520.2222,6518395.0,nan,9.0419,9.0419,112.0373,0.0,nan,69.3867,1.6726,1.7162,2.0862,1504.2972,0.6247,-688.3118,nan,0.1099,0.3008,0.0309,0.0309,0.0309,21385.8125,2.3967,1.6726,1.6726,2.7975,42.2949,1.0,1.0,1.0,-1426.5972,88.085,0.0309,14.0
1504.3408,6633.5034,6633503.0,nan,9.0179,9.0179,110.834,0.0,nan,68.9149,1.6778,1.7319,2.1124,1504.3408,0.6194,-688.3329,nan,0.118,0.2996,0.0316,0.0316,0.0316,21763.4629,2.4121,1.6779,1.6778,2.8152,42.2703,1.0,1.0,1.0,-1426.6407,87.4854,0.0316,14.0
1504.4496,6952.0625,6944980.5,nan,8.958,8.958,107.4459,0.0,nan,67.7377,1.691,1.7711,2.1778,1504.4496,0.6061,-688.3854,nan,0.1383,0.2967,0.0332,0.0332,0.0332,22785.3691,2.4507,1.6911,1.691,2.8594,42.2089,1.0,1.0,1.0,-1426.7496,85.989,0.0332,14.0
1504.4933,7070.0869,7070087.0,nan,8.948,8.948,106.085,0.0,nan,66.975,1.6999,1.784,2.2229,1504.4933,0.6022,-688.4064,nan,0.144,0.2948,0.0338,0.0338,0.0338,23195.8223,2.4607,1.6999,1.6999,2.8898,42.1768,1.0,1.0,1.0,-1426.7933,85.197,0.0338,14.0
1504.602,7321.4253,7311227.0,nan,8.9232,8.9232,103.4828,0.0,nan,65.0776,1.722,1.816,2.3349,1504.6019,0.5924,-688.4589,nan,0.1584,0.2902,0.0352,0.0352,0.0352,23986.9668,2.4857,1.7221,1.722,2.9652,42.0968,1.0,1.0,1.0,-1426.902,83.227,0.0352,14.0
1504.6456,7407.9497,7407949.5,nan,8.9217,8.9217,102.439,0.0,nan,64.5157,1.7324,1.8262,2.3523,1504.6455,0.5898,-688.4799,nan,0.1648,0.2891,0.0359,0.0359,0.0359,24304.2969,2.4897,1.7325,1.7324,3.0015,42.0682,1.0,1.0,1.0,-1426.9456,82.644,0.0359,14.0
1504.7544,7487.7729,7479473.0,nan,8.918,8.918,101.7541,0.0,nan,63.1134,1.7584,1.8515,2.3956,1504.7544,0.5833,-688.5324,nan,0.181,0.2863,0.0375,0.0375,0.0375,24538.9531,2.4997,1.7585,1.7584,3.092,41.9968,1.0,1.0,1.0,-1427.0544,81.189,0.0375,14.0
1504.7981,7508.2007,7508200.5,nan,8.918,8.918,101.479,0.0,nan,62.6619,1.7662,1.8573,2.3992,1504.7981,0.581,-688.5535,nan,0.1931,0.2858,0.0386,0.0386,0.0386,24633.2031,2.4998,1.7662,1.7662,3.1195,41.9894,1.0,1.0,1.0,-1427.0981,80.678,0.0386,14.0
1504.9068,7365.9009,7364672.0,nan,8.918,8.918,103.4439,0.0,nan,61.539,1.7854,1.8717,2.4083,1504.9067,0.5753,-688.606,nan,0.2232,0.2847,0.0414,0.0414,0.0414,24162.3086,2.4999,1.7855,1.7854,3.1877,41.971,1.0,1.0,1.0,-1427.2068,79.407,0.0414,14.0
1504.9504,7307.1021,7307102.0,nan,8.9192,8.9192,104.232,0.0,nan,61.4914,1.7893,1.8699,2.4093,1504.9503,0.5738,-688.627,nan,0.2331,0.2846,0.0422,0.0422,0.0422,23973.4316,2.4988,1.7894,1.7893,3.2018,41.9816,1.0,1.0,1.0,-1427.2504,79.1135,0.0422,14.0
1505.0592,7052.7241,7057185.0,nan,8.9223,8.9223,107.877,0.0,nan,61.3728,1.7991,1.8653,2.412,1505.0592,0.5701,-688.6795,nan,0.2579,0.2843,0.0442,0.0442,0.0442,23153.4922,2.4962,1.7992,1.7991,3.2369,42.0081,1.0,1.0,1.0,-1427.3591,78.381,0.0442,14.0
1505.1029,6956.8042,6956804.5,nan,8.9224,8.9224,109.341,0.0,nan,61.6247,1.8008,1.8567,2.4022,1505.1029,0.5692,-688.7006,nan,0.264,0.2843,0.0446,0.0446,0.0446,22824.1602,2.4956,1.8008,1.8008,3.2428,42.0202,1.0,1.0,1.0,-1427.4028,78.2342,0.0446,14.0
1505.2116,6727.6484,6734548.5,nan,8.9226,8.9226,113.0053,0.0,nan,62.2513,1.8048,1.8353,2.3777,1505.2115,0.5669,-688.7531,nan,0.2791,0.2842,0.0456,0.0456,0.0456,22094.9746,2.4943,1.8049,1.8048,3.2575,42.0501,1.0,1.0,1.0,-1427.5116,77.869,0.0456,14.0
1505.2552,6645.4004,6645400.5,nan,8.923,8.923,114.475,0.0,nan,62.7263,1.8066,1.8254,2.3479,1505.2551,0.5648,-688.774,nan,0.2883,0.2836,0.0461,0.0461,0.0461,21802.4941,2.4958,1.8066,1.8066,3.2638,42.0483,1.0,1.0,1.0,-1427.5552,77.5403,0.0461,14.0
1505.364,6559.6714,6562685.0,nan,8.9241,8.9241,116.1509,0.0,nan,63.9117,1.811,1.8007,2.2734,1505.364,0.5596,-688.8265,nan,0.3112,0.2824,0.0473,0.0473,0.0473,21531.1191,2.4997,1.811,1.811,3.2797,42.0439,1.0,1.0,1.0,-1427.6639,76.72,0.0473,14.0
1505.4077,6529.4619,6529462.0,nan,8.9279,8.9279,116.824,0.0,nan,64.0642,1.8138,1.7967,2.2531,1505.4077,0.5572,-688.8477,nan,0.3197,0.2815,0.0478,0.0478,0.0478,21422.1191,2.5026,1.8138,1.8138,3.29,42.0098,1.0,1.0,1.0,-1427.7076,76.2925,0.0478,14.0
1505.5164,6608.0405,6603014.5,nan,8.9371,8.9371,115.7684,0.0,nan,64.4436,1.8209,1.7867,2.2027,1505.5164,0.5513,-688.9001,nan,0.341,0.2795,0.049,0.049,0.049,21663.4336,2.5099,1.8209,1.8209,3.3155,41.9249,1.0,1.0,1.0,-1427.8164,75.229,0.049,14.0
1505.56,6632.5166,6632516.5,nan,8.9479,8.9479,115.345,0.0,nan,64.2352,1.8228,1.7917,2.2074,1505.5599,0.5502,-688.9211,nan,0.3477,0.2793,0.0495,0.0495,0.0495,21760.2246,2.5099,1.8228,1.8228,3.3225,41.8833,1.0,1.0,1.0,-1427.86,74.9961,0.0495,14.0
1505.6688,6777.4912,6763674.5,nan,8.9748,8.9748,112.887,0.0,nan,63.7152,1.8276,1.8043,2.219,1505.6688,0.5476,-688.9736,nan,0.3644,0.2788,0.0508,0.0508,0.0508,22190.5332,2.5101,1.8276,1.8276,3.34,41.7794,1.0,1.0,1.0,-1427.9688,74.415,0.0508,14.0
1505.7124,6816.2344,6816234.0,nan,8.9949,8.9949,111.902,0.0,nan,63.4058,1.8259,1.8155,2.2908,1505.7124,0.5472,-688.9946,nan,0.3842,0.2799,0.0522,0.0522,0.0522,22362.9727,2.5025,1.8259,1.8259,3.3341,41.7172,1.0,1.0,1.0,-1428.0123,74.288,0.0522,14.0
1505.8212,6816.4883,6798897.5,nan,9.0451,9.0451,111.041,0.0,nan,62.6334,1.8219,1.8434,2.4701,1505.8212,0.5463,-689.0471,nan,0.4337,0.2826,0.0559,0.0559,0.0559,22306.0957,2.4833,1.8218,1.8219,3.3192,41.562,1.0,1.0,1.0,-1428.1212,73.971,0.0559,14.0
1505.8648,6791.9507,6791950.5,nan,9.0809,9.0809,110.696,0.0,nan,62.3154,1.8174,1.8507,2.551,1505.8647,0.5464,-689.0682,nan,0.466,0.285,0.0585,0.0585,0.0585,22283.3027,2.4667,1.8173,1.8174,3.3029,41.4884,1.0,1.0,1.0,-1428.1648,73.9155,0.0585,14.0
1505.9736,6629.813,6621358.5,nan,9.1701,9.1701,111.4956,0.0,nan,61.5216,1.8061,1.8688,2.753,1505.9736,0.5467,-689.1207,nan,0.5467,0.2912,0.0651,0.0651,0.0651,21723.6172,2.4252,1.8061,1.8061,3.2622,41.3047,1.0,1.0,1.0,-1428.2736,73.777,0.0651,14.0
1506.0172,6552.9961,6552996.0,nan,9.2196,9.2196,111.816,0.0,nan,60.9153,1.8032,1.8642,2.7665,1506.0172,0.5482,-689.1417,nan,0.5282,0.2919,0.0664,0.0664,0.0664,21499.332,2.404,1.8032,1.8032,3.2517,41.2155,1.0,1.0,1.0,-1428.3171,73.583,0.0664,14.0
1506.126,6249.8608,6260132.0,nan,9.3431,9.3431,114.6581,0.0,nan,59.4022,1.796,1.8526,2.8002,1506.126,0.552,-689.1942,nan,0.4819,0.2937,0.0697,0.0697,0.0697,20538.4902,2.351,1.796,1.796,3.2256,40.993,1.0,1.0,1.0,-1428.426,73.099,0.0697,14.0
1506.1696,6142.771,6142771.0,nan,9.3741,9.3741,115.797,0.0,nan,59.0124,1.7995,1.8403,2.7729,1506.1696,0.5562,-689.2153,nan,0.4445,0.2939,0.069,0.069,0.069,20153.4473,2.3337,1.7995,1.7995,3.2383,40.8964,1.0,1.0,1.0,-1428.4696,73.3977,0.069,14.0
1506.2784,5876.0181,5898776.0,nan,9.4517,9.4517,118.8104,0.0,nan,58.0398,1.8083,1.8097,2.7048,1506.2784,0.5669,-689.2678,nan,0.3511,0.2942,0.067,0.067,0.067,19352.9395,2.2905,1.8083,1.8083,3.2699,40.6553,1.0,1.0,1.0,-1428.5784,74.143,0.067,14.0
1506.322,5800.9985,5800998.5,nan,9.4505,9.4505,120.018,0.0,nan,58.086,1.8197,1.8021,2.6747,1506.322,0.5728,-689.2888,nan,0.326,0.2947,0.0647,0.0647,0.0647,19032.1465,2.2842,1.8198,1.8197,3.3117,40.5599,1.0,1.0,1.0,-1428.6219,75.0642,0.0647,14.0
1506.4308,5739.1191,5762096.0,nan,9.4476,9.4476,120.4825,0.0,nan,58.2013,1.8483,1.7831,2.5996,1506.4308,0.5877,-689.3412,nan,0.2633,0.2957,0.0587,0.0587,0.0587,18904.5137,2.2686,1.8484,1.8483,3.4161,40.3217,1.0,1.0,1.0,-1428.7308,77.363,0.0587,14.0
1506.4745,5746.4707,5746470.5,nan,9.4288,9.4288,120.669,0.0,nan,59.4108,1.8649,1.7894,2.5564,1506.4745,0.594,-689.3624,nan,0.2435,0.2964,0.055,0.055,0.055,18853.25,2.275,1.865,1.8649,3.4785,40.234,1.0,1.0,1.0,-1428.7745,78.7987,0.055,14.0
1506.5832,5868.7471,5883959.0,nan,9.382,9.382,118.9846,0.0,nan,62.4196,1.9062,1.8051,2.449,1506.5831,0.6097,-689.4148,nan,0.194,0.2981,0.0457,0.0457,0.0457,19304.3281,2.291,1.9064,1.9062,3.6338,40.0157,1.0,1.0,1.0,-1428.8832,82.37,0.0457,14.0
1506.6268,5939.1064,5939106.5,nan,9.3471,9.3471,118.309,0.0,nan,63.941,1.9224,1.8256,2.4125,1506.6267,0.6121,-689.4359,nan,0.1822,0.2986,0.0432,0.0432,0.0432,19485.2578,2.3053,1.9225,1.9224,3.6961,39.9453,1.0,1.0,1.0,-1428.9268,83.3313,0.0432,14.0
1506.7356,6130.3477,6137169.5,nan,9.2601,9.2601,116.3927,0.0,nan,67.7377,1.9625,1.8767,2.3215,1506.7356,0.6181,-689.4883,nan,0.1528,0.2997,0.037,0.037,0.037,20135.0703,2.341,1.9627,1.9625,3.8516,39.7697,1.0,1.0,1.0,-1429.0356,85.73,0.037,14.0
1506.7793,6216.7222,6216722.5,nan,9.2107,9.2107,115.623,0.0,nan,68.6485,1.9756,1.9045,2.3454,1506.7793,0.6151,-689.5094,nan,0.1637,0.2997,0.0371,0.0371,0.0371,20396.0703,2.3583,1.9757,1.9756,3.9033,39.7114,1.0,1.0,1.0,-1429.0793,85.7042,0.0371,14.0
1506.888,6421.6313,6422207.0,nan,9.0879,9.0879,113.9743,0.0,nan,70.9142,2.008,1.9738,2.4049,1506.8879,0.6076,-689.5619,nan,0.1909,0.2996,0.0372,0.0372,0.0372,21070.2324,2.4012,2.0081,2.008,4.032,39.5665,1.0,1.0,1.0,-1429.188,85.64,0.0372,14.0
1506.9316,6504.6274,6504627.5,nan,9.0538,9.0538,113.313,0.0,nan,70.5357,2.0202,2.0018,2.4783,1506.9315,0.6022,-689.5829,nan,0.2014,0.2974,0.0377,0.0377,0.0377,21340.6406,2.4182,2.0203,2.0202,4.0816,39.5202,1.0,1.0,1.0,-1429.2316,84.7543,0.0377,14.0
1507.0404,6682.3354,6676018.5,nan,8.9686,8.9686,112.2257,0.0,nan,69.5912,2.0507,2.0715,2.6616,1507.0404,0.5887,-689.6354,nan,0.2279,0.2919,0.039,0.039,0.039,21902.9473,2.4604,2.0508,2.0507,4.2053,39.4046,1.0,1.0,1.0,-1429.3403,82.544,0.039,14.0
1507.0841,6744.8584,6744858.5,nan,8.961,8.961,111.789,0.0,nan,68.7874,2.0647,2.0988,2.7324,1507.0841,0.5842,-689.6565,nan,0.2298,0.2892,0.0391,0.0391,0.0391,22128.8008,2.4738,2.0648,2.0647,4.2633,39.3754,1.0,1.0,1.0,-1429.384,81.6075,0.0391,14.0
1507.1928,6889.6807,6873097.5,nan,8.942,8.942,110.909,0.0,nan,66.7881,2.0994,2.1668,2.9087,1507.1927,0.573,-689.7089,nan,0.2348,0.2824,0.0395,0.0395,0.0395,22549.5312,2.507,2.0995,2.0994,4.4075,39.3028,1.0,1.0,1.0,-1429.4928,79.278,0.0395,14.0
1507.2364,6924.5347,6924534.5,nan,8.9426,8.9426,110.556,0.0,nan,66.323,2.1132,2.1936,2.9309,1507.2363,0.57,-689.73,nan,0.2448,0.2811,0.0402,0.0402,0.0402,22718.2891,2.5116,2.1133,2.1132,4.466,39.2825,1.0,1.0,1.0,-1429.5364,78.6406,0.0402,14.0
1507.3452,7077.7798,7055208.5,nan,8.9441,8.9441,108.6634,0.0,nan,65.1623,2.1476,2.2604,2.9861,1507.3452,0.5626,-689.7825,nan,0.27,0.278,0.0419,0.0419,0.0419,23147.0098,2.5233,2.1477,2.1476,4.612,39.2319,1.0,1.0,1.0,-1429.6451,77.05,0.0419,14.0
1507.3888,7107.5742,7107574.5,nan,8.9462,8.9462,107.905,0.0,nan,65.4323,2.1551,2.2798,3.0043,1507.3888,0.5606,-689.8035,nan,0.303,0.2787,0.0437,0.0437,0.0437,23318.8125,2.5162,2.1552,2.1551,4.6445,39.251,1.0,1.0,1.0,-1429.6887,76.6941,0.0437,14.0
1507.4976,7144.6187,7121660.5,nan,8.9514,8.9514,106.5935,0.0,nan,66.1061,2.1739,2.3284,3.0495,1507.4976,0.5557,-689.856,nan,0.3853,0.2806,0.0484,0.0484,0.0484,23365.0273,2.4986,2.1739,2.1739,4.7256,39.2986,1.0,1.0,1.0,-1429.7976,75.806,0.0484,14.0
1507.5412,7127.3047,7127305.0,nan,8.9722,8.9722,106.068,0.0,nan,66.5526,2.1692,2.3264,3.0603,1507.5411,0.5544,-689.877,nan,0.4518,0.283,0.0518,0.0518,0.0518,23383.5469,2.4802,2.1692,2.1692,4.7055,39.3467,1.0,1.0,1.0,-1429.8412,75.57,0.0518,14.0
1507.65,6991.9023,6980948.5,nan,9.024,9.024,106.1265,0.0,nan,67.6669,2.1576,2.3214,3.0873,1507.65,0.5512,-689.9295,nan,0.6176,0.2889,0.0602,0.0602,0.0602,22903.373,2.4345,2.1575,2.1576,4.6552,39.4665,1.0,1.0,1.0,-1429.95,74.981,0.0602,14.0
1507.6936,6922.2979,6922298.0,nan,9.0716,9.0716,106.15,0.0,nan,67.9802,2.1392,2.2904,3.0462,1507.6936,0.551,-689.9506,nan,0.6289,0.2901,0.0623,0.0623,0.0623,22710.9512,2.4108,2.1391,2.1392,4.577,39.5541,1.0,1.0,1.0,-1429.9935,74.6397,0.0623,14.0
1507.8024,6611.9849,6620069.0,nan,9.1905,9.1905,108.4052,0.0,nan,68.7618,2.0933,2.2128,2.9438,1507.8024,0.5507,-690.0031,nan,0.6572,0.2932,0.0676,0.0676,0.0676,21719.3867,2.3516,2.0931,2.0933,4.382,39.7727,1.0,1.0,1.0,-1430.1024,73.788,0.0676,14.0
1507.846,6498.9551,6498955.0,nan,9.2482,9.2482,109.309,0.0,nan,68.6471,2.0653,2.163,2.8638,1507.8459,0.5518,-690.0241,nan,0.6231,0.2933,0.0684,0.0684,0.0684,21322.0312,2.3307,2.0651,2.0653,4.2674,39.8844,1.0,1.0,1.0,-1430.146,73.5228,0.0684,14.0
1507.9548,6148.9829,6167900.5,nan,9.3923,9.3923,112.9414,0.0,nan,68.3611,1.9953,2.0388,2.6642,1507.9548,0.5546,-690.0766,nan,0.5381,0.2936,0.0704,0.0704,0.0704,20235.8945,2.2785,1.995,1.9953,3.9814,40.1631,1.0,1.0,1.0,-1430.2548,72.861,0.0704,14.0
1507.9984,6035.2349,6035235.0,nan,9.4491,9.4491,114.397,0.0,nan,68.1081,1.9636,1.9869,2.5812,1507.9984,0.5558,-690.0976,nan,0.5067,0.2936,0.0706,0.0706,0.0706,19800.6406,2.2651,1.9633,1.9636,3.8582,40.2769,1.0,1.0,1.0,-1430.2983,72.7592,0.0706,14.0
1508.1072,5756.3472,5774732.5,nan,9.5909,9.5909,118.1786,0.0,nan,67.4768,1.8843,1.8572,2.374,1508.1072,0.5588,-690.1501,nan,0.4284,0.2934,0.0713,0.0713,0.0713,18945.9727,2.2319,1.884,1.8843,3.5508,40.5609,1.0,1.0,1.0,-1430.4072,72.505,0.0713,14.0
1508.1508,5670.3398,5670340.0,nan,9.6329,9.6329,119.694,0.0,nan,67.5985,1.8528,1.8144,2.2873,1508.1508,0.5596,-690.1711,nan,0.4142,0.2935,0.0711,0.0711,0.0711,18603.4766,2.2267,1.8525,1.8528,3.4355,40.6564,1.0,1.0,1.0,-1430.4508,72.5619,0.0711,14.0
