DEPTH,ACOUSTICIMPEDANCE1,AVG_PIGN,CALI,CALI[DERIVED]1,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,NPHI,PERF_INT,PIGN,PIGN_MODELLING,RHOB,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,ZLT
998.5724,4397.583,nan,8.0912,8.0912,1.6024,145.9568,nan,nan,58.6026,1.729,1.7118,0.635,nan,nan,nan,2.1058,269.1632,nan,nan,-919.9524,nan,nan
998.7248,4415.0493,nan,8.0673,8.0673,1.7137,145.6762,nan,nan,58.4966,1.8492,1.8436,0.646,nan,nan,nan,2.1101,269.4328,nan,nan,-920.1048,nan,nan
998.8772,4388.4624,nan,8.0408,8.0408,1.9275,146.6504,nan,nan,59.4589,1.8718,1.8829,0.6458,nan,nan,nan,2.1114,269.6759,nan,nan,-920.2572,nan,nan
999.0296,4338.9722,nan,8.053,8.053,1.9289,148.5037,nan,nan,60.1992,1.7917,1.7911,0.6462,nan,nan,nan,2.114,269.7225,nan,nan,-920.4096,nan,nan
999.182,4284.332,nan,8.1254,8.1254,1.802,150.6181,nan,nan,61.1269,1.723,1.7051,0.6493,nan,nan,nan,2.1171,269.8082,nan,nan,-920.562,nan,nan
999.3344,4234.5776,nan,8.2639,8.2639,1.7218,152.9702,nan,nan,63.3943,1.6598,1.6486,0.6471,nan,nan,nan,2.1252,269.8013,nan,nan,-920.7144,nan,nan
999.4868,4183.6816,nan,8.4141,8.4141,1.655,155.3185,nan,nan,65.2262,1.594,1.5867,0.6385,nan,nan,nan,2.1319,269.4475,nan,nan,-920.8668,nan,nan
999.6392,4146.0298,nan,8.5127,8.5127,1.5617,156.8878,nan,nan,66.3195,1.5442,1.5337,0.6285,nan,nan,nan,2.1341,268.9449,nan,nan,-921.0192,nan,nan
999.7916,4153.103,nan,8.5467,8.5467,1.4539,156.8672,nan,nan,68.3635,1.4919,1.4842,0.6219,nan,nan,nan,2.1374,268.5175,nan,nan,-921.1716,nan,nan
999.944,4216.4937,nan,8.5492,8.5492,1.3248,155.1638,nan,nan,70.7385,1.4404,1.4308,0.6284,nan,nan,nan,2.1465,268.0116,nan,nan,-921.324,nan,nan
1000.0964,4309.312,nan,8.5093,8.5093,1.2699,152.7964,nan,nan,71.9296,1.4467,1.4396,0.6504,nan,nan,nan,2.1603,267.3735,nan,nan,-921.4764,nan,nan
1000.2488,4391.0552,nan,8.4295,8.4295,1.3506,150.6204,nan,nan,71.8903,1.5699,1.5874,0.681,nan,0.012,0.012,2.1699,266.9612,nan,nan,-921.6288,nan,nan
1000.4012,4441.0474,nan,8.355,8.355,1.6768,148.8247,nan,nan,70.7739,1.7976,1.8007,0.7042,nan,0.0101,0.0101,2.1684,267.0225,nan,nan,-921.7812,nan,nan
1000.5536,4454.0967,nan,8.2877,8.2877,1.974,147.4395,nan,nan,68.5364,1.9334,1.9072,0.715,nan,0.0121,0.0121,2.1546,267.1217,1.0,1.0,-921.9336,87.995,nan
1000.706,4438.3657,nan,8.2127,8.2127,2.0753,146.5921,nan,nan,66.2057,1.9243,1.9093,0.7103,nan,0.017,0.017,2.1346,266.9302,1.0,1.0,-922.086,85.763,nan
1000.8584,4411.4043,nan,8.1566,8.1566,2.0229,146.6091,nan,nan,64.9421,1.8943,1.8832,0.6871,nan,0.0222,0.0222,2.1219,266.8098,1.0,1.0,-922.2384,82.749,nan
1001.0108,4364.2065,nan,8.1599,8.1599,1.9358,147.8441,nan,nan,64.0179,1.8516,1.8378,0.658,nan,0.0257,0.0257,2.1169,267.08,1.0,1.0,-922.3908,80.277,nan
1001.1632,4292.5615,nan,8.215,8.215,1.8552,149.7308,nan,nan,62.7569,1.7783,1.7639,0.6342,nan,0.0273,0.0273,2.1087,267.3016,1.0,1.0,-922.5432,79.034,nan
1001.3156,4236.6343,nan,8.3453,8.3453,1.7398,151.2484,nan,nan,61.4775,1.7059,1.6951,0.6211,nan,0.0279,0.0279,2.1023,266.937,1.0,1.0,-922.6956,78.624,nan
1001.468,4212.501,nan,8.5152,8.5152,1.6665,151.9543,nan,nan,60.0774,1.6801,1.6739,0.6112,nan,0.0284,0.0284,2.1001,266.247,1.0,1.0,-922.848,78.188,nan
1001.6204,4218.5957,nan,8.671,8.671,1.6734,151.5902,nan,nan,59.3537,1.7252,1.7146,0.6014,nan,0.0296,0.0296,2.0981,265.678,1.0,1.0,-923.0004,77.34,nan
1001.7728,4239.1826,nan,8.7564,8.7564,1.7304,150.3594,nan,nan,59.9745,1.8045,1.7823,0.5975,nan,0.0311,0.0311,2.0912,265.2873,1.0,1.0,-923.1528,76.168,nan
1001.9252,4263.6475,nan,8.7776,8.7776,1.8068,148.5201,nan,nan,61.3727,1.854,1.8357,0.6025,nan,0.0322,0.0322,2.0775,265.1151,1.0,1.0,-923.3052,75.351,nan
1002.0776,4298.2139,nan,8.7721,8.7721,1.8571,146.5024,nan,nan,63.4752,1.867,1.8658,0.6116,nan,0.0322,0.0322,2.0659,265.3319,1.0,1.0,-923.4576,75.352,nan
1002.23,4318.8984,nan,8.7993,8.7993,1.8786,144.7887,nan,nan,66.3091,1.8755,1.8822,0.6176,nan,0.032,0.032,2.0516,265.8337,1.0,1.0,-923.61,75.455,nan
1002.3824,4329.3003,nan,8.8592,8.8592,1.8883,143.6361,nan,nan,68.7814,1.8859,1.8984,0.6148,nan,0.0327,0.0327,2.0402,266.1928,1.0,1.0,-923.7624,74.921,nan
1002.5348,4338.3184,nan,8.9383,8.9383,1.8819,143.1345,nan,nan,71.3458,1.8804,1.8916,0.6026,nan,0.0339,0.0339,2.0373,266.3189,1.0,1.0,-923.9148,73.993,nan
1002.6872,4344.1372,nan,8.9925,8.9925,1.8622,143.149,nan,nan,74.1426,1.8401,1.8398,0.5859,nan,0.034,0.034,2.0402,266.5006,1.0,1.0,-924.0672,73.932,nan
1002.8396,4367.0083,nan,8.9345,8.9345,1.8231,143.4784,nan,nan,75.026,1.7879,1.7847,0.5703,nan,0.0333,0.0333,2.0557,266.7607,1.0,1.0,-924.2196,74.5,nan
1002.992,4405.5088,nan,8.7584,8.7584,1.7925,143.8469,nan,nan,73.0513,1.7651,1.7737,0.5619,nan,0.0336,0.0336,2.0791,266.8873,1.0,1.0,-924.372,74.209,nan
1003.1444,4439.9067,nan,8.4645,8.4645,1.7542,144.1192,nan,nan,69.1182,1.7565,1.7755,0.557,nan,0.035,0.035,2.0993,267.0641,1.0,1.0,-924.5244,73.143,nan
1003.2968,4466.5518,nan,8.1519,8.1519,1.7356,144.4004,nan,nan,64.4543,1.7372,1.7564,0.5577,nan,0.0364,0.0364,2.1161,267.6618,1.0,1.0,-924.6768,72.069,nan
1003.4492,4458.7344,nan,7.9228,7.9228,1.7424,144.9818,nan,nan,59.9562,1.7313,1.7519,0.5629,nan,0.0371,0.0371,2.1209,268.5066,1.0,1.0,-924.8292,71.531,nan
1003.6016,4406.0723,nan,7.7817,7.7817,1.7518,146.1833,nan,nan,56.2634,1.7454,1.7584,0.5703,nan,0.0364,0.0364,2.1132,269.2866,1.0,1.0,-924.9816,72.089,nan
1003.754,4323.812,nan,7.6049,7.6049,1.7441,147.9141,nan,nan,54.1883,1.7388,1.741,0.5761,nan,0.0341,0.0341,2.0983,270.1526,1.0,1.0,-925.134,73.85,nan
1003.9064,4254.353,nan,7.5096,7.5096,1.7166,149.5373,nan,nan,53.9579,1.7043,1.7053,0.5838,nan,0.0316,0.0316,2.0872,271.2588,1.0,1.0,-925.2864,75.735,nan
1004.0588,4250.562,nan,7.6261,7.6261,1.6504,150.547,nan,nan,54.2436,1.6697,1.6728,0.5948,nan,0.0306,0.0306,2.0994,272.2456,1.0,1.0,-925.4388,76.516,nan
1004.2112,4287.0952,nan,7.8891,7.8891,1.5977,150.9491,nan,nan,54.2649,1.6293,1.6351,0.6133,nan,0.0292,0.0292,2.1231,272.7498,1.0,1.0,-925.5912,77.53,nan
1004.3636,4318.3926,nan,8.2188,8.2188,1.5397,151.1446,nan,nan,54.6405,1.5799,1.5833,0.6419,nan,0.0234,0.0234,2.1414,273.0805,1.0,1.0,-925.7436,81.189,nan
1004.516,4336.4272,nan,8.5894,8.5894,1.503,151.4698,nan,nan,55.2645,1.5568,1.5293,0.6885,nan,0.0126,0.0126,2.155,273.5877,1.0,1.0,-925.896,87.715,nan
1004.6684,4336.3457,nan,8.9224,8.9224,1.4804,151.9942,nan,nan,54.8216,1.5384,1.4901,0.7445,nan,0.0032,0.0032,2.1624,273.9649,1.0,1.0,-926.0484,93.903,nan
1004.8208,4316.8652,nan,9.0987,9.0987,1.4565,152.4415,nan,nan,52.7745,1.4763,1.4726,0.7859,nan,0.0001,0.0001,2.159,273.976,1.0,1.0,-926.2008,96.793,nan
1004.9732,4291.8608,nan,9.1763,9.1763,1.4429,152.7153,nan,nan,50.0051,1.4154,1.456,0.7942,nan,0.0001,0.0001,2.1504,274.0154,1.0,1.0,-926.3532,97.375,nan
1005.1256,4271.8652,nan,9.2398,9.2398,1.4282,152.793,nan,nan,47.9817,1.3899,1.4267,0.7718,nan,0.0007,0.0007,2.1414,274.3373,1.0,1.0,-926.5056,96.706,nan
1005.278,4264.5103,nan,9.2521,9.2521,1.4076,152.539,nan,nan,47.9993,1.3805,1.3943,0.7352,nan,0.0045,0.0045,2.1342,274.7216,1.0,1.0,-926.658,93.91,nan
1005.4304,4271.9565,nan,9.2596,9.2596,1.3929,151.8992,nan,nan,48.979,1.3774,1.3686,0.6945,nan,0.0127,0.0127,2.129,275.0516,1.0,1.0,-926.8104,88.751,nan
1005.5828,4279.811,nan,9.3573,9.3573,1.3606,151.2231,nan,nan,49.2081,1.3602,1.3491,0.6595,nan,0.0206,0.0206,2.1234,275.5162,1.0,1.0,-926.9628,83.878,nan
1005.7352,4277.0029,nan,9.472,9.472,1.3283,150.8143,nan,nan,49.0446,1.3253,1.3353,0.6457,nan,0.0234,0.0234,2.1163,276.0757,1.0,1.0,-927.1152,82.092,nan
1005.8876,4279.5366,nan,9.4358,9.4358,1.2976,150.5911,nan,nan,48.3737,1.3047,1.3207,0.6579,nan,0.0221,0.0221,2.1144,276.3694,1.0,1.0,-927.2676,83.066,nan
1006.04,4287.5923,nan,9.2411,9.2411,1.274,150.3863,nan,nan,47.2402,1.3007,1.3064,0.6772,nan,0.02,0.02,2.1155,276.4667,1.0,1.0,-927.42,84.699,nan
1006.1924,4293.0464,nan,9.0991,9.0991,1.2735,150.2464,nan,nan,47.4375,1.2942,1.2955,0.6812,nan,0.0194,0.0194,2.1162,276.7544,1.0,1.0,-927.5724,85.144,nan
1006.3448,4295.1123,nan,9.0642,9.0642,1.2717,150.3863,nan,nan,48.7849,1.2855,1.2924,0.6693,nan,0.0205,0.0205,2.1192,277.1484,1.0,1.0,-927.7248,84.253,nan
1006.4972,4279.2993,nan,9.0861,9.0861,1.2822,150.8281,nan,nan,49.2684,1.2847,1.2892,0.6572,nan,0.0217,0.0217,2.1176,277.1289,1.0,1.0,-927.8772,83.365,nan
1006.6496,4262.2012,nan,9.1105,9.1105,1.2735,151.2565,nan,nan,49.1368,1.2862,1.2761,0.6561,nan,0.0216,0.0216,2.1151,276.6862,1.0,1.0,-928.0296,83.466,nan
1006.802,4258.332,nan,9.089,9.089,1.2588,151.4247,nan,nan,49.3507,1.2664,1.2653,0.6634,nan,0.0202,0.0202,2.1155,276.3395,1.0,1.0,-928.182,84.506,nan
1006.9544,4265.3042,nan,9.0269,9.0269,1.251,151.413,nan,nan,49.4689,1.2478,1.2606,0.6773,nan,0.0176,0.0176,2.1188,276.2103,1.0,1.0,-928.3344,86.236,nan
1007.1068,4270.937,nan,8.9842,8.9842,1.2331,151.4195,nan,nan,49.1086,1.2527,1.2565,0.6931,nan,0.0139,0.0139,2.1217,276.0328,1.0,1.0,-928.4868,88.484,nan
1007.2592,4269.9995,nan,8.9726,8.9726,1.2389,151.4435,nan,nan,48.8311,1.2493,1.2465,0.7116,nan,0.0102,0.0102,2.1216,275.8907,1.0,1.0,-928.6392,90.787,nan
1007.4116,4260.748,nan,8.9717,8.9717,1.2262,151.5348,nan,nan,49.0598,1.2265,1.2287,0.7193,nan,0.0083,0.0083,2.1183,276.1087,1.0,1.0,-928.7916,92.19,nan
1007.564,4243.1484,nan,8.9609,8.9609,1.22,151.82,nan,nan,49.4725,1.2113,1.214,0.7215,nan,0.0083,0.0083,2.1135,276.4478,1.0,1.0,-928.944,92.445,nan
1007.7164,4219.7793,nan,8.9238,8.9238,1.2015,152.2209,nan,nan,50.3058,1.2082,1.2074,0.715,nan,0.0098,0.0098,2.1074,276.4267,1.0,1.0,-929.0964,91.826,nan
1007.8688,4200.9497,nan,8.8857,8.8857,1.1867,152.4221,nan,nan,51.2132,1.2074,1.2034,0.7059,nan,0.0122,0.0122,2.1008,276.1402,1.0,1.0,-929.2488,90.47,nan
1008.0212,4197.5327,nan,8.9675,8.9675,1.1893,152.2863,nan,nan,50.9478,1.2043,1.2014,0.6874,nan,0.015,0.015,2.0972,275.9248,1.0,1.0,-929.4012,88.481,nan
1008.1736,4204.2134,nan,9.1468,9.1468,1.1884,152.1588,nan,nan,49.7441,1.2058,1.2033,0.6673,nan,0.018,0.018,2.0988,275.6955,1.0,1.0,-929.5536,86.179,nan
1008.326,4212.5547,nan,9.3106,9.3106,1.1973,152.3589,nan,nan,48.2427,1.218,1.2061,0.6543,nan,0.0201,0.0201,2.1057,275.2299,1.0,1.0,-929.706,84.599,nan
1008.4784,4205.125,nan,9.3232,9.3232,1.1921,152.8826,nan,nan,46.595,1.2206,1.2071,0.6517,nan,0.0204,0.0204,2.1092,274.8396,1.0,1.0,-929.8584,84.364,nan
1008.6308,4185.8145,nan,9.199,9.199,1.1889,153.5493,nan,nan,44.9919,1.1955,1.2048,0.6583,nan,0.0192,0.0192,2.1087,274.8839,1.0,1.0,-930.0108,85.307,nan
1008.7832,4162.0698,nan,9.0622,9.0622,1.1863,154.2729,nan,nan,43.6613,1.1656,1.1911,0.6644,nan,0.0177,0.0177,2.1066,275.0852,1.0,1.0,-930.1632,86.416,nan
1008.9356,4132.5186,nan,9.0386,9.0386,1.1643,155.0568,nan,nan,43.1972,1.165,1.171,0.6623,nan,0.0173,0.0173,2.1023,275.1287,1.0,1.0,-930.3156,86.723,nan
1009.088,4106.8994,nan,9.103,9.103,1.1608,155.6314,nan,nan,43.8867,1.1847,1.1651,0.6517,nan,0.0182,0.0182,2.097,275.1692,1.0,1.0,-930.468,86.02,nan
1009.2404,4109.9526,nan,9.1385,9.1385,1.1516,155.7338,nan,nan,45.0906,1.1937,1.1717,0.6332,nan,0.0194,0.0194,2.0999,275.3451,1.0,1.0,-930.6204,85.124,nan
1009.3928,4120.5864,nan,9.1224,9.1224,1.1475,155.701,nan,nan,46.7441,1.1812,1.1753,0.6098,nan,0.0193,0.0193,2.1049,275.2791,1.0,1.0,-930.7728,85.196,nan
1009.5452,4100.8989,nan,9.0933,9.0933,1.1485,155.764,nan,nan,48.4171,1.1656,1.1772,0.5894,nan,0.0193,0.0193,2.0957,274.7151,1.0,1.0,-930.9252,85.214,nan
1009.6976,4057.1162,nan,9.0608,9.0608,1.142,155.6569,nan,nan,49.0087,1.1772,1.1809,0.5814,nan,0.0196,0.0196,2.0719,274.0714,1.0,1.0,-931.0776,84.949,nan
1009.85,4021.5522,nan,8.99,8.99,1.1544,155.3092,nan,nan,49.195,1.1894,1.1853,0.5896,nan,0.0184,0.0184,2.0492,273.7883,1.0,1.0,-931.23,85.853,nan
1010.0024,3992.5701,nan,8.9,8.9,1.1559,155.1571,nan,nan,49.3287,1.1918,1.1943,0.6062,nan,0.0163,0.0163,2.0324,273.7626,1.0,1.0,-931.3824,87.496,nan
1010.1548,3969.7549,nan,8.8394,8.8394,1.1648,155.3808,nan,nan,48.5573,1.2108,1.1992,0.6199,nan,0.0147,0.0147,2.0237,273.7173,1.0,1.0,-931.5348,88.751,nan
1010.3072,3979.6426,nan,8.8154,8.8154,1.1647,155.8235,nan,nan,47.3244,1.2019,1.1956,0.6182,nan,0.0147,0.0147,2.0345,273.7339,1.0,1.0,-931.6872,88.759,nan
1010.4596,4006.9626,nan,8.8148,8.8148,1.1556,156.2292,nan,nan,46.6643,1.1612,1.1909,0.6097,nan,0.0156,0.0156,2.0538,273.8455,1.0,1.0,-931.8396,88.055,nan
1010.612,4023.4255,nan,8.8352,8.8352,1.1644,156.6323,nan,nan,46.9744,1.1709,1.1904,0.6091,nan,0.016,0.016,2.0676,273.8305,1.0,1.0,-931.992,87.707,nan
1010.7644,4031.6372,nan,8.9602,8.9602,1.1645,157.1835,nan,nan,48.5734,1.2239,1.1953,0.6192,nan,0.0163,0.0163,2.0791,273.6688,1.0,1.0,-932.1444,87.531,nan
1010.9168,4037.2754,nan,9.09,9.09,1.1801,157.9718,nan,nan,50.7447,1.2334,1.1926,0.6384,nan,0.0162,0.0162,2.0924,273.6609,1.0,1.0,-932.2968,87.586,nan
1011.0692,4031.2158,nan,9.13,9.13,1.1643,158.9593,nan,nan,51.5376,1.2155,1.1849,0.6596,nan,0.0141,0.0141,2.1024,273.8509,1.0,1.0,-932.4492,89.11,nan
1011.2216,4010.4727,nan,9.1372,9.1372,1.154,160.0589,nan,nan,50.5432,1.1957,1.1814,0.6722,nan,0.0115,0.0115,2.106,273.8518,1.0,1.0,-932.6016,90.925,nan
1011.374,3996.7766,nan,9.1285,9.1285,1.1496,160.7874,nan,nan,49.0455,1.1756,1.1775,0.6619,nan,0.0117,0.0117,2.1084,273.662,1.0,1.0,-932.754,90.733,nan
1011.5264,4022.3682,nan,9.063,9.063,1.1489,160.4191,nan,nan,48.2175,1.178,1.1782,0.6306,nan,0.0138,0.0138,2.117,273.627,1.0,1.0,-932.9064,89.164,nan
1011.6788,4081.9309,nan,8.9821,8.9821,1.1423,159.0871,nan,nan,48.7552,1.1941,1.1934,0.595,nan,0.0174,0.0174,2.1305,273.7553,1.0,1.0,-933.0588,86.48,nan
1011.8312,4140.5176,nan,8.9504,8.9504,1.1533,157.6208,nan,nan,49.3802,1.2091,1.2053,0.5739,nan,0.0211,0.0211,2.1412,273.8007,1.0,1.0,-933.2112,83.698,nan
1011.9836,4196.7632,nan,8.8993,8.8993,1.1806,156.4946,nan,nan,48.5721,1.2196,1.2031,0.5681,nan,0.0215,0.0215,2.1548,273.8415,1.0,1.0,-933.3636,82.654,nan
1012.136,4282.2368,nan,8.7981,8.7981,1.2066,155.6544,nan,nan,46.9409,1.217,1.209,0.5758,nan,0.0184,0.0184,2.1868,274.1501,1.0,1.0,-933.516,83.063,nan
1012.2884,4350.4116,nan,8.6638,8.6638,1.2216,154.7593,nan,nan,45.698,1.2147,1.2266,0.5918,nan,0.015,0.015,2.2089,274.5399,1.0,1.0,-933.6684,83.857,nan
1012.4408,4363.9395,nan,8.5112,8.5112,1.2542,153.6496,nan,nan,45.2465,1.2249,1.2515,0.6136,nan,0.0155,0.0155,2.1999,274.5469,1.0,1.0,-933.8208,83.507,nan
1012.5932,4364.293,nan,8.4027,8.4027,1.28,152.1781,nan,nan,45.1864,1.2615,1.2996,0.6351,nan,0.0184,0.0184,2.179,274.1463,1.0,1.0,-933.9732,82.743,nan
1012.7456,4331.0591,nan,8.3514,8.3514,1.3577,150.6167,nan,nan,45.7915,1.3772,1.37,0.6564,nan,0.0211,0.0211,2.1402,273.6721,1.0,1.0,-934.1256,82.633,nan
1012.898,4273.1387,nan,8.3638,8.3638,1.4612,149.5947,nan,nan,47.8461,1.476,1.4351,0.6726,nan,0.0213,0.0213,2.0972,273.1014,1.0,1.0,-934.278,83.654,nan
1013.0504,4253.8242,nan,8.4706,8.4706,1.5336,149.3739,nan,nan,51.2507,1.4442,1.496,0.684,nan,0.0191,0.0191,2.0847,272.2477,1.0,1.0,-934.4304,85.355,nan
1013.2028,4246.7886,nan,8.6799,8.6799,1.4899,149.8769,nan,nan,56.0215,1.4445,1.5109,0.6833,nan,0.0182,0.0182,2.0882,271.3307,1.0,1.0,-934.5828,86.013,nan
1013.3552,4212.5435,nan,8.9631,8.9631,1.4259,150.8761,nan,nan,61.9356,1.5078,1.4687,0.6746,nan,0.0183,0.0183,2.0852,270.645,1.0,1.0,-934.7352,85.975,nan
1013.5076,4157.6323,nan,9.2007,9.2007,1.4002,151.8886,nan,nan,67.5889,1.5222,1.4812,0.6644,nan,0.0182,0.0182,2.0718,270.0716,1.0,1.0,-934.8876,86.053,nan
1013.66,4115.5474,nan,9.3165,9.3165,1.4877,152.396,nan,nan,71.7094,1.538,1.5598,0.6574,nan,0.0181,0.0181,2.0577,269.3643,1.0,1.0,-935.04,86.161,nan
1013.8124,4126.0137,nan,9.2869,9.2869,1.5433,151.9703,nan,nan,73.75,1.5661,1.5969,0.6573,nan,0.0183,0.0183,2.0572,268.6479,1.0,1.0,-935.1924,85.977,nan
1013.9648,4180.8677,nan,9.1807,9.1807,1.5765,150.8009,nan,nan,73.6743,1.5577,1.5905,0.6625,nan,0.0191,0.0191,2.0685,268.127,1.0,1.0,-935.3448,85.328,nan
1014.1172,4255.8555,nan,9.0229,9.0229,1.5961,149.5426,nan,nan,71.7323,1.5863,1.6209,0.6612,nan,0.0214,0.0214,2.088,267.7335,1.0,1.0,-935.4972,83.579,nan
1014.2696,4323.8364,nan,8.8169,8.8169,1.6927,149.015,nan,nan,68.752,1.6769,1.7006,0.6465,nan,0.0254,0.0254,2.1139,267.4354,1.0,1.0,-935.6496,80.506,nan
1014.422,4348.626,nan,8.6367,8.6367,1.7857,149.695,nan,nan,64.797,1.7451,1.7648,0.6231,nan,0.0296,0.0296,2.1357,267.5056,1.0,1.0,-935.802,77.33,nan
1014.5744,4335.6089,nan,8.5536,8.5536,1.8503,151.0569,nan,nan,60.863,1.7502,1.7664,0.6051,nan,0.0319,0.0319,2.1487,267.8751,1.0,1.0,-935.9544,75.515,nan
1014.7268,4321.2031,nan,8.5407,8.5407,1.8266,152.1805,nan,nan,58.7001,1.7099,1.7295,0.599,nan,0.0319,0.0319,2.1575,268.0059,1.0,1.0,-936.1068,75.37,nan
1014.8792,4326.5371,nan,8.5446,8.5446,1.7363,152.3952,nan,nan,59.0217,1.6674,1.6942,0.6024,nan,0.0305,0.0305,2.1632,267.7026,1.0,1.0,-936.2592,76.041,nan
1015.0316,4368.0757,nan,8.5429,8.5429,1.6816,151.4414,nan,nan,60.0486,1.6566,1.6849,0.6084,nan,0.0294,0.0294,2.1703,267.4202,1.0,1.0,-936.4116,76.351,nan
1015.184,4428.2803,nan,8.5428,8.5428,1.7018,149.8698,nan,nan,59.5807,1.7128,1.7283,0.6093,nan,0.0304,0.0304,2.1774,267.4377,1.0,1.0,-936.564,75.414,nan
1015.3364,4468.4839,nan,8.5471,8.5471,1.8015,148.4068,nan,nan,58.7201,1.8051,1.8003,0.605,nan,0.0335,0.0335,2.1757,267.5489,1.0,1.0,-936.7164,73.464,nan
1015.4888,4457.7715,nan,8.553,8.553,1.8962,147.8438,nan,nan,58.468,1.8357,1.8311,0.5969,nan,0.0361,0.0361,2.1623,267.6156,1.0,1.0,-936.8688,72.039,nan
1015.6412,4381.0425,nan,8.5642,8.5642,1.9051,148.7975,nan,nan,58.4614,1.8217,1.8263,0.5879,nan,0.0355,0.0355,2.1387,267.8952,1.0,1.0,-937.0212,72.771,nan
1015.7936,4259.9102,nan,8.6108,8.6108,1.876,151.1246,nan,nan,59.8612,1.8172,1.83,0.586,nan,0.0312,0.0312,2.1121,268.3849,1.0,1.0,-937.1736,76.079,nan
1015.946,4141.9805,nan,8.7076,8.7076,1.8473,153.8666,nan,nan,62.5647,1.8046,1.8255,0.6001,nan,0.0259,0.0259,2.0909,268.6663,1.0,1.0,-937.326,80.128,nan
1016.0984,4076.1035,nan,8.846,8.846,1.8173,155.6108,nan,nan,64.7416,1.7661,1.7867,0.6273,nan,0.0219,0.0219,2.081,268.6621,1.0,1.0,-937.4784,83.228,nan
1016.2508,4080.4741,nan,8.9489,8.9489,1.7595,155.3717,nan,nan,66.6924,1.7278,1.7364,0.6537,nan,0.0189,0.0189,2.08,268.6541,1.0,1.0,-937.6308,85.537,nan
1016.4032,4133.5889,nan,9.0123,9.0123,1.6998,153.5094,nan,nan,68.146,1.7008,1.7093,0.669,nan,0.0177,0.0177,2.0818,268.6446,1.0,1.0,-937.7832,86.455,nan
1016.5556,4198.1445,nan,9.0207,9.0207,1.663,151.2955,nan,nan,68.4065,1.6969,1.7129,0.6728,nan,0.0188,0.0188,2.0839,268.3352,1.0,1.0,-937.9356,85.61,nan
1016.708,4245.3857,nan,8.9707,8.9707,1.6588,149.403,nan,nan,69.6379,1.7194,1.7307,0.6669,nan,0.021,0.021,2.081,267.8349,1.0,1.0,-938.088,83.898,nan
1016.8604,4279.4639,nan,8.9112,8.9112,1.6886,147.8957,nan,nan,72.108,1.729,1.7422,0.6551,nan,0.0237,0.0237,2.0765,267.5034,1.0,1.0,-938.2404,81.832,nan
1017.0128,4330.2588,nan,8.9683,8.9683,1.7333,146.6402,nan,nan,73.6283,1.7282,1.7456,0.6415,nan,0.0269,0.0269,2.0833,267.2658,1.0,1.0,-938.3928,79.384,nan
1017.1652,4406.1816,nan,9.1544,9.1544,1.7493,145.4575,nan,nan,74.1993,1.7341,1.746,0.6255,nan,0.0306,0.0306,2.1027,266.8517,1.0,1.0,-938.5452,76.507,nan
1017.3176,4489.7217,nan,9.3739,9.3739,1.7337,144.3783,nan,nan,73.861,1.7283,1.7305,0.6123,nan,0.0341,0.0341,2.1267,266.4628,1.0,1.0,-938.6976,73.86,nan
1017.47,4566.5059,nan,9.5039,9.5039,1.7095,143.5699,nan,nan,71.4137,1.7168,1.7184,0.609,nan,0.036,0.036,2.151,266.4899,1.0,1.0,-938.85,72.407,nan
1017.6224,4606.5703,nan,9.5058,9.5058,1.697,143.1026,nan,nan,66.864,1.7289,1.7362,0.6219,nan,0.0356,0.0356,2.1628,266.7311,1.0,1.0,-939.0024,72.68,nan
1017.7748,4617.7124,nan,9.5756,9.5756,1.7079,142.3844,nan,nan,62.3913,1.7689,1.789,0.6438,nan,0.0339,0.0339,2.1571,266.7415,1.0,1.0,-939.1548,74.03,nan
1017.9272,4639.7495,nan,9.8239,9.8239,1.7561,140.5907,nan,nan,59.0836,1.8391,1.8841,0.6616,nan,0.0328,0.0328,2.1401,266.5704,1.0,1.0,-939.3072,74.831,nan
1018.0796,4667.4878,nan,10.1235,10.1235,1.8579,137.9378,nan,nan,56.8996,1.9247,1.9989,0.6661,nan,0.0337,0.0337,2.1123,266.5635,1.0,1.0,-939.4596,74.147,nan
1018.232,4683.2983,nan,10.2512,10.2512,2.0088,135.6674,nan,nan,55.7376,2.0129,2.1087,0.6565,nan,0.036,0.036,2.0846,266.6945,1.0,1.0,-939.612,72.382,nan
1018.3844,4670.688,nan,10.3005,10.3005,2.1589,135.1416,nan,nan,55.2884,2.1039,2.2018,0.6437,nan,0.0379,0.0379,2.0709,266.8577,1.0,1.0,-939.7644,70.927,nan
1018.5368,4605.5195,nan,10.2986,10.2986,2.2862,136.6568,nan,nan,54.7055,2.1633,2.2595,0.6387,nan,0.0377,0.0377,2.0649,267.2777,1.0,1.0,-939.9168,71.094,nan
1018.6892,4505.4092,nan,10.1582,10.1582,2.3308,139.3672,nan,nan,53.688,2.1513,2.2319,0.6405,nan,0.0354,0.0354,2.0601,268.0185,1.0,1.0,-940.0692,72.827,nan
1018.8416,4406.813,nan,9.8488,9.8488,2.2389,142.4715,nan,nan,54.1425,2.0429,2.1048,0.6414,nan,0.0328,0.0328,2.0599,268.6953,1.0,1.0,-940.2216,74.883,nan
1018.994,4354.0732,nan,9.6379,9.6379,2.0304,145.2781,nan,nan,56.946,1.901,1.9567,0.6327,nan,0.0316,0.0316,2.0753,269.0673,1.0,1.0,-940.374,75.74,nan
