DEPTH,ACOUSTICIMPEDANCE1,AVG_PIGN,CALI,CALI[DERIVED]1,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,NPHI,PERF_INT,PIGN,PIGN_MODELLING,RHOB,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,ZLT
1240.4312,4584.2715,nan,8.7592,8.7592,1.2367,143.9829,nan,nan,65.9988,0.9651,0.9833,0.5827,nan,0.0117,0.0117,2.1655,284.4512,1.0,1.0,-1161.8112,91.045,nan
1240.5836,4600.3296,nan,8.7553,8.7553,1.2282,144.0024,nan,nan,65.7493,0.9582,0.9728,0.572,nan,0.0132,0.0132,2.1734,284.4164,1.0,1.0,-1161.9636,89.883,nan
1240.736,4647.5601,nan,8.7404,8.7404,1.2128,143.9418,nan,nan,66.0312,0.9498,0.9619,0.5608,nan,0.0147,0.0147,2.1948,284.4387,1.0,1.0,-1162.116,88.769,nan
1240.8884,4737.0903,nan,8.7368,8.7368,1.186,143.2346,nan,nan,65.6904,0.9448,0.9605,0.5536,nan,0.016,0.016,2.2261,284.3804,1.0,1.0,-1162.2684,87.758,nan
1241.0408,4818.2715,nan,8.7368,8.7368,1.176,141.8992,nan,nan,64.0905,0.9365,0.958,0.5506,nan,0.017,0.017,2.2431,284.4483,1.0,1.0,-1162.4208,86.941,nan
1241.1932,4862.6611,nan,8.7303,8.7303,1.1821,140.508,nan,nan,61.6715,0.9313,0.9514,0.5527,nan,0.0178,0.0178,2.2416,284.557,1.0,1.0,-1162.5732,86.385,nan
1241.3456,4869.1812,nan,8.7284,8.7284,1.1731,139.5612,nan,nan,59.9364,0.9327,0.9488,0.5531,nan,0.0184,0.0184,2.2295,284.8036,1.0,1.0,-1162.7256,85.92,nan
1241.498,4856.8193,nan,8.7219,8.7219,1.1723,139.2574,nan,nan,60.1835,0.9309,0.9433,0.5485,nan,0.0191,0.0191,2.219,285.1206,1.0,1.0,-1162.8781,85.355,nan
1241.6504,4838.9429,nan,8.7163,8.7163,1.1451,139.4834,nan,nan,61.7682,0.9194,0.9268,0.54,nan,0.0197,0.0197,2.2144,285.2852,1.0,1.0,-1163.0304,84.874,nan
1241.8028,4832.8936,nan,8.7083,8.7083,1.1293,139.962,nan,nan,62.8048,0.8946,0.8999,0.5364,nan,0.0198,0.0198,2.2192,285.2988,1.0,1.0,-1163.1829,84.846,nan
1241.9552,4822.7827,nan,8.7047,8.7047,1.0954,140.4185,nan,nan,62.2838,0.8622,0.8715,0.5383,nan,0.0193,0.0193,2.2218,285.0794,1.0,1.0,-1163.3352,85.182,nan
1242.1076,4815.7007,nan,8.7049,8.7049,1.0427,140.6288,nan,nan,60.1684,0.8378,0.8534,0.5382,nan,0.0194,0.0194,2.2219,284.9338,1.0,1.0,-1163.4875,85.154,nan
1242.26,4808.6538,nan,8.698,8.698,1.0256,140.7366,nan,nan,57.2734,0.8302,0.847,0.532,nan,0.0204,0.0204,2.2203,284.9058,1.0,1.0,-1163.64,84.363,nan
1242.4124,4795.8286,nan,8.6822,8.6822,1.0342,140.9528,nan,nan,55.4571,0.8399,0.85,0.5206,nan,0.022,0.022,2.2178,284.9404,1.0,1.0,-1163.7924,83.17,nan
1242.5648,4783.0967,nan,8.6717,8.6717,1.0513,141.3197,nan,nan,55.8982,0.8554,0.8579,0.512,nan,0.0228,0.0228,2.2177,285.0294,1.0,1.0,-1163.9448,82.545,nan
1242.7172,4770.4531,nan,8.7047,8.7047,1.0673,141.877,nan,nan,57.7019,0.8609,0.8624,0.5186,nan,0.0215,0.0215,2.2205,284.9822,1.0,1.0,-1164.0972,83.549,nan
1242.8696,4751.0854,nan,8.7346,8.7346,1.0816,142.3995,nan,nan,58.8762,0.8516,0.8593,0.5431,nan,0.0185,0.0185,2.2197,284.9819,1.0,1.0,-1164.2496,85.817,nan
1243.022,4732.8535,nan,8.7573,8.7573,1.0604,142.4567,nan,nan,59.2857,0.8324,0.8496,0.5791,nan,0.0161,0.0161,2.212,284.9373,1.0,1.0,-1164.402,87.668,nan
1243.1744,4732.8569,nan,8.7577,8.7577,1.0311,142.1855,nan,nan,59.6154,0.8163,0.8373,0.6132,nan,0.0139,0.0139,2.2078,284.8962,1.0,1.0,-1164.5544,89.336,nan
1243.3268,4731.106,nan,8.7459,8.7459,1.0036,142.0925,nan,nan,58.8558,0.8089,0.8271,0.63,nan,0.0119,0.0119,2.2056,284.8746,1.0,1.0,-1164.7068,90.865,nan
1243.4792,4727.2271,nan,8.7236,8.7236,0.9922,142.3651,nan,nan,58.0593,0.8082,0.8231,0.629,nan,0.0118,0.0118,2.208,284.7372,1.0,1.0,-1164.8593,90.942,nan
1243.6316,4725.9937,nan,8.7173,8.7173,1.0036,142.7267,nan,nan,59.4489,0.8137,0.8264,0.6163,nan,0.0129,0.0129,2.213,284.633,1.0,1.0,-1165.0116,90.08,nan
1243.784,4731.4272,nan,8.7472,8.7472,0.9975,142.785,nan,nan,62.1491,0.8175,0.8292,0.6081,nan,0.0136,0.0136,2.2165,284.4709,1.0,1.0,-1165.1641,89.552,nan
1243.9364,4740.603,nan,8.7874,8.7874,0.9974,142.3241,nan,nan,65.4728,0.8198,0.8339,0.6112,nan,0.0132,0.0132,2.2136,284.3949,1.0,1.0,-1165.3164,89.917,nan
1244.0888,4772.5366,nan,8.8025,8.8025,1.0123,141.513,nan,nan,68.8825,0.826,0.8452,0.6175,nan,0.0122,0.0122,2.2158,284.3773,1.0,1.0,-1165.4688,90.606,nan
1244.2412,4799.8877,nan,8.8093,8.8093,1.0285,140.7637,nan,nan,70.5006,0.8334,0.8561,0.6246,nan,0.0115,0.0115,2.2167,284.3483,1.0,1.0,-1165.6212,91.218,nan
1244.3936,4813.7769,nan,8.8014,8.8014,1.0421,140.4811,nan,nan,69.8835,0.8359,0.8598,0.6331,nan,0.0104,0.0104,2.2186,284.4563,1.0,1.0,-1165.7736,92.057,nan
1244.546,4804.9814,nan,8.7767,8.7767,1.031,140.7433,nan,nan,68.3497,0.835,0.8578,0.6454,nan,0.0086,0.0086,2.2187,284.5159,1.0,1.0,-1165.926,93.413,nan
1244.6984,4776.0054,nan,8.7565,8.7565,1.0351,141.2755,nan,nan,66.423,0.8369,0.8588,0.6577,nan,0.0066,0.0066,2.2137,284.5869,1.0,1.0,-1166.0784,94.93,nan
1244.8508,4741.2632,nan,8.7556,8.7556,1.0329,141.7354,nan,nan,64.4019,0.8408,0.8635,0.6678,nan,0.0052,0.0052,2.2047,284.5359,1.0,1.0,-1166.2308,95.98,nan
1245.0032,4722.3218,nan,8.7669,8.7669,1.0348,142.0051,nan,nan,63.2835,0.8431,0.8645,0.6694,nan,0.0051,0.0051,2.2001,284.394,1.0,1.0,-1166.3832,96.079,nan
1245.1556,4725.2222,nan,8.7943,8.7943,1.0409,142.214,nan,nan,62.4737,0.845,0.8635,0.6603,nan,0.0065,0.0065,2.2047,284.3131,1.0,1.0,-1166.5356,95.028,nan
1245.308,4736.8369,nan,8.8152,8.8152,1.0561,142.3228,nan,nan,61.2054,0.8475,0.8656,0.6466,nan,0.0086,0.0086,2.2118,284.211,1.0,1.0,-1166.688,93.391,nan
1245.4604,4751.7959,nan,8.8289,8.8289,1.0545,142.1614,nan,nan,60.6656,0.8493,0.868,0.6386,nan,0.0101,0.0101,2.2163,284.2698,1.0,1.0,-1166.8405,92.234,nan
1245.6128,4769.1245,nan,8.8188,8.8188,1.0563,141.7273,nan,nan,61.1985,0.8519,0.8693,0.64,nan,0.0105,0.0105,2.2176,284.3835,1.0,1.0,-1166.9928,91.937,nan
1245.7652,4787.041,nan,8.7957,8.7957,1.0659,141.2001,nan,nan,61.8637,0.8528,0.8689,0.6403,nan,0.0109,0.0109,2.2176,284.5697,1.0,1.0,-1167.1453,91.655,nan
1245.9176,4787.8994,nan,8.7637,8.7637,1.066,140.831,nan,nan,62.6856,0.8482,0.8645,0.6328,nan,0.0122,0.0122,2.2122,284.7136,1.0,1.0,-1167.2976,90.643,nan
1246.07,4756.019,nan,8.7522,8.7522,1.049,140.9534,nan,nan,63.3182,0.8418,0.8582,0.6179,nan,0.0141,0.0141,2.1994,284.6612,1.0,1.0,-1167.45,89.199,nan
1246.2224,4696.499,nan,8.7625,8.7625,1.0177,141.7831,nan,nan,62.9309,0.8353,0.8495,0.6066,nan,0.0153,0.0153,2.1847,284.544,1.0,1.0,-1167.6024,88.283,nan
1246.3748,4630.5176,nan,8.7811,8.7811,0.9994,142.7884,nan,nan,62.3667,0.8348,0.8469,0.6048,nan,0.0151,0.0151,2.1692,284.2693,1.0,1.0,-1167.7548,88.414,nan
1246.5272,4591.042,nan,8.7955,8.7955,1.0247,143.3012,nan,nan,62.4621,0.8589,0.8727,0.6123,nan,0.0143,0.0143,2.1585,283.965,1.0,1.0,-1167.9072,89.048,nan
1246.6796,4587.457,nan,8.8002,8.8002,1.0895,143.162,nan,nan,62.8112,0.9026,0.9176,0.6191,nan,0.0139,0.0139,2.1547,283.6101,1.0,1.0,-1168.0596,89.321,nan
1246.832,4587.0088,nan,8.7974,8.7974,1.1667,142.8484,nan,nan,63.3775,0.9302,0.9384,0.6209,nan,0.0141,0.0141,2.1498,283.2764,1.0,1.0,-1168.212,89.215,nan
1246.9844,4570.3989,nan,8.8091,8.8091,1.221,142.9247,nan,nan,63.9888,0.9391,0.9337,0.6237,nan,0.0137,0.0137,2.1431,283.1649,1.0,1.0,-1168.3644,89.523,nan
1247.1368,4542.3887,nan,8.8022,8.8022,1.2337,143.4632,nan,nan,64.7573,0.9491,0.9303,0.6292,nan,0.0123,0.0123,2.138,283.1351,1.0,1.0,-1168.5168,90.546,nan
1247.2892,4509.4829,nan,8.7535,8.7535,1.2541,144.0991,nan,nan,66.3002,0.9548,0.931,0.637,nan,0.0103,0.0103,2.1319,283.1667,1.0,1.0,-1168.6692,92.071,nan
1247.4416,4466.6182,nan,8.6761,8.6761,1.2923,144.4426,nan,nan,68.2309,0.9403,0.9214,0.6459,nan,0.008,0.008,2.1167,283.0075,1.0,1.0,-1168.8217,93.851,nan
1247.594,4407.0254,nan,8.6417,8.6417,1.2872,144.4821,nan,nan,70.1289,0.8679,0.8652,0.6537,nan,0.0058,0.0058,2.089,282.7386,1.0,1.0,-1168.974,95.57,nan
1247.7464,4346.4136,nan,8.6804,8.6804,1.1418,144.6147,nan,nan,71.7975,0.7594,0.7732,0.6497,nan,0.0048,0.0048,2.0622,282.5299,1.0,1.0,-1169.1265,96.307,nan
1247.8988,4284.6812,nan,8.7234,8.7234,0.9748,145.1013,nan,nan,72.2835,0.7204,0.7368,0.6317,nan,0.0064,0.0064,2.0397,282.3759,1.0,1.0,-1169.2788,95.077,nan
1248.0512,4254.9961,nan,8.7298,8.7298,0.9831,145.8521,nan,nan,71.3914,0.7944,0.7932,0.6163,nan,0.0092,0.0092,2.0361,282.3929,1.0,1.0,-1169.4312,92.931,nan
1248.2036,4309.7012,nan,8.7064,8.7064,1.1502,146.5864,nan,nan,69.4547,0.8613,0.8415,0.6144,nan,0.0095,0.0095,2.0726,282.3565,1.0,1.0,-1169.5836,92.689,nan
1248.356,4409.5278,nan,8.6877,8.6877,1.2325,146.9881,nan,nan,66.8112,0.8222,0.8066,0.6186,nan,0.0066,0.0066,2.1265,282.4736,1.0,1.0,-1169.736,94.92,nan
1248.5084,4504.438,nan,8.6862,8.6862,1.0912,146.7032,nan,nan,63.9132,0.7738,0.766,0.6105,nan,0.0059,0.0059,2.168,282.9148,1.0,1.0,-1169.8884,95.505,nan
1248.6608,4588.833,nan,8.7054,8.7054,0.9754,145.9055,nan,nan,61.2986,0.7615,0.7624,0.5893,nan,0.0091,0.0091,2.1966,283.5386,1.0,1.0,-1170.0408,93.024,nan
1248.8132,4646.2837,nan,8.7053,8.7053,0.9436,145.006,nan,nan,60.0406,0.77,0.7764,0.5659,nan,0.0127,0.0127,2.2104,284.2503,1.0,1.0,-1170.1932,90.251,nan
1248.9656,4680.8271,nan,8.6688,8.6688,0.976,144.3526,nan,nan,59.8013,0.7928,0.7996,0.5519,nan,0.015,0.015,2.2168,284.6906,1.0,1.0,-1170.3456,88.459,nan
1249.118,4704.2949,nan,8.6344,8.6344,1.0067,143.7336,nan,nan,59.717,0.8083,0.8198,0.5527,nan,0.0155,0.0155,2.2184,284.9452,1.0,1.0,-1170.498,88.085,nan
1249.2704,4741.9912,nan,8.6025,8.6025,1.0375,142.6431,nan,nan,60.2611,0.8106,0.8245,0.5615,nan,0.0154,0.0154,2.2192,285.0542,1.0,1.0,-1170.6504,88.166,nan
1249.4228,4762.5527,nan,8.5432,8.5432,1.066,141.1972,nan,nan,61.0368,0.8241,0.8407,0.5727,nan,0.0171,0.0171,2.2062,285.0583,1.0,1.0,-1170.8029,86.905,nan
1249.5752,4753.1792,nan,8.4828,8.4828,1.1217,139.9719,nan,nan,61.0757,0.8412,0.865,0.5787,nan,0.02,0.02,2.1828,285.1455,1.0,1.0,-1170.9552,84.701,nan
1249.7276,4757.3105,nan,8.4566,8.4566,1.1674,139.3583,nan,nan,60.4006,0.8326,0.8541,0.5787,nan,0.0211,0.0211,2.1751,285.2411,1.0,1.0,-1171.1077,83.812,nan
1249.88,4748.3081,nan,8.4529,8.4529,1.1494,139.4286,nan,nan,59.2256,0.8069,0.8244,0.5768,nan,0.0203,0.0203,2.1721,285.4692,1.0,1.0,-1171.26,84.466,nan
1250.0324,4707.8472,nan,8.4586,8.4586,1.0257,140.1996,nan,nan,58.1684,0.7803,0.7979,0.5805,nan,0.0187,0.0187,2.1655,285.6378,1.0,1.0,-1171.4124,85.651,nan
1250.1848,4682.4956,nan,8.4679,8.4679,0.9015,141.2854,nan,nan,57.9761,0.7569,0.7738,0.5863,nan,0.0167,0.0167,2.1705,285.6915,1.0,1.0,-1171.5648,87.205,nan
1250.3372,4672.2783,nan,8.4754,8.4754,0.8439,142.3237,nan,nan,58.5261,0.7408,0.7604,0.5902,nan,0.0142,0.0142,2.1817,285.61,1.0,1.0,-1171.7172,89.139,nan
1250.4896,4674.8276,nan,8.4984,8.4984,0.8508,142.9503,nan,nan,59.1609,0.7277,0.7485,0.5898,nan,0.0116,0.0116,2.1925,285.3725,1.0,1.0,-1171.8696,91.089,nan
1250.642,4710.457,nan,8.536,8.536,0.8463,142.7807,nan,nan,59.4805,0.7161,0.7333,0.5871,nan,0.0106,0.0106,2.2066,285.2755,1.0,1.0,-1172.022,91.855,nan
1250.7944,4773.1719,nan,8.57,8.57,0.8348,141.8939,nan,nan,59.0846,0.7166,0.7368,0.5864,nan,0.0112,0.0112,2.2221,285.2496,1.0,1.0,-1172.1744,91.429,nan
1250.9468,4823.7114,nan,8.5975,8.5975,0.8611,140.8217,nan,nan,57.7052,0.7284,0.7576,0.5859,nan,0.012,0.012,2.2286,285.3875,1.0,1.0,-1172.3268,90.771,nan
1251.0992,4855.1875,nan,8.6376,8.6376,0.9126,140.0569,nan,nan,55.7859,0.7296,0.7553,0.5801,nan,0.0135,0.0135,2.231,285.59,1.0,1.0,-1172.4792,89.672,nan
1251.2516,4853.8994,nan,8.6709,8.6709,0.9217,139.8561,nan,nan,53.7446,0.7241,0.7442,0.5658,nan,0.0156,0.0156,2.2272,285.7491,1.0,1.0,-1172.6316,88.058,nan
1251.404,4817.814,nan,8.6747,8.6747,0.9097,140.1723,nan,nan,52.0553,0.7303,0.7542,0.5494,nan,0.0178,0.0178,2.2156,285.9115,1.0,1.0,-1172.7841,86.329,nan
1251.5564,4778.5874,nan,8.645,8.645,0.9369,140.5492,nan,nan,51.6683,0.7324,0.7561,0.5367,nan,0.0195,0.0195,2.2035,285.9252,1.0,1.0,-1172.9364,85.058,nan
1251.7088,4759.2788,nan,8.613,8.613,0.9548,140.7435,nan,nan,52.9316,0.7204,0.7416,0.5275,nan,0.0203,0.0203,2.1976,285.9838,1.0,1.0,-1173.0889,84.439,nan
1251.8612,4761.0366,nan,8.5909,8.5909,0.927,140.7869,nan,nan,54.8313,0.7082,0.7301,0.5257,nan,0.0201,0.0201,2.1991,286.0335,1.0,1.0,-1173.2412,84.578,nan
1252.0136,4767.4336,nan,8.5803,8.5803,0.9054,140.5667,nan,nan,56.3995,0.7021,0.7242,0.5347,nan,0.0188,0.0188,2.1986,286.0552,1.0,1.0,-1173.3936,85.567,nan
1252.166,4761.7852,nan,8.6103,8.6103,0.8959,140.3084,nan,nan,57.3055,0.7016,0.725,0.5506,nan,0.0169,0.0169,2.192,286.1092,1.0,1.0,-1173.546,87.05,nan
1252.3184,4739.2168,nan,8.6635,8.6635,0.923,140.4402,nan,nan,57.117,0.7036,0.727,0.5628,nan,0.0152,0.0152,2.1837,286.0384,1.0,1.0,-1173.6984,88.379,nan
1252.4708,4707.4712,nan,8.702,8.702,0.9621,141.0001,nan,nan,56.1787,0.702,0.7237,0.5722,nan,0.0139,0.0139,2.1777,286.0129,1.0,1.0,-1173.8508,89.305,nan
1252.6232,4656.8052,nan,8.7155,8.7155,0.918,141.8914,nan,nan,56.0783,0.6937,0.7132,0.5835,nan,0.0133,0.0133,2.1679,285.9347,1.0,1.0,-1174.0032,89.832,nan
1252.7756,4600.5317,nan,8.7307,8.7307,0.845,142.8969,nan,nan,57.6279,0.6821,0.6997,0.5992,nan,0.0126,0.0126,2.1568,285.9527,1.0,1.0,-1174.1556,90.351,nan
1252.928,4561.4097,nan,8.7492,8.7492,0.7888,143.7937,nan,nan,59.974,0.6744,0.6913,0.6097,nan,0.0107,0.0107,2.1519,286.1049,1.0,1.0,-1174.308,91.781,nan
1253.0804,4551.3721,nan,8.7396,8.7396,0.7775,144.6533,nan,nan,62.6777,0.6749,0.6916,0.6051,nan,0.0086,0.0086,2.16,286.2621,1.0,1.0,-1174.4604,93.412,nan
1253.2328,4571.9507,nan,8.6851,8.6851,0.785,145.5456,nan,nan,65.5306,0.684,0.6994,0.5782,nan,0.0098,0.0098,2.1832,286.4035,1.0,1.0,-1174.6128,92.524,nan
1253.3852,4634.9487,nan,8.6179,8.6179,0.7956,146.13,nan,nan,66.563,0.6975,0.7097,0.5444,nan,0.0138,0.0138,2.2221,286.3009,1.0,1.0,-1174.7653,89.406,nan
1253.5376,4764.2578,nan,8.5739,8.5739,0.799,145.8303,nan,nan,65.7483,0.721,0.728,0.5193,nan,0.0174,0.0174,2.2794,286.0239,1.0,1.0,-1174.9176,86.667,nan
1253.69,4907.2515,nan,8.533,8.533,0.8354,144.5102,nan,nan,64.9884,0.7612,0.7747,0.5129,nan,0.0194,0.0194,2.3266,285.5801,1.0,1.0,-1175.0701,85.139,nan
1253.8424,5077.7231,nan,8.4706,8.4706,0.8719,142.3394,nan,nan,63.7301,0.7979,0.8199,0.5194,nan,0.0201,0.0201,2.3713,285.0573,1.0,1.0,-1175.2224,84.601,nan
1253.9948,5291.5737,nan,8.4352,8.4352,0.9182,139.1934,nan,nan,61.6508,0.8357,0.8528,0.5292,nan,0.0209,0.0209,2.4165,284.5796,1.0,1.0,-1175.3748,83.995,nan
1254.1472,5480.7568,nan,8.4435,8.4435,1.0035,135.0611,nan,nan,59.4303,0.9312,0.9489,0.5344,nan,0.0236,0.0236,2.4286,284.0258,1.0,1.0,-1175.5272,81.898,nan
1254.2996,5636.4443,nan,8.4661,8.4661,1.2067,130.9033,nan,nan,56.9677,1.0824,1.109,0.5377,nan,0.0302,0.0302,2.4207,283.6323,1.0,1.0,-1175.6796,76.861,nan
1254.452,5705.3794,nan,8.472,8.472,1.5517,127.6319,nan,nan,54.8861,1.2147,1.2575,0.5422,nan,0.0388,0.0388,2.3891,283.4878,1.0,1.0,-1175.832,70.236,nan
1254.6044,5665.5176,nan,8.456,8.456,1.8434,125.3423,nan,nan,54.2226,1.3084,1.3621,0.5552,nan,0.0439,0.0439,2.3298,283.8158,1.0,1.0,-1175.9844,66.309,nan
1254.7568,5611.3242,nan,8.4374,8.4374,2.0415,124.3725,nan,nan,54.9099,1.3336,1.3699,0.5758,nan,0.0428,0.0428,2.2897,284.5399,1.0,1.0,-1176.1368,67.163,nan
1254.9092,5457.5938,nan,8.4331,8.4331,1.8931,126.4377,nan,nan,56.3656,1.2355,1.2582,0.5992,nan,0.0366,0.0366,2.2639,285.2492,1.0,1.0,-1176.2892,71.963,nan
1255.0616,5170.0488,nan,8.4305,8.4305,1.551,131.1488,nan,nan,57.9247,1.0968,1.1107,0.6205,nan,0.0276,0.0276,2.2246,285.8249,1.0,1.0,-1176.4416,78.873,nan
1255.214,4937.7256,nan,8.4444,8.4444,1.2459,136.6411,nan,nan,59.1721,1.0149,1.0237,0.6382,nan,0.0186,0.0186,2.2136,286.0406,1.0,1.0,-1176.594,85.727,nan
1255.3664,4821.5713,nan,8.4925,8.4925,1.0954,141.0429,nan,nan,59.938,0.9781,0.9937,0.6517,nan,0.0118,0.0118,2.2311,286.1169,1.0,1.0,-1176.7465,90.924,nan
1255.5188,4837.8535,nan,8.5536,8.5536,1.045,142.5868,nan,nan,60.1711,0.9355,0.9527,0.6535,nan,0.0089,0.0089,2.2632,286.1968,1.0,1.0,-1176.8988,93.182,nan
1255.6712,4981.9019,nan,8.6079,8.6079,0.9833,141.6442,nan,nan,60.3106,0.8831,0.8954,0.643,nan,0.0099,0.0099,2.3151,286.2822,1.0,1.0,-1177.0511,92.433,nan
1255.8236,5234.729,nan,8.6194,8.6194,0.9274,139.5823,nan,nan,60.4229,0.858,0.8653,0.623,nan,0.0128,0.0128,2.3972,286.4492,1.0,1.0,-1177.2036,90.17,nan
1255.976,5378.9541,nan,8.607,8.607,0.9251,137.6434,nan,nan,60.1529,0.8653,0.8747,0.6006,nan,0.0155,0.0155,2.4291,286.3852,1.0,1.0,-1177.356,88.121,nan
1256.1284,5283.7329,nan,8.6229,8.6229,0.9548,137.404,nan,nan,59.6453,0.9039,0.9132,0.5835,nan,0.0182,0.0182,2.3819,286.1686,1.0,1.0,-1177.5084,86.049,nan
1256.2808,5056.8252,nan,8.6768,8.6768,1.085,139.0893,nan,nan,59.4483,0.9938,1.0125,0.5704,nan,0.0219,0.0219,2.3076,285.8992,1.0,1.0,-1177.6608,83.205,nan
1256.4332,4850.6392,nan,8.763,8.763,1.3165,139.9815,nan,nan,59.822,1.0717,1.1114,0.5606,nan,0.0256,0.0256,2.2277,285.9073,1.0,1.0,-1177.8132,80.394,nan
1256.5856,4824.7915,nan,8.8427,8.8427,1.4081,138.3568,nan,nan,60.4421,1.0126,1.0294,0.5531,nan,0.0269,0.0269,2.1901,286.3488,1.0,1.0,-1177.9656,79.35,nan
1256.738,4927.7583,nan,8.8631,8.8631,1.2092,135.9581,nan,nan,60.963,0.8982,0.9061,0.5531,nan,0.0255,0.0255,2.1981,286.8417,1.0,1.0,-1178.118,80.419,nan
1256.8904,4946.5439,nan,8.8013,8.8013,0.9983,135.7166,nan,nan,61.3774,0.8458,0.8694,0.5596,nan,0.0232,0.0232,2.2025,287.2394,1.0,1.0,-1178.2704,82.231,nan
1257.0428,4792.7549,nan,8.7138,8.7138,0.9588,139.7706,nan,nan,61.3771,0.8359,0.8626,0.5714,nan,0.0197,0.0197,2.1978,287.179,1.0,1.0,-1178.4229,84.927,nan
1257.1952,4615.5337,nan,8.6636,8.6636,0.9455,144.788,nan,nan,60.6315,0.8328,0.8547,0.5825,nan,0.017,0.017,2.1925,286.7927,1.0,1.0,-1178.5752,86.943,nan
1257.3476,4617.3906,nan,8.6466,8.6466,0.9505,144.0241,nan,nan,59.5722,0.871,0.8907,0.5881,nan,0.0188,0.0188,2.1818,286.3885,1.0,1.0,-1178.7277,85.584,nan
1257.5,4788.3057,nan,8.6089,8.6089,1.0637,137.7579,nan,nan,58.7867,0.9423,0.9589,0.5879,nan,0.0242,0.0242,2.1641,286.0943,1.0,1.0,-1178.88,81.476,nan
1257.6524,4870.5508,nan,8.5651,8.5651,1.1521,135.0011,nan,nan,58.3523,0.9633,0.9745,0.5834,nan,0.0277,0.0277,2.1572,286.075,1.0,1.0,-1179.0323,78.774,nan
1257.8048,4789.9653,nan,8.5703,8.5703,1.1956,137.7305,nan,nan,58.6754,0.954,0.9734,0.581,nan,0.0268,0.0268,2.1644,285.9827,1.0,1.0,-1179.1848,79.457,nan
1257.9572,4780.5874,nan,8.601,8.601,1.1871,138.2085,nan,nan,60.2228,0.9472,0.9819,0.5797,nan,0.0258,0.0258,2.1677,285.8422,1.0,1.0,-1179.3372,80.182,nan
1258.1096,4904.0527,nan,8.6251,8.6251,1.1542,134.7371,nan,nan,62.2777,0.8898,0.9231,0.5803,nan,0.0266,0.0266,2.1678,285.7417,1.0,1.0,-1179.4896,79.619,nan
1258.262,5000.5537,nan,8.6136,8.6136,1.0286,132.2155,nan,nan,63.6495,0.8105,0.8358,0.5805,nan,0.0267,0.0267,2.1691,285.6058,1.0,1.0,-1179.642,79.562,nan
1258.4144,4989.5356,nan,8.5989,8.5989,0.8827,132.535,nan,nan,63.7858,0.7821,0.8041,0.5841,nan,0.0255,0.0255,2.1696,285.4466,1.0,1.0,-1179.7944,80.485,nan
1258.5668,4962.478,nan,8.5858,8.5858,0.8722,134.2594,nan,nan,62.8138,0.8078,0.8271,0.5884,nan,0.0239,0.0239,2.1859,285.109,1.0,1.0,-1179.9468,81.657,nan
1258.7192,4966.2036,nan,8.5235,8.5235,0.9392,136.6947,nan,nan,60.6082,0.8504,0.8643,0.5918,nan,0.0225,0.0225,2.2272,284.8767,1.0,1.0,-1180.0992,82.778,nan
1258.8716,4968.6611,nan,8.4956,8.4956,0.9971,138.8379,nan,nan,57.8763,0.8752,0.8832,0.5916,nan,0.0218,0.0218,2.2633,284.7635,1.0,1.0,-1180.2516,83.281,nan
1259.024,5018.6567,nan,8.5516,8.5516,0.9892,138.1223,nan,nan,55.4322,0.8777,0.8815,0.5851,nan,0.0237,0.0237,2.2742,284.7657,1.0,1.0,-1180.4041,81.859,nan
1259.1764,5156.4897,nan,8.5733,8.5733,1.0178,134.396,nan,nan,53.2875,0.8953,0.9086,0.5786,nan,0.0281,0.0281,2.2737,284.8945,1.0,1.0,-1180.5564,78.476,nan
1259.3288,5268.9917,nan,8.5787,8.5787,1.1668,129.7279,nan,nan,52.1844,0.9306,0.9747,0.5777,nan,0.0324,0.0324,2.2426,284.9912,1.0,1.0,-1180.7089,75.153,nan
1259.4812,5291.3896,nan,8.6096,8.6096,1.2858,127.9069,nan,nan,52.8247,0.9097,0.9516,0.5808,nan,0.0327,0.0327,2.2205,285.2065,1.0,1.0,-1180.8612,74.899,nan
1259.6336,5118.2666,nan,8.6234,8.6234,1.112,133.2933,nan,nan,53.8367,0.8291,0.8444,0.5804,nan,0.0266,0.0266,2.2383,285.3989,1.0,1.0,-1181.0135,79.615,nan
1259.786,4762.6914,nan,8.5621,8.5621,0.8561,143.5962,nan,nan,53.9323,0.7879,0.793,0.5748,nan,0.0168,0.0168,2.2438,285.5443,1.0,1.0,-1181.166,87.131,nan
1259.9384,4486.5894,nan,8.4967,8.4967,0.8303,151.8433,nan,nan,53.9688,0.8345,0.8443,0.5702,nan,0.0109,0.0109,2.2351,285.5976,1.0,1.0,-1181.3184,91.649,nan
1260.0908,4366.0093,nan,8.4804,8.4804,1.0167,155.2871,nan,nan,53.5858,0.9162,0.9435,0.5668,nan,0.0104,0.0104,2.2244,285.5629,1.0,1.0,-1181.4708,92.015,nan
1260.2432,4397.8433,nan,8.5028,8.5028,1.1992,154.2483,nan,nan,52.0911,0.9325,0.9664,0.5616,nan,0.0119,0.0119,2.2256,285.6701,1.0,1.0,-1181.6232,90.853,nan
1260.3956,4634.5386,nan,8.5165,8.5165,1.1547,148.1541,nan,nan,50.8305,0.8793,0.898,0.5561,nan,0.0148,0.0148,2.2527,285.7935,1.0,1.0,-1181.7756,88.67,nan
