DEPTH,ACOUSTICIMPEDANCE1,AI,BS,CALI,CALI[DERIVED]1,DRES,DT,DT2,DT4P,FACIES,FLD1,GR,GR_EDTC,LLD,LLS,M2R2,LLS_1,LLD_1,DEPTH_1,MSFL,NPHI,PERF_INT,PIMP,PR,RHOB,RT_MODELLING,RT_POWER,SP,TDVSS,TENS,VPVS,ZLT
1335.1762,9380.7178,9380648.0,8.5,8.7739,8.7739,1.0449,65.7447,234.8237,65.7447,0.0,nan,73.4669,53.8825,60.52,94.622,1.048,1.026,1.045,1335.1761,14.1409,0.5255,nan,30776.4043,0.4575,2.0234,60.52,3662.6704,232.9404,-1179.8926,1854.0157,3.5718,nan
1335.3286,9232.1523,9232156.0,8.5,8.7737,8.7737,1.0523,66.4923,236.082,66.4923,0.0,nan,72.7375,53.0606,60.52,92.4472,1.057,1.034,1.054,1335.3286,14.0104,0.5299,nan,30289.2266,0.4569,2.014,60.52,3662.6704,232.81,-1180.0131,1796.0762,3.5505,nan
1335.481,8829.0928,8829192.0,8.5,8.7729,8.7729,1.0602,69.2136,234.5132,69.2136,0.0,nan,71.1786,51.1868,57.2563,83.0798,1.062,1.036,1.056,1335.481,7.548,0.5243,nan,28967.166,0.4523,2.0049,57.2563,3278.2842,232.6877,-1180.1335,1738.0762,3.3882,nan
1335.6334,9220.1299,9220157.0,8.5,8.773,8.773,1.0999,66.4303,236.9397,66.4303,0.0,nan,68.946,49.863,52.2875,81.2394,1.1019,1.0699,1.0909,1335.6333,6.8116,0.511,nan,30249.8574,0.4574,2.0095,52.2875,2733.9824,232.6034,-1180.254,1700.0499,3.5668,nan
1335.7858,9292.4111,9292399.0,8.5,8.7723,8.7723,1.1847,66.0939,236.0069,66.0939,0.0,nan,66.21,50.8751,57.2381,61.2961,1.2048,1.1599,1.1859,1335.7858,6.9975,0.5068,nan,30486.8711,0.4574,2.015,57.2381,3276.2,232.5709,-1180.3745,1639.0801,3.5708,nan
1335.9382,9404.8877,9404861.0,8.5,8.7731,8.7731,1.2385,65.4072,242.2427,65.4072,0.0,nan,64.0709,47.4928,59.3605,64.3604,1.2849,1.2299,1.2579,1335.9381,9.068,0.5101,nan,30855.8457,0.4607,2.0182,59.3605,3523.6689,232.5824,-1180.495,1601.0499,3.7036,nan
1336.0906,9456.9814,9456962.0,8.5,8.7757,8.7757,1.1839,65.0082,236.1961,65.0082,0.0,nan,63.8875,45.9793,57.5951,75.3607,1.2231,1.1701,1.1961,1336.0906,6.5261,0.5014,nan,31026.7773,0.459,2.017,57.5951,3317.1956,232.6093,-1180.6155,1666.9133,3.6333,nan
1336.243,8987.0693,8987109.0,8.5,8.7747,8.7747,1.0728,68.2513,230.7808,68.2513,0.0,nan,65.4696,45.3933,59.354,47.0177,1.0862,1.0442,1.0642,1336.2429,6.8089,0.4951,nan,29485.2637,0.4521,2.0124,59.354,3522.8972,232.6167,-1180.736,1741.9016,3.3813,nan
1336.3954,9386.4248,9386558.0,8.5,8.7734,8.7734,1.0062,65.2533,231.9649,65.2533,0.0,nan,67.0568,45.4439,60.52,36.1005,1.0121,0.9761,0.9941,1336.3954,3.8371,0.5074,nan,30795.7949,0.457,2.0095,60.52,3662.6704,232.5848,-1180.8564,1881.8163,3.5549,nan
1336.5478,9194.3525,9194585.0,8.5,8.7718,8.7718,1.0168,67.1105,233.179,67.1105,0.0,nan,67.7293,44.4174,60.52,62.856,1.026,0.99,1.009,1336.5477,3.8303,0.5246,nan,30165.9609,0.4548,2.0244,60.52,3662.6704,232.5199,-1180.9771,1998.8464,3.4746,nan
1336.7002,9342.25,9342512.0,8.5,8.7725,8.7725,1.0734,67.7739,231.7359,67.7739,0.0,nan,68.247,43.6372,60.52,90.8025,1.0939,1.0529,1.0749,1336.7002,9.7281,0.5221,nan,30651.2891,0.4532,2.0773,60.52,3662.6704,232.4524,-1181.0975,2004.9921,3.4193,nan
