DEPTH,ACOUSTICIMPEDANCE1,AI,BS,CALI,CALI[DERIVED]1,DRES,DT,DT2,DT4P,FACIES,FLD1,GR,GR_EDTC,LLD,LLS,M2R2,LLS_1,LLD_1,DEPTH_1,MSFL,NPHI,PERF_INT,PIMP,PR,RHOB,RT_MODELLING,RT_POWER,SP,TDVSS,TENS,VPVS,ZLT
1416.253,5845.0942,5845093.5,8.5,11.071,11.071,2.4759,124.4367,256.2722,124.4367,0.0,nan,52.8239,98.2354,2.4759,2.2458,nan,nan,nan,1416.2529,2.1778,0.4245,nan,19176.8164,0.3457,2.3863,2.4759,6.1301,-68.4937,-1237.6261,1847.0197,2.0595,0.0
1416.4054,5850.8818,5850873.5,8.5,11.0963,11.0963,2.4406,124.074,253.3499,124.074,0.0,nan,51.4328,97.3511,2.4406,2.2179,nan,nan,nan,1416.4054,2.3177,0.4298,nan,19195.7773,0.3422,2.3817,2.4406,5.9565,-68.1597,-1237.7332,1850.9948,2.0419,0.0
1416.5578,5739.1387,5739109.0,8.5,11.0985,11.0985,2.4444,126.102,262.5343,126.102,0.0,nan,49.6497,99.8709,2.4444,2.2215,nan,nan,nan,1416.5577,2.3118,0.429,nan,18829.0977,0.3501,2.3744,2.4444,5.9751,-67.8896,-1237.8402,1839.0157,2.0819,0.0
1416.7102,5628.48,5628446.5,8.5,10.9949,10.9949,2.4444,127.6336,264.9859,127.6336,0.0,nan,49.3881,90.6139,2.4444,2.2211,nan,nan,nan,1416.7102,2.3973,0.4341,nan,18466.0332,0.349,2.3569,2.4444,5.9751,-67.59,-1237.9473,1827.0157,2.0761,0.0
1416.8626,5494.0479,5494049.5,8.5,10.7448,10.7448,2.3981,129.1644,282.846,129.1644,0.0,nan,52.3326,92.9523,2.3981,2.1786,nan,nan,nan,1416.8625,2.4481,0.4484,nan,18025.0957,0.3683,2.3282,2.3981,5.7509,-67.5486,-1238.0543,1834.9895,2.1899,0.0
1417.015,5411.978,5412014.0,8.5,10.553,10.553,2.3336,129.4955,290.7516,129.4955,0.0,nan,53.2612,94.1158,2.3336,2.1168,nan,nan,nan,1417.015,1.7563,0.463,nan,17755.9512,0.3763,2.2993,2.3336,5.4457,-67.6802,-1238.1614,1823.0157,2.2452,0.0
1417.1674,5340.3096,5340362.0,8.5,10.4315,10.4315,2.247,130.2402,305.4347,130.2402,0.0,nan,53.5474,97.1033,2.247,2.034,nan,nan,nan,1417.1674,1.4121,0.4668,nan,17520.873,0.3889,2.2819,2.247,5.049,-67.9372,-1238.2684,1835.9829,2.3452,0.0
1417.3198,5401.3838,5401438.5,8.5,10.436,10.436,2.1658,128.7394,304.4905,128.7394,0.0,nan,53.3156,93.9717,2.1658,1.9565,nan,nan,nan,1417.3197,1.5562,0.4675,nan,17721.2539,0.3912,2.2814,2.1658,4.6907,-68.2497,-1238.3756,1836.0,2.3652,0.0
1417.4722,5530.791,5530813.5,8.5,10.5963,10.5963,2.1473,126.6585,297.8882,126.6585,0.0,nan,52.3072,91.616,2.1473,1.9344,nan,nan,nan,1417.4722,1.5995,0.4667,nan,18145.7148,0.3897,2.2983,2.1473,4.6109,-68.4931,-1238.4827,1849.9816,2.3519,0.0
1417.6246,5631.3853,5631365.5,8.5,10.7014,10.7014,2.1626,125.6517,296.708,125.6517,0.0,nan,52.2058,91.9353,2.1626,1.9444,nan,nan,nan,1417.6245,1.883,0.4661,nan,18475.6074,0.3907,2.3215,2.1626,4.6768,-68.5763,-1238.5897,1838.0157,2.3614,0.0
1417.777,5684.1426,5684126.0,8.5,10.6137,10.6137,2.2076,125.3863,283.0109,125.3863,0.0,nan,54.0984,91.0074,2.2076,1.981,nan,nan,nan,1417.777,1.9961,0.4673,nan,18648.707,0.3779,2.3383,2.2076,4.8735,-68.6111,-1238.6968,1862.9672,2.2571,0.0
1417.9294,5723.291,5723287.0,8.5,10.5707,10.5707,2.2694,125.1411,284.8102,125.1411,0.0,nan,57.9932,94.1637,2.2694,2.0319,nan,nan,nan,1417.9293,2.1702,0.4706,nan,18777.1895,0.3804,2.3498,2.2694,5.1502,-68.6112,-1238.8038,1888.9658,2.2759,0.0
1418.0818,5759.1982,5759188.0,8.5,10.5257,10.5257,2.3073,124.9007,285.2246,124.9007,0.0,nan,61.4006,98.5495,2.3073,2.0661,nan,nan,nan,1418.0818,2.1493,0.4701,nan,18894.9727,0.3814,2.36,2.3073,5.3236,-68.604,-1238.9109,1899.9856,2.2836,0.0
1418.2342,5767.6436,5767619.5,8.5,10.4382,10.4382,2.3451,125.0825,306.7826,125.0825,0.0,nan,59.0175,101.6891,2.3451,2.0988,nan,nan,nan,1418.2341,1.9969,0.454,nan,18922.6348,0.4003,2.3669,2.3451,5.4995,-68.6597,-1239.0179,1943.9423,2.4527,0.0
1418.3866,5760.0825,5760070.0,8.5,10.365,10.365,2.3767,125.2043,274.3548,125.2043,0.0,nan,56.8112,99.855,2.3767,2.1196,nan,nan,nan,1418.3866,2.1515,0.4347,nan,18897.8672,0.3684,2.3661,2.3767,5.6487,-68.6599,-1239.125,1934.0132,2.1912,0.0
1418.539,5787.5674,5787561.0,8.5,10.318,10.318,2.3962,124.3622,275.2212,124.3622,0.0,nan,56.0181,101.7682,2.3962,2.1307,nan,nan,nan,1418.5389,2.1691,0.4215,nan,18988.0605,0.3717,2.3614,2.3962,5.7418,-68.5627,-1239.2321,1917.0223,2.2131,0.0
1418.6914,5789.0127,5789022.5,8.5,10.2866,10.2866,2.4201,123.9784,282.7241,123.9784,0.0,nan,54.9818,101.3819,2.4201,2.1449,nan,nan,nan,1418.6914,2.172,0.425,nan,18992.8555,0.381,2.3547,2.4201,5.8569,-68.3824,-1239.3391,1851.0867,2.2804,0.0
1418.8438,5859.687,5859689.5,8.5,10.2907,10.2907,2.4172,122.2906,260.9719,122.2906,0.0,nan,54.8564,99.9181,2.4172,2.1344,nan,nan,nan,1418.8438,2.2767,0.4425,nan,19224.7031,0.3593,2.351,2.4172,5.8429,-68.1734,-1239.4462,1804.0616,2.134,0.0
1418.9962,5881.3096,5881317.0,8.5,10.3224,10.3224,2.4138,121.6648,241.0243,121.6648,0.0,nan,55.1071,94.55,2.4138,2.1296,nan,nan,nan,1418.9962,2.162,0.4509,nan,19295.6602,0.329,2.3476,2.4138,5.8264,-68.1459,-1239.5532,1757.0616,1.981,0.0
1419.1486,5862.9092,5862907.5,8.5,10.3785,10.3785,2.4275,121.9895,240.7466,121.9895,0.0,nan,56.4872,91.5679,2.4275,2.1442,nan,nan,nan,1419.1486,2.1655,0.4435,nan,19235.2637,0.3273,2.3465,2.4275,5.8928,-68.2079,-1239.6603,1747.0132,1.9735,0.0
1419.301,5814.5503,5814545.5,8.5,10.4543,10.4543,2.4632,122.9307,223.7472,122.9307,0.0,nan,58.5168,90.1431,2.4632,2.1808,nan,nan,nan,1419.3009,2.2249,0.435,nan,19076.5938,0.2838,2.3451,2.4632,6.0674,-68.382,-1239.7673,1753.9908,1.8201,0.0
1419.4534,5814.4434,5814431.0,8.5,10.5021,10.5021,2.5341,122.7704,245.6002,122.7704,0.0,nan,57.3648,91.1042,2.5341,2.2441,nan,nan,nan,1419.4534,2.2087,0.4317,nan,19076.2168,0.3334,2.342,2.5341,6.4217,-68.4861,-1239.8744,1746.0105,2.0005,0.0
1419.6058,5743.2598,5743277.0,8.5,10.5371,10.5371,2.5646,123.9259,248.8594,123.9259,0.0,nan,56.9288,92.5977,2.5646,2.2668,nan,nan,nan,1419.6057,2.1086,0.4365,nan,18842.7734,0.3351,2.3351,2.5646,6.5772,-68.5,-1239.9814,1835.8818,2.0081,0.0
1419.7582,5754.8125,5754846.0,8.5,10.4972,10.4972,2.52,123.5765,272.5604,123.5765,0.0,nan,59.9616,91.6527,2.52,2.2256,nan,nan,nan,1419.7582,1.7264,0.4365,nan,18880.7285,0.3707,2.3332,2.52,6.3504,-68.5,-1240.0885,1973.8188,2.2056,0.0
1419.9106,5764.5757,5764588.0,8.5,10.4108,10.4108,2.4528,123.8166,275.9159,123.8166,0.0,nan,58.432,90.7171,2.4528,2.1616,nan,nan,nan,1419.9105,1.5345,0.438,nan,18912.6914,0.3739,2.3417,2.4528,6.0162,-68.4586,-1240.1956,1937.0486,2.2285,0.0
1420.063,5816.9536,5816933.0,8.5,10.4174,10.4174,2.3527,123.3462,259.8462,123.3462,0.0,nan,57.4722,89.3741,2.3527,2.067,nan,nan,nan,1420.063,2.0265,0.4442,nan,19084.4258,0.3545,2.354,2.3527,5.5352,-68.2299,-1240.3026,1795.1864,2.1067,0.0
1420.2154,5872.9697,5872938.5,8.5,10.5583,10.5583,2.248,122.4811,277.6074,122.4811,0.0,nan,57.8685,91.4408,2.248,1.9672,nan,nan,nan,1420.2153,2.0338,0.4459,nan,19268.1719,0.3792,2.36,2.248,5.0535,-67.7369,-1240.4097,1695.1312,2.2665,0.0
1420.3678,5825.0845,5825094.5,8.5,10.7037,10.7037,2.1938,123.2996,256.7363,123.2996,0.0,nan,57.8994,89.3738,2.1938,1.9151,nan,nan,nan,1420.3678,1.7045,0.4426,nan,19111.2031,0.3501,2.3564,2.1938,4.8128,-67.3052,-1240.5167,1608.1141,2.0822,0.0
1420.5202,5818.4141,5818435.0,8.5,10.6889,10.6889,2.176,123.3991,262.8164,123.3991,0.0,nan,58.3727,88.2801,2.176,1.9017,nan,nan,nan,1420.5201,1.6207,0.4422,nan,19089.3555,0.3586,2.3556,2.176,4.735,-67.2847,-1240.6238,1579.0381,2.1298,0.0
1420.6726,5838.4219,5838405.5,8.5,10.7372,10.7372,2.1906,123.2738,243.4095,123.2738,0.0,nan,58.2794,87.8241,2.1906,1.9225,nan,nan,nan,1420.6726,1.9102,0.436,nan,19154.875,0.3275,2.3613,2.1906,4.7987,-67.4439,-1240.7308,1669.8806,1.9745,0.0
1420.825,5920.7632,5920721.5,8.5,10.8131,10.8131,2.2637,121.5954,244.1615,121.5954,0.0,nan,58.2119,93.3144,2.2637,1.9912,nan,nan,nan,1420.825,1.9533,0.4271,nan,19424.9375,0.3351,2.362,2.2637,5.1243,-67.6667,-1240.8379,1738.9094,2.008,0.0
1420.9774,5918.1582,5918144.5,8.5,10.8577,10.8577,2.345,121.0,240.7031,121.0,0.0,nan,59.693,98.3177,2.345,2.0727,nan,nan,nan,1420.9773,1.8402,0.4088,nan,19416.4844,0.3309,2.3494,2.345,5.499,-67.7914,-1240.9449,1849.8544,1.9893,0.0
1421.1298,5842.2153,5842256.5,8.5,10.8303,10.8303,2.3761,121.6964,208.0594,121.6964,0.0,nan,60.7859,103.5348,2.3761,2.1179,nan,nan,nan,1421.1298,1.8728,0.4,nan,19167.5098,0.2399,2.3326,2.3761,5.6459,-67.9373,-1241.052,1887.9501,1.7097,0.0
1421.2822,5768.7983,5768822.5,8.5,10.8156,10.8156,2.3742,123.018,219.8663,123.018,0.0,nan,60.1812,99.7525,2.3742,2.1314,nan,nan,nan,1421.2821,1.7008,0.4182,nan,18926.582,0.2722,2.3283,2.3742,5.6368,-68.1248,-1241.1592,1800.1155,1.7873,0.0
1421.4346,5591.5811,5591557.0,8.5,10.8352,10.8352,2.3651,127.0695,213.889,127.0695,0.0,nan,58.9974,102.9982,2.3651,2.1365,nan,nan,nan,1421.4346,1.6491,0.4492,nan,18345.002,0.2273,2.3311,2.3651,5.5937,-68.2985,-1241.2662,1739.0801,1.6832,0.0
1421.587,5512.3936,5512322.5,8.5,10.8864,10.8864,2.3266,128.4912,240.745,128.4912,0.0,nan,57.7665,98.4885,2.3266,2.1132,nan,nan,nan,1421.5869,1.9722,0.4725,nan,18085.0469,0.3008,2.3238,2.3266,5.4131,-68.5064,-1241.3733,1681.0762,1.8736,0.0
1421.7394,5243.7798,5243759.5,8.5,10.9858,10.9858,2.2548,133.3004,222.7594,133.3004,0.0,nan,57.5148,100.7661,2.2548,2.0548,nan,nan,nan,1421.7394,1.5671,0.4699,nan,17203.9355,0.221,2.2933,2.2548,5.0841,-68.7503,-1241.4803,1638.0564,1.6712,0.0
1421.8918,5057.5254,5057568.5,8.5,11.2187,11.2187,2.139,135.7024,203.1933,135.7024,0.0,nan,57.1426,93.0116,2.139,1.9472,nan,nan,nan,1421.8917,1.1669,0.4595,nan,16593.0742,0.0974,2.2517,2.139,4.5753,-69.0263,-1241.5874,1667.9606,1.4973,0.0
1422.0442,4926.3799,4926419.5,8.5,11.4763,11.4763,2.008,137.5639,224.4283,137.5639,0.0,nan,57.5952,95.4016,2.008,1.8035,nan,nan,nan,1422.0442,1.1161,0.4565,nan,16162.7939,0.1991,2.2234,2.008,4.0321,-69.5148,-1241.6945,1705.9501,1.6314,0.0
1422.1966,4875.2144,4875241.0,8.5,11.5459,11.5459,1.8869,138.0449,276.5903,138.0449,0.0,nan,58.1716,98.7753,1.8869,1.6783,nan,nan,nan,1422.1965,1.0615,0.4607,nan,15994.8848,0.334,2.208,1.8869,3.5604,-69.4999,-1241.8015,1642.084,2.0036,0.0
1422.349,4877.2515,4877259.0,8.5,11.4711,11.4711,1.7943,137.5935,287.4087,137.5935,0.0,nan,59.5911,97.1714,1.7943,1.5933,nan,nan,nan,1422.349,0.9667,0.4631,nan,16001.5059,0.3514,2.2017,1.7943,3.2195,-69.4788,-1241.9086,1621.0276,2.0888,0.0
1422.5014,4872.1719,4872181.5,8.5,11.5295,11.5295,1.7354,137.4992,312.6192,137.4992,0.0,nan,61.1618,92.2131,1.7354,1.5388,nan,nan,nan,1422.5013,0.9745,0.4522,nan,15984.8467,0.3801,2.1979,1.7354,3.0116,-69.701,-1242.0156,1898.6351,2.2737,0.0
1422.6538,4879.0132,4879008.0,8.5,11.5848,11.5848,1.709,137.2752,351.9656,137.2752,0.0,nan,62.0464,88.5974,1.709,1.5107,nan,nan,nan,1422.6538,0.9902,0.448,nan,16007.2451,0.4103,2.1974,1.709,2.9207,-69.9582,-1242.1227,2483.2322,2.5639,0.0
1422.8062,4911.4639,4911469.0,8.5,11.4251,11.4251,1.717,136.2317,367.1193,136.2317,0.0,nan,62.3412,92.7401,1.717,1.511,nan,nan,nan,1422.8062,0.9456,0.4389,nan,16113.7422,0.4202,2.1952,1.717,2.9481,-70.0696,-1242.2297,2361.1614,2.6948,0.0
1422.9586,4910.084,4910123.0,8.5,11.2135,11.2135,1.7478,136.2265,382.1003,136.2265,0.0,nan,62.3282,95.5987,1.7478,1.5301,nan,nan,nan,1422.9585,0.8448,0.4374,nan,16109.3271,0.4272,2.1945,1.7478,3.0548,-69.9863,-1242.3368,2106.3347,2.8049,0.0
1423.111,5375.645,5375773.5,8.5,11.1102,11.1102,1.8406,125.143,394.2342,125.143,0.0,nan,61.4394,94.5343,1.8406,1.6007,nan,nan,nan,1423.111,0.9414,0.4407,nan,17637.0527,0.444,2.2071,1.8406,3.3878,-69.6885,-1242.4438,1871.3083,3.1503,0.0
