DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1287.4192,4252.54,4252540.5,nan,10.6937,10.6937,1.4206,152.4,0.0,nan,73.756,1.156,1.1687,1287.4192,0.6645,nan,nan,0.2259,0.0233,0.0233,13951.9043,2.1263,1.1556,1.1556,1.3354,87.8403,1.0,1.0,1.0,-1220.6892,94.679,0.0233,0.0
1287.5716,4371.2402,4371240.5,nan,10.6338,10.6338,1.4379,152.4,0.0,nan,75.5847,1.1326,1.1465,1287.5715,0.6179,nan,nan,0.2146,0.0393,0.0393,14341.3398,2.1856,1.1325,1.1325,1.2825,87.9848,1.0,1.0,1.0,-1220.8416,87.424,0.0393,0.0
1287.724,4450.7603,4450760.0,nan,10.5727,10.5727,1.4018,152.4,0.0,nan,75.9385,1.1153,1.1255,1287.724,0.5778,nan,0.1695,0.2097,0.061,0.061,14602.2314,2.2254,1.1156,1.1156,1.2445,87.9176,1.0,1.0,1.0,-1220.994,80.344,0.061,0.0
1287.8764,5112.4106,5112411.0,nan,10.5535,10.5535,1.3626,134.7213,0.0,nan,75.6401,1.1198,1.1261,1287.8763,0.5466,nan,0.5281,0.2061,0.0787,0.0787,16773.002,2.2597,1.1203,1.1203,1.255,87.6937,1.0,1.0,1.0,-1221.1464,74.626,0.0787,0.0
1288.0288,5713.0,5713000.0,nan,10.514,10.514,1.3839,121.92,0.0,nan,76.4647,1.1543,1.1601,1288.0288,0.5189,nan,1.1162,0.2019,0.0923,0.0923,18743.4375,2.2852,1.1549,1.1549,1.3338,87.3255,1.0,1.0,1.0,-1221.2988,70.252,0.0923,0.0
1288.1812,5765.3501,5765350.0,nan,10.2948,10.2948,1.4823,121.92,0.0,nan,78.5888,1.2304,1.2404,1288.1812,0.4946,nan,2.1899,0.1843,0.1079,0.1079,18915.1895,2.3061,1.2313,1.2313,1.5162,86.6335,1.0,1.0,1.0,-1221.4512,65.238,0.1079,0.0
1288.3336,5812.875,5812875.0,nan,10.0045,10.0045,1.7114,121.92,0.0,nan,82.2507,1.3507,1.369,1288.3336,0.4763,nan,2.7978,0.1714,0.1117,0.1117,19071.1133,2.3252,1.3516,1.3516,1.8267,85.762,1.0,1.0,1.0,-1221.6035,63.999,0.1117,0.0
1288.486,5854.8247,5854825.0,nan,9.7407,9.7407,2.0314,121.92,0.0,nan,86.3003,1.4859,1.5113,1288.486,0.4666,nan,2.4146,0.1645,0.1039,0.1039,19208.7422,2.3419,1.486,1.486,2.2081,84.973,1.0,1.0,1.0,-1221.756,66.138,0.1039,0.0
1288.6384,5891.2246,5891225.0,nan,9.5066,9.5066,2.2879,121.92,0.0,nan,88.7566,1.5827,1.6054,1288.6384,0.4634,nan,1.7871,0.1555,0.0932,0.0932,19328.166,2.3565,1.5816,1.5816,2.5014,84.627,1.0,1.0,1.0,-1221.9083,68.146,0.0932,0.0
1288.7908,5123.3506,5123350.5,nan,9.2894,9.2894,2.3725,139.5987,0.0,nan,89.3224,1.624,1.6348,1288.7908,0.4624,nan,1.8493,0.1567,0.0945,0.0945,16808.8926,2.3465,1.623,1.623,2.6343,84.5121,1.0,1.0,1.0,-1222.0608,67.987,0.0945,0.0
1288.9432,4615.1001,4615100.0,nan,9.1672,9.1672,2.3721,152.4,0.0,nan,88.5739,1.6632,1.668,1288.9431,0.4621,nan,0.611,0.1616,0.0664,0.0664,15141.4043,2.3075,1.6638,1.6638,2.7684,84.5088,1.0,1.0,1.0,-1222.2131,70.566,0.0664,0.0
1289.0956,4534.4604,4534460.0,nan,9.1959,9.1959,2.5192,152.4,0.0,nan,86.0333,1.7398,1.7408,1289.0956,0.4636,nan,0.4466,0.1736,0.061,0.061,14876.8379,2.2672,1.7407,1.7407,3.0299,84.712,1.0,1.0,1.0,-1222.3656,70.24,0.061,0.0
1289.248,4530.54,4530540.0,nan,9.3008,9.3008,2.6841,152.4,0.0,nan,80.8797,1.7617,1.7579,1289.2479,0.4657,nan,1.8898,0.19,0.0991,0.0991,14863.9766,2.2653,1.7593,1.7593,3.0951,85.4931,1.0,1.0,1.0,-1222.5179,64.512,0.0991,0.0
1289.4004,4608.2598,4608260.0,nan,9.3139,9.3139,2.5445,152.4,0.0,nan,73.3689,1.659,1.6615,1289.4004,0.4669,nan,4.4972,0.1961,0.13,0.13,15118.9629,2.3041,1.6565,1.6565,2.7441,86.7267,1.0,1.0,1.0,-1222.6704,57.932,0.13,0.0
1289.5528,5275.1494,5275149.0,nan,9.3902,9.3902,2.2528,134.7213,0.0,nan,65.2359,1.5361,1.5654,1289.5527,0.4717,nan,6.392,0.206,0.1456,0.1456,17306.9199,2.3316,1.5371,1.5371,2.3625,88.1057,1.0,1.0,1.0,-1222.8228,53.089,0.1456,0.0
1289.7052,5792.8003,5792800.5,nan,9.8368,9.8368,2.0712,121.92,0.0,nan,59.0392,1.4227,1.4884,1289.7052,0.488,nan,6.6103,0.2136,0.1531,0.1531,19005.25,2.3171,1.4221,1.4221,2.0225,88.9924,1.0,1.0,1.0,-1222.9752,50.681,0.1531,0.0
1289.8576,5720.1001,5720100.0,nan,10.4625,10.4625,1.8461,121.92,0.0,nan,55.8067,1.2298,1.2927,1289.8575,0.5176,nan,3.8845,0.2218,0.1391,0.1391,18766.7324,2.288,1.2274,1.2274,1.5064,89.3243,1.0,1.0,1.0,-1223.1276,55.183,0.1391,0.0
1290.01,4871.3643,4871364.5,nan,10.8461,10.8461,1.4054,139.5987,0.0,nan,55.2917,0.9953,1.0282,1290.01,0.5518,nan,1.6553,0.2396,0.118,0.118,15982.167,2.2311,0.9955,0.9955,0.9909,89.432,1.0,1.0,1.0,-1223.28,61.975,0.118,0.0
1290.1624,4337.6406,4337640.5,nan,10.8388,10.8388,1.0917,152.4,0.0,nan,57.0149,0.8357,0.8517,1290.1624,0.5774,nan,0.7363,0.2537,0.1014,0.1014,14231.1035,2.1688,0.8379,0.8379,0.702,89.5707,1.0,1.0,1.0,-1223.4324,67.318,0.1014,0.0
1290.3148,4349.7402,4349740.0,nan,10.6284,10.6284,0.9575,152.4,0.0,nan,59.1072,0.7686,0.7818,1290.3148,0.5902,nan,0.4465,0.2505,0.0897,0.0897,14270.8008,2.1749,0.7699,0.7699,0.5928,89.686,1.0,1.0,1.0,-1223.5847,71.101,0.0897,0.0
1290.4672,4404.6606,4404660.5,nan,10.4157,10.4157,0.9161,152.4,0.0,nan,60.2996,0.7404,0.7579,1290.4672,0.5959,nan,0.3561,0.243,0.0834,0.0834,14450.9854,2.2023,0.7406,0.7406,0.5485,89.7104,1.0,1.0,1.0,-1223.7372,73.113,0.0834,0.0
1290.6196,4413.2007,4413200.5,nan,10.2251,10.2251,0.9111,152.4,0.0,nan,60.5559,0.7227,0.7434,1290.6196,0.5941,nan,0.3756,0.242,0.084,0.084,14479.0049,2.2066,0.7228,0.7228,0.5225,89.7926,1.0,1.0,1.0,-1223.8895,72.925,0.084,1.0
1290.772,4475.1802,4475180.5,nan,10.1,10.1,0.888,152.4,0.0,nan,60.6874,0.7235,0.7459,1290.772,0.5741,nan,0.7083,0.2373,0.0945,0.0945,14682.3506,2.2376,0.724,0.724,0.5242,89.9717,1.0,1.0,1.0,-1224.042,69.544,0.0945,1.0
1290.9244,4644.3003,4644300.0,nan,10.1948,10.1948,0.8846,152.4,0.0,nan,59.8533,0.767,0.798,1290.9243,0.5309,nan,2.8864,0.2253,0.1268,0.1268,15237.2051,2.3221,0.7681,0.7681,0.59,90.2501,1.0,1.0,1.0,-1224.1943,59.148,0.1268,1.0
1291.0768,4858.3599,4858360.0,nan,10.5728,10.5728,1.0537,152.4,0.0,nan,57.276,0.8915,0.9425,1291.0768,0.48,nan,7.4358,0.2285,0.1479,0.1479,15939.501,2.4292,0.8935,0.8935,0.7983,90.2826,1.0,1.0,1.0,-1224.3468,52.332,0.1479,1.0
1291.2292,5034.2598,5034260.0,nan,11.017,11.017,1.6538,152.4,0.0,nan,55.2432,1.0581,1.1349,1291.2291,0.4477,nan,9.3846,0.2313,0.1464,0.1464,16516.6016,2.5171,1.0582,1.0582,1.1197,90.1447,1.0,1.0,1.0,-1224.4991,52.834,0.1464,1.0
1291.3816,5033.8198,5033820.0,nan,11.2529,11.2529,2.4246,152.4,0.0,nan,55.5766,1.0865,1.1629,1291.3816,0.4449,nan,9.9031,0.2325,0.1483,0.1483,16515.1562,2.5169,1.0819,1.0819,1.1706,89.9945,1.0,1.0,1.0,-1224.6516,52.206,0.1483,1.0
1291.534,4830.7998,4830800.0,nan,11.1576,11.1576,2.2646,152.4,0.0,nan,57.5801,0.9566,1.0056,1291.5339,0.464,nan,9.2986,0.2272,0.1551,0.1551,15849.0811,2.4154,0.9546,0.9546,0.9113,89.9911,1.0,1.0,1.0,-1224.804,50.019,0.1551,1.0
1291.6864,4602.48,4602480.0,nan,10.861,10.861,1.4951,152.4,0.0,nan,61.168,0.8338,0.8613,1291.6864,0.491,nan,5.2618,0.2288,0.1415,0.1415,15100.0,2.3012,0.8353,0.8353,0.6977,90.0726,1.0,1.0,1.0,-1224.9564,54.398,0.1415,1.0
1291.8388,4450.6401,4450640.5,nan,10.588,10.588,1.0877,152.4,0.0,nan,65.4263,0.7871,0.808,1291.8387,0.5133,nan,2.5205,0.2383,0.1209,0.1209,14601.8389,2.2253,0.7884,0.7884,0.6216,90.11,1.0,1.0,1.0,-1225.1088,61.055,0.1209,1.0
1291.9912,4381.7202,4381720.0,nan,10.4008,10.4008,1.0457,152.4,0.0,nan,69.0598,0.7867,0.8088,1291.9912,0.5226,nan,1.635,0.2413,0.1091,0.1091,14375.7227,2.1909,0.7873,0.7873,0.6198,90.182,1.0,1.0,1.0,-1225.2612,64.831,0.1091,1.0
1292.1436,4379.3398,4379340.0,nan,10.2273,10.2273,1.0787,152.4,0.0,nan,70.4008,0.7991,0.8213,1292.1436,0.511,nan,2.0176,0.2411,0.1134,0.1134,14367.9131,2.1897,0.7991,0.7991,0.6385,90.1734,1.0,1.0,1.0,-1225.4136,63.443,0.1134,1.0
1292.296,4998.292,4998292.0,nan,9.903,9.903,1.0743,134.7213,0.0,nan,69.2865,0.8194,0.8389,1292.296,0.4847,nan,3.8082,0.2416,0.1299,0.1299,16398.5957,2.2092,0.8197,0.8197,0.6719,90.2052,1.0,1.0,1.0,-1225.5659,58.144,0.1299,1.0
1292.4484,5637.9497,5637950.0,nan,9.4984,9.4984,1.0962,121.92,0.0,nan,66.9165,0.88,0.901,1292.4484,0.4606,nan,6.7317,0.2362,0.1461,0.1461,18497.2109,2.2552,0.8812,0.8812,0.7765,90.1143,1.0,1.0,1.0,-1225.7184,52.922,0.1461,1.0
1292.6008,5761.3506,5761350.5,nan,9.4352,9.4352,1.2582,121.92,0.0,nan,63.8452,1.0156,1.0503,1292.6008,0.455,nan,9.3597,0.2263,0.1587,0.1587,18902.0684,2.3045,1.0174,1.0174,1.035,89.8789,1.0,1.0,1.0,-1225.8707,48.876,0.1587,1.0
1292.7532,5819.6001,5819600.5,nan,9.7317,9.7317,1.7045,121.92,0.0,nan,62.1143,1.1535,1.2,1292.7532,0.4732,nan,7.72,0.2152,0.1541,0.1541,19093.1777,2.3278,1.1525,1.1525,1.3283,89.5294,1.0,1.0,1.0,-1226.0232,50.359,0.1541,1.0
1292.9056,5841.5996,5841600.0,nan,10.0421,10.0421,1.9742,121.92,0.0,nan,63.7004,1.1453,1.1786,1292.9055,0.5047,nan,4.1819,0.2001,0.1348,0.1348,19165.3535,2.3366,1.1413,1.1413,1.3025,89.3291,1.0,1.0,1.0,-1226.1755,56.556,0.1348,1.0
1293.058,5042.4121,5042412.0,nan,10.2249,10.2249,1.7293,139.5987,0.0,nan,67.511,1.0261,1.0415,1293.058,0.5326,nan,1.6413,0.201,0.1072,0.1072,16543.3477,2.3094,1.0252,1.0252,1.0511,89.1766,1.0,1.0,1.0,-1226.328,65.459,0.1072,1.0
1293.2104,4521.3599,4521360.0,nan,10.3069,10.3069,1.338,152.4,0.0,nan,71.3325,0.9452,0.9554,1293.2103,0.5489,nan,0.7219,0.2121,0.0874,0.0874,14833.8584,2.2607,0.947,0.947,0.8968,88.672,1.0,1.0,1.0,-1226.4803,71.855,0.0874,1.0
1293.3628,5087.7271,5087727.0,nan,10.3405,10.3405,1.1709,134.7213,0.0,nan,74.1863,0.9483,0.9632,1293.3628,0.5577,nan,0.4327,0.2125,0.0762,0.0762,16692.0176,2.2488,0.9498,0.9498,0.9021,87.9881,1.0,1.0,1.0,-1226.6328,75.439,0.0762,1.0
1293.5152,5638.3003,5638300.5,nan,10.4303,10.4303,1.2837,121.92,0.0,nan,74.9942,1.0056,1.0323,1293.5151,0.5658,nan,0.3065,0.207,0.0697,0.0697,18498.3613,2.2553,1.0064,1.0064,1.0128,87.4624,1.0,1.0,1.0,-1226.7852,77.541,0.0697,1.0
1293.6676,5636.5747,5636574.5,nan,10.6092,10.6092,1.5069,121.92,0.0,nan,74.323,1.0762,1.1144,1293.6676,0.5745,nan,0.2342,0.2034,0.0659,0.0659,18492.6992,2.2546,1.0762,1.0762,1.1582,87.5065,1.0,1.0,1.0,-1226.9376,78.776,0.0659,1.0
1293.82,5624.1753,5624175.0,nan,10.7333,10.7333,1.6744,121.92,0.0,nan,74.3182,1.1142,1.1564,1293.8199,0.581,nan,0.1813,0.2016,0.0622,0.0622,18452.0176,2.2497,1.1132,1.1132,1.2392,87.7746,1.0,1.0,1.0,-1227.09,79.958,0.0622,1.0
1293.9724,4914.4873,4914487.5,nan,10.7553,10.7553,1.689,139.5987,0.0,nan,73.4538,1.102,1.1361,1293.9724,0.5813,nan,0.198,0.2023,0.064,0.064,16123.6465,2.2508,1.101,1.101,1.2122,87.7452,1.0,1.0,1.0,-1227.2423,79.371,0.064,1.0
1294.1248,4523.6401,4523640.5,nan,10.7382,10.7382,1.5893,152.4,0.0,nan,72.6215,1.0772,1.0942,1294.1248,0.5725,nan,0.2961,0.2029,0.0704,0.0704,14841.3398,2.2618,1.0774,1.0774,1.1608,87.4447,1.0,1.0,1.0,-1227.3948,77.31,0.0704,1.0
1294.2772,4533.5405,4533540.5,nan,10.6895,10.6895,1.4657,152.4,0.0,nan,73.0632,1.0903,1.0919,1294.2772,0.5545,nan,0.5141,0.2052,0.0796,0.0796,14873.8203,2.2668,1.0914,1.0914,1.1911,87.1963,1.0,1.0,1.0,-1227.5471,74.35,0.0796,1.0
1294.4296,4516.4199,4516420.0,nan,10.6751,10.6751,1.4535,152.4,0.0,nan,73.2303,1.1396,1.1343,1294.4296,0.531,nan,0.9959,0.2105,0.093,0.093,14817.6514,2.2582,1.1401,1.1401,1.2997,87.235,1.0,1.0,1.0,-1227.6996,70.044,0.093,1.0
1294.582,5084.627,5084627.0,nan,10.4727,10.4727,1.5039,134.7213,0.0,nan,72.6645,1.1766,1.1715,1294.5819,0.5108,nan,1.7069,0.216,0.1058,0.1058,16681.8477,2.2474,1.1759,1.1759,1.3826,87.2237,1.0,1.0,1.0,-1227.8519,65.896,0.1058,1.0
1294.7344,5615.3501,5615350.0,nan,9.8645,9.8645,1.5535,121.92,0.0,nan,71.8798,1.1961,1.1963,1294.7344,0.5053,nan,2.023,0.2174,0.1105,0.1105,18423.0645,2.2461,1.1961,1.1961,1.4306,87.1364,1.0,1.0,1.0,-1228.0044,64.395,0.1105,1.0
1294.8868,5653.2505,5653250.5,nan,9.2088,9.2088,1.5539,121.92,0.0,nan,70.6285,1.2732,1.2955,1294.8867,0.5215,nan,1.4463,0.2127,0.1028,0.1028,18547.4082,2.2613,1.2752,1.2752,1.6261,86.8793,1.0,1.0,1.0,-1228.1567,66.883,0.1028,1.0
1295.0392,5720.5747,5720575.0,nan,9.0638,9.0638,1.7366,121.92,0.0,nan,69.417,1.4297,1.4989,1295.0392,0.5505,nan,1.038,0.1844,0.0994,0.0994,18768.291,2.2882,1.4311,1.4311,2.048,86.8011,1.0,1.0,1.0,-1228.3092,67.975,0.0994,1.0
1295.1916,5738.2749,5738275.0,nan,9.4633,9.4633,2.0688,121.92,0.0,nan,69.7668,1.5017,1.5971,1295.1915,0.5705,nan,0.4963,0.1824,0.0829,0.0829,18826.3613,2.2953,1.4981,1.4981,2.2442,86.8429,1.0,1.0,1.0,-1228.4615,73.287,0.0829,1.0
1295.344,4932.6304,4932630.5,nan,10.0016,10.0016,2.161,139.5987,0.0,nan,70.3569,1.3779,1.4433,1295.344,0.5675,nan,0.4069,0.201,0.078,0.078,16183.1709,2.2591,1.374,1.374,1.8878,87.0053,1.0,1.0,1.0,-1228.614,74.86,0.078,1.0
1295.4964,4383.8999,4383900.0,nan,10.3809,10.3809,1.811,152.4,0.0,nan,70.5264,1.1938,1.219,1295.4963,0.5459,nan,0.7545,0.225,0.0919,0.0919,14382.874,2.1919,1.1944,1.1944,1.4265,87.2492,1.0,1.0,1.0,-1228.7664,70.4,0.0919,1.0
1295.6488,4300.6802,4300680.5,nan,10.5297,10.5297,1.4749,152.4,0.0,nan,71.1916,1.0874,1.0997,1295.6488,0.5219,nan,1.3538,0.2413,0.1054,0.1054,14109.8438,2.1503,1.0893,1.0893,1.1867,87.678,1.0,1.0,1.0,-1228.9188,66.029,0.1054,1.0
1295.8012,4316.2202,4316220.5,nan,10.5649,10.5649,1.3655,152.4,0.0,nan,70.9301,1.0556,1.0733,1295.8011,0.5091,nan,1.903,0.2432,0.1132,0.1132,14160.8281,2.1581,1.0566,1.0566,1.1164,88.1669,1.0,1.0,1.0,-1229.0712,63.517,0.1132,1.0
1295.9536,4357.1802,4357180.5,nan,10.568,10.568,1.3606,152.4,0.0,nan,69.8349,1.044,1.0678,1295.9536,0.5063,nan,2.1862,0.2402,0.1165,0.1165,14295.2109,2.1786,1.0439,1.0439,1.0897,88.3753,1.0,1.0,1.0,-1229.2235,62.456,0.1165,1.0
1296.106,4368.54,4368540.0,nan,10.5104,10.5104,1.3545,152.4,0.0,nan,69.519,1.0321,1.0547,1296.106,0.5061,nan,2.2454,0.2393,0.1172,0.1172,14332.4805,2.1843,1.0322,1.0322,1.0653,88.1427,1.0,1.0,1.0,-1229.376,62.249,0.1172,1.0
1296.2584,4371.7007,4371700.5,nan,10.2395,10.2395,1.315,152.4,0.0,nan,70.4969,1.0338,1.0526,1296.2584,0.5061,nan,2.1304,0.2381,0.1151,0.1151,14342.8496,2.1859,1.0342,1.0342,1.0695,87.5833,1.0,1.0,1.0,-1229.5283,62.929,0.1151,1.0
1296.4108,4401.7402,4401740.5,nan,9.6735,9.6735,1.3054,152.4,0.0,nan,72.1865,1.0689,1.0895,1296.4108,0.5079,nan,1.8597,0.2319,0.1099,0.1099,14441.4053,2.2009,1.0697,1.0697,1.1443,87.1108,1.0,1.0,1.0,-1229.6808,64.577,0.1099,1.0
1296.5632,4443.4199,4443420.0,nan,9.1095,9.1095,1.4424,152.4,0.0,nan,75.8996,1.156,1.1878,1296.5631,0.5095,nan,1.4416,0.2193,0.1008,0.1008,14578.1504,2.2217,1.1572,1.1572,1.3392,86.7768,1.0,1.0,1.0,-1229.8331,67.511,0.1008,1.0
1296.7156,4471.1602,4471160.0,nan,8.9734,8.9734,1.6951,152.4,0.0,nan,80.9545,1.2818,1.3322,1296.7156,0.5064,nan,1.1395,0.2063,0.0923,0.0923,14669.1602,2.2356,1.2824,1.2824,1.6444,86.5477,1.0,1.0,1.0,-1229.9856,70.258,0.0923,1.0
1296.868,4493.3203,4493320.0,nan,9.175,9.175,1.9501,152.4,0.0,nan,83.6952,1.3664,1.4236,1296.8679,0.4996,nan,1.1418,0.1981,0.0906,0.0906,14741.8643,2.2467,1.3647,1.3647,1.8624,86.2379,1.0,1.0,1.0,-1230.1379,70.814,0.0906,1.0
1297.0204,4512.4399,4512440.0,nan,9.2897,9.2897,2.044,152.4,0.0,nan,84.1862,1.3587,1.3999,1297.0204,0.4959,nan,1.2269,0.1946,0.0915,0.0915,14804.5928,2.2562,1.3569,1.3569,1.8412,86.1068,1.0,1.0,1.0,-1230.2904,70.517,0.0915,1.0
1297.1728,4493.2407,4493240.5,nan,9.2023,9.2023,1.9885,152.4,0.0,nan,83.4961,1.3313,1.3575,1297.1727,0.4986,nan,1.1941,0.1982,0.0916,0.0916,14741.6025,2.2466,1.3319,1.3319,1.774,86.164,1.0,1.0,1.0,-1230.4427,70.486,0.0916,1.0
1297.3252,4492.7002,4492700.5,nan,9.1766,9.1766,1.9117,152.4,0.0,nan,81.1984,1.3671,1.4015,1297.3252,0.5075,nan,1.0787,0.2004,0.0907,0.0907,14739.8301,2.2464,1.3688,1.3688,1.8736,86.5882,1.0,1.0,1.0,-1230.5952,70.763,0.0907,1.0
1297.4776,5225.2832,5225283.5,nan,9.4422,9.4422,1.9999,134.7213,0.0,nan,78.2446,1.4318,1.4955,1297.4775,0.5229,nan,1.0722,0.1776,0.0919,0.0919,17143.3184,2.3096,1.4317,1.4317,2.0497,86.9788,1.0,1.0,1.0,-1230.7476,70.383,0.0919,1.0
1297.63,6032.375,6032375.0,nan,9.8996,9.8996,2.0837,121.92,0.0,nan,74.7624,1.4452,1.5319,1297.63,0.5422,nan,0.804,0.1675,0.084,0.084,19791.2578,2.413,1.4437,1.4437,2.0842,87.3294,1.0,1.0,1.0,-1230.9,72.928,0.084,1.0
1297.7824,5392.6089,5392609.0,nan,10.2638,10.2638,2.0045,139.5987,0.0,nan,70.8337,1.3887,1.4768,1297.7823,0.5556,nan,0.661,0.1737,0.0794,0.0794,17692.2852,2.4698,1.3875,1.3875,1.9251,87.5681,1.0,1.0,1.0,-1231.0524,74.403,0.0794,1.0
1297.9348,4895.8198,4895820.0,nan,10.4076,10.4076,1.8734,152.4,0.0,nan,68.322,1.2825,1.357,1297.9348,0.5524,nan,0.9519,0.1799,0.0895,0.0895,16062.4014,2.4479,1.2817,1.2817,1.6427,87.8217,1.0,1.0,1.0,-1231.2047,71.178,0.0895,1.0
1298.0872,4812.3599,4812360.0,nan,10.4223,10.4223,1.6165,152.4,0.0,nan,66.6349,1.1493,1.1984,1298.0872,0.5332,nan,1.8891,0.1899,0.1082,0.1082,15788.583,2.4062,1.1489,1.1489,1.3199,87.8858,1.0,1.0,1.0,-1231.3572,65.137,0.1082,1.0
1298.2396,4705.5005,4705500.5,nan,10.399,10.399,1.4006,152.4,0.0,nan,67.072,1.0349,1.0612,1298.2396,0.5103,nan,3.347,0.1954,0.1258,0.1258,15437.9932,2.3528,1.0357,1.0357,1.0727,87.824,1.0,1.0,1.0,-1231.5095,59.478,0.1258,1.0
1298.392,4580.9399,4580940.0,nan,10.2602,10.2602,1.2716,152.4,0.0,nan,71.2135,0.9915,1.007,1298.392,0.4954,nan,3.1357,0.209,0.1216,0.1216,15029.3301,2.2905,0.9932,0.9932,0.9864,87.6208,1.0,1.0,1.0,-1231.662,60.813,0.1216,1.0
1298.5444,5100.2378,5100238.0,nan,9.9044,9.9044,1.2189,134.7213,0.0,nan,75.211,1.0202,1.0333,1298.5443,0.4906,nan,2.4516,0.2181,0.1126,0.1126,16733.0645,2.2543,1.0214,1.0214,1.0433,87.4571,1.0,1.0,1.0,-1231.8143,63.73,0.1126,1.0
1298.6968,5621.125,5621125.0,nan,9.5436,9.5436,1.3529,121.92,0.0,nan,77.3109,1.1035,1.12,1298.6968,0.4882,nan,2.277,0.215,0.1097,0.1097,18442.0117,2.2485,1.1046,1.1046,1.2201,87.2194,1.0,1.0,1.0,-1231.9668,64.644,0.1097,1.0
1298.8492,5624.7246,5624724.5,nan,9.387,9.387,1.5508,121.92,0.0,nan,78.5192,1.2132,1.2319,1298.8491,0.4832,nan,2.366,0.211,0.1101,0.1101,18453.8203,2.2499,1.2134,1.2134,1.4724,86.8898,1.0,1.0,1.0,-1232.1191,64.522,0.1101,1.0
1299.0016,4897.479,4897479.0,nan,9.2526,9.2526,1.786,139.5987,0.0,nan,77.8797,1.2913,1.3064,1299.0016,0.4792,nan,2.6709,0.2114,0.1141,0.1141,16067.8447,2.2431,1.2902,1.2902,1.6645,86.6466,1.0,1.0,1.0,-1232.2716,63.241,0.1141,1.0
1299.154,4516.6201,4516620.5,nan,9.0042,9.0042,1.9546,152.4,0.0,nan,76.4307,1.3341,1.3456,1299.1539,0.4825,nan,2.671,0.2068,0.1144,0.1144,14818.3086,2.2583,1.3338,1.3338,1.7789,86.2447,1.0,1.0,1.0,-1232.424,63.128,0.1144,1.0
1299.3064,4593.1602,4593160.5,nan,8.8363,8.8363,2.0044,152.4,0.0,nan,77.0623,1.4136,1.4374,1299.3064,0.4941,nan,2.356,0.1831,0.1114,0.1114,15069.4238,2.2966,1.4151,1.4151,2.0026,85.6771,1.0,1.0,1.0,-1232.5764,64.108,0.1114,1.0
1299.4588,4664.7202,4664720.0,nan,8.842,8.842,2.1845,152.4,0.0,nan,80.002,1.5552,1.6213,1299.4587,0.5081,nan,1.5248,0.1626,0.0988,0.0988,15304.2002,2.3324,1.5563,1.5563,2.422,85.1628,1.0,1.0,1.0,-1232.7288,68.161,0.0988,1.0
1299.6112,4713.2998,4713300.0,nan,8.9569,8.9569,2.4143,152.4,0.0,nan,83.4374,1.6845,1.8027,1299.6112,0.5184,nan,0.8746,0.1516,0.0838,0.0838,15463.582,2.3566,1.6834,1.6834,2.8339,85.2513,1.0,1.0,1.0,-1232.8812,72.993,0.0838,1.0
1299.7636,4640.6006,4640600.5,nan,9.1179,9.1179,2.5551,152.4,0.0,nan,85.0031,1.7219,1.852,1299.7635,0.5253,nan,0.524,0.1646,0.0733,0.0733,15225.0674,2.3203,1.7196,1.7196,2.9571,85.7339,1.0,1.0,1.0,-1233.0336,76.392,0.0733,1.0
1299.916,4453.6401,4453640.0,nan,9.2483,9.2483,2.3299,152.4,0.0,nan,83.5006,1.6654,1.7528,1299.916,0.5341,nan,0.3858,0.1953,0.0708,0.0708,14611.6807,2.2268,1.6639,1.6639,2.7685,86.3683,1.0,1.0,1.0,-1233.1859,77.17,0.0708,1.0
1300.0684,4249.0605,4249060.5,nan,9.5105,9.5105,2.094,152.4,0.0,nan,78.2627,1.5752,1.5975,1300.0684,0.5454,nan,0.3847,0.229,0.0773,0.0773,13940.4863,2.1245,1.575,1.575,2.4808,86.8367,1.0,1.0,1.0,-1233.3384,75.09,0.0773,1.0
1300.2208,4062.4001,4062400.0,nan,10.0187,10.0187,1.8483,152.4,0.0,nan,71.6388,1.4857,1.4517,1300.2208,0.5531,nan,0.0565,0.1317,0.0443,0.0443,13328.084,2.0312,1.4857,1.4857,2.2072,87.2804,1.0,1.0,1.0,-1233.4907,67.842,0.0443,1.0
1300.3732,3953.1204,3953120.5,nan,10.548,10.548,1.6887,152.4,0.0,nan,67.2719,1.3572,1.2965,1300.3732,0.5518,nan,0.0057,0.0603,0.0212,0.0212,12969.5547,1.9766,1.3558,1.3558,1.8382,87.5738,1.0,1.0,1.0,-1233.6432,62.264,0.0212,1.0
1300.5256,3943.0803,3943080.25,nan,10.8279,10.8279,1.4274,152.4,0.0,nan,66.002,1.185,1.1332,1300.5255,0.5425,nan,0.0054,0.0562,0.02,0.02,12936.6152,1.9715,1.1844,1.1844,1.4028,87.9257,1.0,1.0,1.0,-1233.7955,61.362,0.02,1.0
1300.678,3991.8203,3991820.25,nan,10.7329,10.7329,1.28,152.4,0.0,nan,67.9366,1.0487,1.0244,1300.678,0.5323,nan,0.2994,0.1849,0.0716,0.0716,13096.5234,1.9959,1.0501,1.0501,1.1028,88.1297,1.0,1.0,1.0,-1233.948,64.098,0.0716,1.0
