DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1335.1204,5651.7749,5651775.0,nan,8.9059,8.9059,4.174,121.92,0.0,0.0,70.4521,3.018,2.998,1335.1204,0.5344,nan,0.1788,0.1936,0.0946,0.0946,18542.5684,2.2607,3.0183,3.0183,9.1104,87.764,0.9219,0.9219,0.9219,-1268.3904,69.516,0.0872,8.0
1335.2728,5592.7754,5592775.5,nan,8.8634,8.8634,4.311,121.92,0.0,0.0,74.0988,3.0795,3.0603,1335.2728,0.522,nan,0.0318,0.1968,0.0951,0.0951,18349.0,2.2371,3.0796,3.0796,9.484,87.6825,0.8889,0.8889,0.8889,-1268.5427,69.359,0.0845,8.0
1335.4252,5562.7002,5562700.0,nan,8.8158,8.8158,4.5163,121.92,0.0,0.0,76.4336,3.1133,3.0872,1335.4252,0.5097,nan,0.0031,0.1981,0.0982,0.0982,18250.3281,2.2251,3.1124,3.1124,9.687,87.6286,0.8731,0.8731,0.8731,-1268.6952,68.375,0.0857,8.0
1335.5776,5576.0498,5576050.0,nan,8.8015,8.8015,4.463,121.92,0.0,0.0,77.824,3.0648,3.0406,1335.5775,0.4992,nan,0.0102,0.1963,0.1013,0.1013,18294.127,2.2304,3.0628,3.0628,9.3805,87.3402,0.8929,0.8929,0.8929,-1268.8475,67.352,0.0905,8.0
1335.73,5627.6499,5627650.0,nan,8.81,8.81,4.1186,121.92,0.0,0.0,78.729,2.9262,2.9149,1335.73,0.4913,nan,0.0792,0.1899,0.0989,0.0989,18463.4199,2.2511,2.9246,2.9246,8.5534,86.8226,0.9473,0.9473,0.9473,-1269.0,67.106,0.0937,8.0
1335.8824,5693.1001,5693100.0,nan,8.8173,8.8173,3.8034,121.92,0.0,0.0,79.2706,2.7835,2.7789,1335.8823,0.4855,nan,0.2439,0.1816,0.094,0.094,18678.1504,2.2772,2.7844,2.7844,7.7527,86.4921,0.9888,0.9888,0.9888,-1269.1523,67.25,0.093,8.0
1336.0348,5747.4751,5747475.0,nan,8.8166,8.8166,3.6463,121.92,0.0,0.0,80.1876,2.742,2.7358,1336.0348,0.48,nan,0.694,0.1729,0.103,0.103,18856.5449,2.299,2.7446,2.7446,7.5329,86.5997,0.9995,0.9995,0.9995,-1269.3048,65.632,0.103,8.0
1336.1872,5763.9502,5763950.5,nan,8.8195,8.8195,3.7828,121.92,0.0,0.0,81.0916,2.8784,2.8796,1336.1871,0.4742,nan,1.2361,0.1699,0.1106,0.1106,18910.5977,2.3056,2.8825,2.8825,8.3089,86.8111,1.0,1.0,1.0,-1269.4572,64.322,0.1106,8.0
1336.3396,5737.7759,5737775.5,nan,8.8411,8.8411,4.2803,121.92,0.0,0.0,82.3688,3.1753,3.2026,1336.3396,0.4687,nan,0.4084,0.1627,0.075,0.075,18824.7227,2.2951,3.178,3.178,10.0997,86.9686,0.9891,0.9891,0.9891,-1269.6096,68.169,0.0742,8.0
1336.492,5713.8252,5713825.5,nan,8.8863,8.8863,5.0467,121.92,0.0,0.0,83.9936,3.4024,3.4531,1336.4919,0.4657,nan,0.0845,0.1543,0.0444,0.0444,18746.1465,2.2855,3.3985,3.3985,11.5499,87.0742,0.9931,0.9931,0.9256,-1269.762,71.784,0.0441,8.0
1336.6444,5704.6997,5704700.0,nan,8.9254,8.9254,5.3408,121.92,0.0,0.0,83.5566,3.2787,3.3364,1336.6444,0.4676,nan,0.113,0.1583,0.0531,0.0531,18716.207,2.2819,3.2699,3.2699,10.692,87.3277,0.9605,0.9605,0.9176,-1269.9144,70.883,0.051,8.0
1336.7968,4960.5166,4960517.0,nan,9.0854,9.0854,4.8079,139.5986,0.0,0.0,82.7928,2.9041,2.9756,1336.7968,0.4742,nan,0.0825,0.1673,0.0658,0.0658,16274.6611,2.2719,2.9018,2.9018,8.4204,87.5686,0.973,0.973,0.9708,-1270.0668,70.055,0.064,8.0
1336.9492,4519.0405,4519040.5,nan,9.4098,9.4098,3.9537,152.4,0.0,0.0,82.5922,2.5532,2.6436,1336.9492,0.4811,nan,0.0135,0.1759,0.0724,0.0724,14826.248,2.2595,2.5552,2.5552,6.5291,87.7232,0.9974,0.9974,0.9974,-1270.2191,70.053,0.0723,8.0
1337.1016,4498.5801,4498580.0,nan,9.6058,9.6058,3.2156,152.4,0.0,0.0,80.914,2.2389,2.3162,1337.1016,0.4833,nan,0.0095,0.1889,0.0901,0.0901,14759.1211,2.2493,2.2382,2.2382,5.0095,87.8957,0.9999,0.9999,0.9999,-1270.3716,67.723,0.0901,8.0
1337.254,4472.3599,4472360.0,nan,9.3713,9.3713,2.6451,152.4,0.0,0.0,77.7421,1.9696,2.001,1337.254,0.481,nan,0.2436,0.2042,0.1097,0.1097,14673.0967,2.2362,1.9712,1.9712,3.8856,88.2506,1.0,1.0,1.0,-1270.5239,63.992,0.1097,8.0
1337.4064,4470.9805,4470980.5,nan,8.9002,8.9002,2.4012,152.4,0.0,0.0,74.5617,1.9151,1.9055,1337.4064,0.4795,nan,0.3753,0.2112,0.1195,0.1195,14668.5703,2.2355,1.9209,1.9209,3.6899,88.3962,1.0,1.0,1.0,-1270.6764,61.475,0.1195,8.0
1337.5588,4544.2598,4544259.5,nan,8.61,8.61,2.5881,152.4,0.0,0.0,73.7387,2.1395,2.1135,1337.5587,0.4848,nan,0.0238,0.2003,0.1164,0.1164,14908.9883,2.2721,2.1447,2.1447,4.5999,88.0624,1.0,1.0,1.0,-1270.8287,62.478,0.1164,8.0
1337.7112,4674.1602,4674160.0,nan,8.5449,8.5449,2.9629,152.4,0.0,0.0,75.9643,2.4002,2.4004,1337.7112,0.4976,nan,1.3456,0.1769,0.1039,0.1039,15335.1709,2.3371,2.398,2.398,5.7504,87.6419,1.0,1.0,1.0,-1270.9812,66.512,0.1039,8.0
1337.8636,4769.5,4769500.0,nan,8.541,8.541,3.1916,152.4,0.0,0.0,78.4311,2.4124,2.4601,1337.8635,0.5124,nan,2.088,0.162,0.0895,0.0895,15647.9658,2.3847,2.4059,2.4059,5.7884,87.618,1.0,1.0,1.0,-1271.1335,71.172,0.0895,8.0
1338.016,5393.1304,5393130.5,nan,8.5348,8.5348,3.281,134.7214,0.0,0.0,80.6025,2.2409,2.3115,1338.016,0.5206,nan,1.4093,0.1543,0.082,0.082,17693.998,2.3838,2.2393,2.2393,5.0146,88.0,1.0,1.0,1.0,-1271.286,73.588,0.082,8.0
1338.1684,5913.2749,5913275.0,nan,8.5292,8.5292,3.2378,121.92,0.0,0.0,82.2173,2.0738,2.14,1338.1683,0.5161,nan,0.9456,0.152,0.0836,0.0836,19400.5078,2.3653,2.0748,2.0748,4.3048,88.4273,1.0,1.0,1.0,-1271.4384,73.076,0.0836,8.0
1338.3208,5891.6997,5891700.0,nan,8.5276,8.5276,3.1137,121.92,0.0,0.0,82.154,1.9808,2.0284,1338.3208,0.5014,nan,0.9637,0.1571,0.092,0.092,19329.7246,2.3567,1.9823,1.9823,3.9297,88.5137,1.0,1.0,1.0,-1271.5908,70.365,0.092,8.0
1338.4732,5885.4746,5885475.0,nan,8.5321,8.5321,3.1149,121.92,0.0,0.0,81.9921,1.9875,2.0115,1338.4731,0.4849,nan,1.1796,0.1626,0.1,0.1,19309.3008,2.3542,1.9896,1.9896,3.9585,88.0641,1.0,1.0,1.0,-1271.7432,67.773,0.1,8.0
1338.6256,5905.4502,5905450.0,nan,8.5354,8.5354,3.3905,121.92,0.0,0.0,81.7389,2.0951,2.1005,1338.6256,0.4777,nan,1.5466,0.1625,0.0998,0.0998,19374.8359,2.3622,2.097,2.097,4.3972,87.483,1.0,1.0,1.0,-1271.8956,67.126,0.0998,8.0
1338.778,5941.6499,5941650.0,nan,8.5354,8.5354,3.8405,121.92,0.0,0.0,80.9121,2.2667,2.2606,1338.778,0.4854,nan,2.0435,0.1618,0.0958,0.0958,19493.6016,2.3767,2.2677,2.2677,5.1423,87.2306,1.0,1.0,1.0,-1272.048,68.599,0.0958,8.0
1338.9304,5962.0503,5962050.0,nan,8.5354,8.5354,4.3324,121.92,0.0,0.0,79.9659,2.4193,2.4042,1338.9304,0.5044,nan,1.9072,0.1586,0.0886,0.0886,19560.5312,2.3848,2.4181,2.4181,5.8474,87.3177,1.0,1.0,1.0,-1272.2003,71.367,0.0886,8.0
1339.0828,5945.1504,5945150.5,nan,8.5331,8.5331,4.3277,121.92,0.0,0.0,78.7065,2.4897,2.4648,1339.0828,0.5263,nan,1.771,0.1539,0.082,0.082,19505.0859,2.3781,2.4879,2.4879,6.1898,87.3492,1.0,1.0,1.0,-1272.3528,73.569,0.082,8.0
1339.2352,5844.4253,5844425.0,nan,8.5315,8.5315,3.7966,121.92,0.0,nan,77.4569,2.5472,2.5136,1339.2352,0.5491,nan,1.6348,0.1493,0.0794,0.0794,19174.623,2.3378,2.5481,2.5481,6.4929,87.3065,1.0,1.0,1.0,-1272.5051,74.404,0.0794,9.0
1339.3876,5579.75,5579750.0,nan,8.5543,8.5543,3.5133,121.92,3.0,nan,75.2969,2.7932,2.7479,1339.3876,0.5793,nan,1.4985,0.1832,0.0639,0.0639,18306.2656,2.2319,2.7991,2.7991,7.8347,87.23,1.0,1.0,0.8368,-1272.6576,79.423,0.0639,9.0
1339.54,4395.1465,4395146.5,nan,8.5503,8.5503,3.9964,139.5986,3.0,nan,68.3365,3.4725,3.3938,1339.5399,0.629,nan,1.3623,0.1134,0.034,0.034,14419.7715,2.013,3.4834,3.4834,12.1341,87.1938,1.0,1.0,0.8963,-1272.8099,67.513,0.034,9.0
1339.6924,3440.1204,3440120.25,nan,8.4783,8.4783,5.981,152.4,3.0,nan,56.7714,5.4129,5.2338,1339.6924,0.7074,nan,1.2261,0.044,0.0206,0.0206,11286.4844,1.7201,5.449,5.449,29.6916,86.9656,1.0,1.0,0.9948,-1272.9624,45.395,0.0206,9.0
1339.8448,2932.1001,2932100.25,nan,8.4096,8.4096,13.0085,152.4,3.0,nan,43.9122,11.2395,11.1184,1339.8447,0.8116,nan,1.0898,0.0251,0.02,0.02,9619.751,1.4661,11.3487,11.3487,128.793,86.7067,1.0,1.0,1.0,-1273.1147,27.379,0.02,9.0
1339.9972,2602.3401,2602340.0,nan,8.4081,8.4081,32.4729,152.4,3.0,nan,32.6618,25.6877,29.3232,1339.9972,0.9089,nan,0.9536,0.0138,0.02,0.02,8537.8613,1.3012,25.9109,25.9109,671.3727,86.4646,1.0,1.0,1.0,-1273.2672,15.085,0.02,9.0
1340.1496,2462.0801,2462080.0,nan,8.5491,8.5491,70.8535,152.4,3.0,nan,29.08,30.3037,36.2051,1340.1495,0.9495,nan,0.8174,0.0094,0.02,0.02,8077.6904,1.231,29.8259,29.8259,889.5842,86.4588,1.0,1.0,1.0,-1273.4196,10.291,0.02,9.0
1340.302,2526.7402,2526740.25,nan,8.9568,8.9568,57.6738,152.4,3.0,nan,35.2484,18.0548,20.7455,1340.302,0.9137,nan,0.6812,0.0126,0.02,0.02,8289.8301,1.2634,17.8312,17.8312,317.9517,86.5929,1.0,1.0,1.0,-1273.572,13.8,0.02,9.0
1340.4544,2745.8401,2745840.25,nan,9.5344,9.5344,19.0118,152.4,3.0,nan,48.6476,6.9142,7.0688,1340.4543,0.8221,nan,0.5449,0.0215,0.02,0.02,9008.6621,1.3729,7.0974,7.0974,50.3727,86.6335,1.0,1.0,1.0,-1273.7244,23.532,0.02,9.0
1340.6068,3058.9399,3058940.0,nan,9.7463,9.7463,5.4349,152.4,3.0,nan,66.5341,3.0339,2.9039,1340.6068,0.7141,nan,0.4087,0.0342,0.02,0.02,10035.8926,1.5295,3.1341,3.1341,9.8225,86.4357,1.0,1.0,1.0,-1273.8767,37.369,0.02,9.0
1340.7592,3434.28,3434280.0,nan,9.3626,9.3626,2.806,152.4,3.0,nan,82.9858,2.0487,1.9541,1340.7592,0.622,nan,0.2725,0.0483,0.02,0.02,11267.3232,1.7171,2.0698,2.0698,4.2839,86.2391,1.0,1.0,1.0,-1274.0292,52.744,0.02,9.0
1340.9116,4322.812,4322812.0,nan,8.8072,8.8072,2.3507,134.7214,3.0,nan,92.3736,1.8011,1.746,1340.9116,0.557,nan,0.1362,0.0608,0.02,0.02,14182.4531,1.9107,1.8096,1.8096,3.2748,86.1747,1.0,1.0,1.0,-1274.1815,66.48,0.02,10.0
1341.064,4529.1865,4529186.5,nan,8.7025,8.7025,2.4792,139.5986,3.0,nan,93.9901,1.8749,1.8732,1341.064,0.5166,nan,0.0,0.1359,0.02,0.02,14859.5352,2.0744,1.8793,1.8793,3.532,86.1065,1.0,1.0,1.0,-1274.334,79.022,0.02,10.0
1341.2164,4366.9404,4366940.0,nan,9.2105,9.2105,2.9906,152.4,0.0,nan,90.4451,2.1103,2.1834,1341.2164,0.4949,nan,0.0065,0.1735,0.0251,0.0251,14327.2314,2.1835,2.1127,2.1127,4.4636,86.221,1.0,1.0,1.0,-1274.4863,80.108,0.0251,10.0
1341.3688,4492.2603,4492260.0,nan,9.9079,9.9079,3.6558,152.4,0.0,nan,85.2261,2.3058,2.435,1341.3688,0.4863,nan,0.2585,0.1738,0.0571,0.0571,14738.3867,2.2461,2.303,2.303,5.304,86.5955,1.0,1.0,1.0,-1274.6388,73.394,0.0571,10.0
1341.5212,4036.5901,4036590.25,nan,10.4379,10.4379,3.8305,170.0786,0.0,nan,81.6639,2.2237,2.3333,1341.5211,0.4839,nan,0.8922,0.1854,0.0903,0.0903,13243.4062,2.2524,2.2165,2.2165,4.9129,87.0344,1.0,1.0,1.0,-1274.7911,68.105,0.0903,10.0
1341.6736,3636.7166,3636716.5,nan,10.7619,10.7619,3.4809,182.88,0.0,nan,81.8393,1.9073,1.9521,1341.6736,0.4841,nan,0.6529,0.2071,0.0974,0.0974,11931.4844,2.182,1.9044,1.9044,3.6267,87.1299,1.0,1.0,1.0,-1274.9436,66.961,0.0974,10.0
1341.826,3452.7996,3452799.75,nan,10.905,10.905,2.957,182.88,0.0,nan,83.8359,1.611,1.6032,1341.8259,0.4886,nan,0.2351,0.2342,0.0925,0.0925,11328.083,2.0717,1.6134,1.6134,2.6029,86.9367,0.9835,0.9835,0.9835,-1275.0959,68.176,0.091,10.0
1341.9784,3671.1299,3671130.0,nan,10.9171,10.9171,2.4755,165.2014,0.0,nan,84.915,1.448,1.4261,1341.9784,0.5005,nan,0.007,0.1346,0.0482,0.0482,12044.3896,1.9898,1.4504,1.4504,2.1037,86.7645,0.9895,0.9895,0.9895,-1275.2484,67.567,0.0477,10.0
1342.1308,3952.1802,3952180.0,nan,10.9786,10.9786,2.0857,152.4,0.0,nan,84.9207,1.3875,1.3892,1342.1307,0.5193,nan,0.0,0.0653,0.0213,0.0213,12966.4697,1.9761,1.3891,1.3891,1.9295,86.8607,0.9995,0.9995,0.9995,-1275.4008,67.567,0.0213,10.0
1342.2832,4009.2603,4009260.25,nan,11.0772,11.0772,1.9476,152.4,0.0,nan,85.0406,1.3928,1.4431,1342.2832,0.5395,nan,0.0257,0.1732,0.0467,0.0467,13153.7412,2.0046,1.3938,1.3938,1.9427,86.9653,1.0,1.0,1.0,-1275.5532,74.712,0.0467,10.0
1342.4356,4082.0801,4082080.0,nan,11.1216,11.1216,1.9646,152.4,0.0,nan,85.9276,1.3979,1.4965,1342.4355,0.5555,nan,0.1424,0.2359,0.0569,0.0569,13392.6514,2.041,1.3971,1.3971,1.9519,87.1618,1.0,1.0,1.0,-1275.7056,81.175,0.0569,10.0
1342.588,4185.1001,4185100.25,nan,11.0911,11.0911,1.91,152.4,0.0,nan,87.9641,1.3331,1.4389,1342.588,0.5647,nan,0.1309,0.2229,0.0473,0.0473,13730.6436,2.0926,1.3313,1.3313,1.7724,87.3425,1.0,1.0,1.0,-1275.8579,84.759,0.0473,10.0
1342.7404,4289.96,4289960.0,nan,11.0059,11.0059,1.7589,152.4,0.0,nan,91.8638,1.2325,1.3087,1342.7404,0.5679,nan,0.0872,0.2059,0.0367,0.0367,14074.6719,2.145,1.2325,1.2325,1.5191,87.6425,1.0,1.0,1.0,-1276.0104,88.172,0.0367,10.0
1342.8928,4923.4004,4923400.5,nan,10.9554,10.9554,1.6433,134.7214,0.0,nan,94.2533,1.168,1.2113,1342.8928,0.567,nan,0.0693,0.1966,0.0323,0.0323,16152.8887,2.1761,1.1691,1.1691,1.3667,87.8843,1.0,1.0,1.0,-1276.1627,89.604,0.0323,10.0
1343.0452,4782.1333,4782133.0,nan,10.9329,10.9329,1.5786,139.5986,0.0,nan,94.1559,1.149,1.171,1343.0452,0.5658,nan,0.0747,0.194,0.0328,0.0328,15689.4131,2.1902,1.1497,1.1497,1.3217,87.9685,1.0,1.0,1.0,-1276.3152,89.439,0.0328,10.0
1343.1976,4371.8604,4371860.0,nan,10.8094,10.8094,1.5537,152.4,0.0,nan,93.7811,1.1544,1.1677,1343.1975,0.5672,nan,0.0726,0.1957,0.0327,0.0327,14343.373,2.1859,1.1547,1.1547,1.3333,87.8324,1.0,1.0,1.0,-1276.4675,89.476,0.0327,10.0
1343.35,4329.2007,4329200.5,nan,10.4429,10.4429,1.5621,152.4,0.0,nan,94.5312,1.1768,1.1885,1343.35,0.5688,nan,0.0574,0.1997,0.0306,0.0306,14203.4131,2.1646,1.1771,1.1771,1.3857,87.5416,1.0,1.0,1.0,-1276.62,90.145,0.0306,10.0
1343.5024,4298.4199,4298420.0,nan,9.8321,9.8321,1.591,152.4,0.0,nan,97.2241,1.2348,1.2464,1343.5023,0.5669,nan,0.0035,0.1948,0.0238,0.0238,14102.4287,2.1492,1.2358,1.2358,1.5271,87.1451,1.0,1.0,1.0,-1276.7723,92.859,0.0238,10.0
1343.6548,4325.1201,4325120.0,nan,9.222,9.222,1.683,152.4,0.0,nan,101.1374,1.3557,1.378,1343.6548,0.5595,nan,0.0,0.1837,0.0202,0.0202,14190.0264,2.1626,1.3572,1.3572,1.842,86.8195,1.0,1.0,1.0,-1276.9248,94.103,0.0202,10.0
1343.8072,5052.6997,5052699.5,nan,8.8437,8.8437,1.8477,134.7214,0.0,nan,100.6713,1.5763,1.6347,1343.8071,0.5443,nan,0.0,0.1633,0.02,0.02,16577.0977,2.2333,1.5788,1.5788,2.4925,86.4866,1.0,1.0,1.0,-1277.0771,92.17,0.02,10.0
1343.9596,5938.2007,5938200.5,nan,8.7088,8.7088,2.3013,121.92,0.0,nan,94.8533,1.9123,2.0293,1343.9596,0.5212,nan,0.0848,0.1385,0.0369,0.0369,19482.2852,2.3753,1.9148,1.9148,3.6664,86.1384,1.0,1.0,1.0,-1277.2296,85.295,0.0369,10.0
1344.112,6363.4746,6363475.0,nan,8.7049,8.7049,3.1513,121.92,0.0,nan,87.196,2.2758,2.4166,1344.1119,0.4971,nan,0.1302,0.1267,0.0314,0.0314,20877.543,2.5454,2.2754,2.2754,5.1774,85.7246,1.0,1.0,1.0,-1277.382,81.63,0.0314,10.0
1344.2644,6633.5752,6633575.0,nan,8.7257,8.7257,3.8386,121.92,0.0,nan,79.2911,2.4482,2.5481,1344.2644,0.4848,nan,0.2007,0.1136,0.035,0.035,21763.6973,2.6534,2.4425,2.4425,5.9657,85.3375,1.0,1.0,1.0,-1277.5344,73.575,0.035,10.0
1344.4168,6591.2749,6591275.0,nan,8.7506,8.7506,3.6633,121.92,0.0,nan,75.6523,2.4086,2.4322,1344.4167,0.4886,nan,0.5254,0.1396,0.0502,0.0502,21624.918,2.6365,2.4058,2.4058,5.7879,85.3334,1.0,1.0,1.0,-1277.6868,73.138,0.0502,10.0
1344.5692,5544.9927,5544993.0,nan,8.9213,8.9213,3.1356,139.5986,0.0,nan,77.988,2.3183,2.275,1344.5692,0.5031,nan,1.0254,0.1621,0.0661,0.0661,18192.2344,2.5396,2.3185,2.3185,5.3756,85.7259,1.0,1.0,1.0,-1277.8391,75.833,0.0661,10.0
1344.7216,4930.2202,4930220.5,nan,9.1907,9.1907,2.8316,152.4,0.0,nan,80.4559,2.2404,2.167,1344.7216,0.5207,nan,1.2145,0.1591,0.0715,0.0715,16175.2637,2.4651,2.2405,2.2405,5.0197,86.2087,1.0,1.0,1.0,-1277.9916,76.732,0.0715,10.0
1344.874,4860.1206,4860120.5,nan,9.3671,9.3671,2.7659,152.4,0.0,nan,81.7875,2.1668,2.1003,1344.874,0.5363,nan,1.0221,0.1503,0.0672,0.0672,15945.2773,2.4301,2.1668,2.1668,4.6949,86.2551,1.0,1.0,1.0,-1278.1439,78.348,0.0672,10.0
1345.0264,4818.8003,4818800.0,nan,9.4111,9.4111,2.7875,152.4,0.0,nan,83.4472,2.0869,2.0513,1345.0264,0.5449,nan,0.8595,0.1432,0.0629,0.0629,15809.7119,2.4094,2.0866,2.0866,4.354,85.7753,1.0,1.0,1.0,-1278.2964,79.731,0.0629,10.0
1345.1788,5436.3877,5436388.0,nan,9.4254,9.4254,2.7439,134.7214,0.0,nan,83.1837,2.0047,2.0073,1345.1787,0.5446,nan,0.9083,0.144,0.0648,0.0648,17835.918,2.4029,2.0047,2.0047,4.0188,85.004,1.0,1.0,1.0,-1278.4487,79.114,0.0648,10.0
1345.3312,6019.1499,6019150.0,nan,9.4621,9.4621,2.6707,121.92,0.0,nan,81.2998,1.952,1.9864,1345.3312,0.5384,nan,1.1018,0.1504,0.0709,0.0709,19747.8672,2.4077,1.9529,1.9529,3.8137,84.42,1.0,1.0,1.0,-1278.6012,77.161,0.0709,10.0
1345.4836,6067.1753,6067175.5,nan,9.5214,9.5214,2.7644,121.92,0.0,nan,78.8679,1.9576,2.0078,1345.4835,0.5312,nan,1.3137,0.1585,0.0763,0.0763,19905.4316,2.4269,1.9588,1.9588,3.837,84.0628,1.0,1.0,1.0,-1278.7535,75.421,0.0763,10.0
1345.636,6124.1245,6124124.5,nan,9.6243,9.6243,3.1048,121.92,0.0,nan,75.9531,2.0005,2.0518,1345.636,0.5252,nan,1.541,0.1667,0.0813,0.0813,20092.2715,2.4496,2.0009,2.0009,4.0034,83.9504,1.0,1.0,1.0,-1278.906,73.789,0.0813,10.0
1345.7884,6146.4502,6146450.0,nan,9.7754,9.7754,3.445,121.92,0.0,nan,74.6087,2.0405,2.0887,1345.7883,0.5173,nan,1.7258,0.1717,0.086,0.086,20165.5195,2.4586,2.0402,2.0402,4.1623,84.0592,1.0,1.0,1.0,-1279.0584,72.29,0.086,10.0
1345.9408,6101.9248,6101925.0,nan,9.9355,9.9355,3.4674,121.92,0.0,nan,77.7309,2.0822,2.1287,1345.9408,0.4996,nan,1.7006,0.1679,0.0884,0.0884,20019.4395,2.4408,2.0826,2.0826,4.337,84.4486,1.0,1.0,1.0,-1279.2108,71.002,0.0884,10.0
1346.0932,5983.3506,5983350.5,nan,9.9932,9.9932,3.2171,121.92,0.0,nan,82.0065,2.1955,2.234,1346.0931,0.4676,nan,1.4062,0.1572,0.0911,0.0911,19630.4141,2.3933,2.1977,2.1977,4.83,84.7735,1.0,1.0,1.0,-1279.3632,67.161,0.0911,10.0
1346.2456,5857.9248,5857925.0,nan,9.9105,9.9105,3.2541,121.92,0.0,nan,81.6854,2.4716,2.4754,1346.2456,0.4251,nan,1.2392,0.1603,0.1061,0.1061,19218.9141,2.3432,2.4757,2.4757,6.129,84.9079,1.0,1.0,1.0,-1279.5156,58.978,0.1061,10.0
1346.398,5785.3003,5785300.0,nan,9.7744,9.7744,4.0331,121.92,0.0,nan,75.8641,3.0294,2.968,1346.3979,0.3835,nan,0.9629,0.1742,0.1299,0.1299,18980.6445,2.3141,3.0364,3.0364,9.2198,84.8781,0.9994,0.9994,1.0,-1279.668,48.485,0.1298,10.0
1346.5504,5773.0752,5773075.5,nan,9.7028,9.7028,5.1875,121.92,0.0,nan,66.4951,3.9662,3.8773,1346.5504,0.3586,nan,0.9574,0.199,0.1611,0.1611,18940.5352,2.3092,3.9748,3.9748,15.7986,84.7874,0.8251,0.8251,0.9569,-1279.8203,38.589,0.1329,10.0
1346.7028,5739.5503,5739550.0,nan,9.6997,9.6997,6.3153,121.92,3.0,nan,58.106,5.2735,5.3236,1346.7028,0.3644,nan,2.4571,0.2239,0.192,0.192,18830.5449,2.2958,5.2812,5.2812,27.8913,84.5695,0.5916,0.5916,0.9069,-1279.9728,32.986,0.1136,11.0
1346.8552,5412.875,5412875.0,nan,9.6362,9.6362,7.373,121.92,3.0,nan,53.394,6.6403,6.9546,1346.8552,0.4111,nan,0.2898,0.1268,0.0931,0.0931,17758.7754,2.1651,6.6385,6.6385,44.0693,84.176,0.8054,0.8054,0.9568,-1280.1251,49.76,0.075,11.0
1347.0076,4783.5254,4783525.0,nan,9.356,9.356,8.8043,121.92,3.0,nan,50.1879,7.8538,8.3667,1347.0076,0.4933,nan,0.0,0.0507,0.0235,0.0235,15693.9805,1.9134,7.8517,7.8517,61.6492,83.8429,0.9906,0.9906,0.9979,-1280.2776,51.123,0.0233,11.0
1347.16,4294.375,4294375.0,nan,8.9789,8.9789,11.6205,121.92,3.0,nan,47.3792,8.7284,9.382,1347.1599,0.5792,nan,0.0,0.0373,0.02,0.02,14089.1562,1.7177,8.7199,8.7199,76.0375,83.6709,1.0,1.0,1.0,-1280.4299,40.699,0.02,11.0
1347.3124,4146.0,4146000.25,nan,8.7903,8.7903,15.1889,121.92,3.0,nan,45.1525,8.1684,8.7743,1347.3124,0.6234,nan,0.0,0.0338,0.02,0.02,13602.3633,1.6584,8.1267,8.1267,66.0441,83.8271,1.0,1.0,1.0,-1280.5824,36.94,0.02,11.0
1347.4648,4276.4248,4276425.0,nan,8.7797,8.7797,13.6635,121.92,3.0,nan,44.5214,6.1321,6.4631,1347.4647,0.6105,nan,0.0,0.0363,0.02,0.02,14030.2656,1.7106,6.1112,6.1112,37.3465,84.009,1.0,1.0,1.0,-1280.7347,39.672,0.02,11.0
1347.6172,4746.625,4746625.0,nan,8.7959,8.7959,8.2011,121.92,3.0,nan,47.8661,4.214,4.3389,1347.6172,0.572,nan,0.0,0.0472,0.02,0.02,15572.917,1.8987,4.2305,4.2305,17.8973,83.9733,1.0,1.0,1.0,-1280.8872,51.583,0.02,11.0
1347.7696,5420.2505,5420250.5,nan,8.8289,8.8289,4.69,121.92,3.0,nan,53.9988,3.1991,3.2724,1347.7695,0.5423,nan,0.2579,0.1453,0.0813,0.0813,17782.9746,2.1681,3.2154,3.2154,10.3387,83.552,0.9787,0.9787,0.9787,-1281.0396,59.382,0.0795,11.0
1347.922,5914.1001,5914100.0,nan,8.8824,8.8824,3.6574,121.92,3.0,nan,60.0611,2.7888,2.8612,1347.922,0.5266,nan,2.4677,0.1964,0.114,0.114,19403.2148,2.3656,2.7963,2.7963,7.8193,83.2323,0.9865,0.9865,0.9865,-1281.192,62.601,0.1124,11.0
1348.0744,6110.5,6110500.0,nan,8.9192,8.9192,3.5855,121.92,0.0,nan,64.3966,2.6424,2.7146,1348.0743,0.5143,nan,2.8858,0.1934,0.1087,0.1087,20047.5723,2.4442,2.6454,2.6454,6.9982,83.0719,0.9993,0.9993,0.9993,-1281.3444,64.961,0.1087,12.0
1348.2268,6160.2002,6160200.5,nan,8.92,8.92,3.8618,121.92,0.0,nan,66.2803,2.5972,2.6669,1348.2268,0.5012,nan,2.8835,0.1942,0.1084,0.1084,20210.6309,2.4641,2.5983,2.5983,6.7511,82.8022,0.9965,0.9965,0.9965,-1281.4968,65.063,0.1081,12.0
